;Revenue;Gross Profit;EBITDA;Operating Income;Income Before Tax;Net Income;Weighted Avg. Shares Outs. Dil.;Total Current Assets;Total Assets;Total Current Liabilities;Total Liabilities;Total Stockholders Equity;Cash Provided by Operating Activities;Cash Used for Investing Activities;Cash Used/Provided by Financing Activities;Net Change In Cash;Free Cash Flow;COGS;Gross Profit Ratio;Operating Expenses;R&D Expenses;Selling, G&A Exp.;General and Admin. Exp.;Selling and Marketing Exp;Other Expenses;COGS and Expenses;Interest Income;Interest Expense;Depreciation and Amortization;EBITDA ratio;Operating Income ratio;Total Other Income Exp.(Gains);Income Before Tax ratio;Income Tax Expense (Gain);Net Income Ratio;EPS;EPS Diluted;Weighted Avg. Shares Outs.;I_SEC Link;Cash and Cash Equivalents;Short-Term Investments;Cash & Short-Term Investments;Net Receivables;Inventory;Other Current Assets;PP&E;Goodwill;Intangible Assets;Goodwill and Intangible Assets;Investments;Tax Assets;Other Non-Current Assets;Total Non-Current Assets;Other Assets;Accounts Payable;Short-Term Debt;Tax Payable;Deferred Revenue;Other Current Liabilities;Long-Term Debt;Deferred Revenue;Deferred Tax Liabilities;Other Non-Current Liabilities;Total Non-Current Liabilities;Other Liabilities;Capital Lease Obligations;Preferred Stock;Common Stock;Retained Earnings;Other Compreh. Income(Loss);Other Total Stockhold. Equity;Total Liab.&Stockhold. Equity;Minority Interest;Total Liabilities & Equity;B_SEC Link;Net_Income;Depreciation_and_Amortization;Deferred_Income_Tax;Stock Based Compensation;Change in Working Capital;Accounts Receivable;Inventory;Accounts Payable;Other Working Capital;Other Non-Cash Items;CAPEX;Acquisitions Net;Purchases of Investments;Sales/Maturities of Investments;Other Investing Activities;Debt Repayment;Common Stock Issued;Common Stock Repurchased;Dividends Paid;Other Financing Activities;Effect of Forex Changes on Cash;Cash at the End of Period;Cash at the Beginning of Period;C_SEC Link;Dunno;Revenue per share;Earnings per share;FCF per share;Dividends per share;CAPEX per share;Book Value per sh.;Comm.Shares outs.;Avg. annual P/E ratio;P/E to S&P500;Avg. annual div. yield;Revenue (m);Operating margin;Depreciation (m);Net profit (m);Income tax rate;Net profit margin;Working capital (m);Long-term debt (m);Equity (m);ROIC;Return on capital;Return on equity;Plowback ratio;Div.&Repurch./FCF;Forex (KRW/USD)
2011.0;8846.0;;9908.0;;3773.0;2790.0;489.0;198824.0;259306.0;;235133.0;21957.0;1209.0;-3662.0;1676.0;-777.0;786.0;;;;;3322.0;3114.0;208.0;941.0;;12403.0;6031.0;259.0;112.0;;;42.65;828.0;31.54;5.36;5.25;474.0;;13258.0;248.0;13505.0;8.0;;185311.0;2694.0;3469.0;314.0;3783.0;54004.0;;;60482.0;319787.0;;;511.0;;;53793.0;;0.0;;53793.0;288926.0;;247.0;2134.0;9747.0;1070.0;8759.0;257090.0;2216.0;259306.0;;2790.0;259.0;;;-3817.0;;;;10994.0;1977.0;-423.0;-118.0;-46380.0;43204.0;-96.0;-29842.0;;;-527.0;32045.0;-1.0;3572.0;4350.0;;0.0;20727.74;6537.35;1841.55;1234.83;991.66;51447.75;474.0;0.0;0.0;2923.4;9829088.0;;287734.0;3100011.0;21.9;31.5;220915790.0;59770204.0;24396501.0;2.9;3.8;12.7;81.1;67.1;0.001
2012.0;11351.0;;9219.0;2899.0;2910.0;2090.0;474.0;205849.0;270764.0;;244862.0;23680.0;8170.0;-1988.0;-5289.0;897.0;7795.0;;;7634.0;11.0;7623.0;7454.0;170.0;;;12471.0;6195.0;269.0;81.22;25.54;10.0;25.63;665.0;18.42;4.22;4.22;474.0;;13276.0;32696.0;45972.0;5409.0;;154468.0;2742.0;3445.0;327.0;3772.0;58401.0;;;64915.0;335679.0;5455.0;;537.0;;;54098.0;400.0;18.0;;54516.0;299377.0;;247.0;2134.0;11249.0;1021.0;9028.0;268541.0;2222.0;270764.0;;2090.0;269.0;;;3242.0;;;;8713.0;2569.0;-375.0;81.0;-40674.0;39096.0;-227.0;-527881.0;;-3389.0;-586.0;526566.0;4.0;4469.0;3572.0;;0.0;26596.27;4898.22;18265.02;1372.2;878.6;55484.39;474.0;0.0;0.0;3930.7;12611940.0;25.5;298836.0;2322732.0;22.9;18.4;228720860.0;60109055.0;26310677.0;2.6;3.3;8.8;72.0;51.0;0.001
2013.0;11164.0;;7947.0;2374.0;2414.0;1713.0;498.0;213748.0;280167.0;;253293.0;24788.0;-990.0;3056.0;-1158.0;912.0;-1393.0;;;7493.0;11.0;7482.0;7292.0;190.0;;;11329.0;5387.0;288.0;71.18;21.26;40.0;21.62;560.0;15.34;3.44;3.44;498.0;;16044.0;30244.0;46288.0;4380.0;;163080.0;2893.0;3452.0;352.0;3804.0;59722.0;;;66419.0;346586.0;4369.0;;658.0;;;53941.0;506.0;13.0;;54460.0;307753.0;;247.0;2134.0;12775.0;605.0;9028.0;278082.0;2085.0;280167.0;;1713.0;288.0;;;-6381.0;;;;2463.0;3391.0;-404.0;347.0;-25983.0;29159.0;-202.0;-29246.0;;;-382.0;28469.0;4.0;5419.0;4507.0;;0.0;24896.6;3819.0;-3106.74;851.01;899.97;55279.08;498.0;0.0;0.0;2250.8;12404676.0;21.3;319730.0;1902808.0;23.2;15.3;237497924.0;59934276.0;27542673.0;2.1;2.8;6.9;77.7;-27.4;0.001
2014.0;11566.0;;7499.0;2389.0;2581.0;1873.0;474.0;232640.0;304220.0;;276756.0;26266.0;-1873.0;865.0;618.0;-375.0;-2093.0;;;7728.0;11.0;7717.0;7511.0;207.0;;;10854.0;4744.0;282.0;64.84;20.66;191.0;22.31;601.0;16.19;3.78;3.78;474.0;;19703.0;28276.0;47979.0;6094.0;;178567.0;2833.0;3442.0;295.0;3738.0;65010.0;;;71580.0;375799.0;6086.0;;673.0;;;56096.0;375.0;9.0;;56480.0;333236.0;;247.0;2134.0;14283.0;574.0;9028.0;303022.0;1198.0;304220.0;;1873.0;282.0;;;-6397.0;;;;7922.0;2370.0;-221.0;;-31724.0;32069.0;683.0;-35657.0;;;-360.0;36635.0;15.0;5044.0;5419.0;;0.0;27101.44;4388.68;-4904.6;843.09;516.9;61543.91;474.0;0.0;0.0;1880.6;12851494.0;20.7;312966.0;2081110.0;23.3;16.2;258488881.0;62329091.0;29184099.0;1.8;2.4;7.1;80.8;-17.2;0.001
2015.0;12094.0;;7000.0;2676.0;2827.0;2130.0;474.0;258113.0;333486.0;;304857.0;27756.0;2673.0;-4760.0;1181.0;-897.0;2442.0;;;8001.0;12.0;7989.0;7759.0;230.0;;;10017.0;3993.0;251.0;57.88;22.12;151.0;23.37;625.0;17.62;4.31;4.31;474.0;;20915.0;30569.0;51484.0;7465.0;;199164.0;2735.0;3493.0;354.0;3847.0;68790.0;;;75372.0;408858.0;7682.0;;558.0;;;59334.0;468.0;10.0;;59812.0;364669.0;;247.0;2134.0;15920.0;274.0;9181.0;332613.0;873.0;333486.0;;2130.0;251.0;;;-2162.0;;;;20081.0;2454.0;-232.0;-147.0;-35101.0;30642.0;-42.0;-13367.0;;;-492.0;15040.0;8.0;4147.0;5044.0;;0.0;28338.65;4991.93;5720.87;1151.75;542.98;65035.18;474.0;0.0;0.0;3090.3;13438176.0;22.1;278882.0;2367171.0;22.1;17.6;286792497.0;65927172.0;30839655.0;1.6;2.0;7.7;76.9;20.1;0.001
2016.0;11472.0;;6300.0;2642.0;2695.0;2359.0;474.0;255319.0;336328.0;;309345.0;26443.0;3228.0;-6455.0;4118.0;871.0;2938.0;;;7733.0;12.0;7721.0;7472.0;249.0;;;9551.0;3426.0;221.0;54.91;23.03;53.0;23.49;294.0;20.56;4.88;4.88;474.0;;17296.0;32013.0;49309.0;5685.0;;200324.0;2674.0;3292.0;300.0;3593.0;74743.0;;;81010.0;417338.0;6170.0;;520.0;;;62108.0;471.0;9.0;;62588.0;371933.0;;233.0;2015.0;15844.0;-87.0;8438.0;335788.0;540.0;336328.0;;2359.0;221.0;;;-2235.0;;;;13330.0;2883.0;-290.0;-4.0;-32586.0;26500.0;-151.0;-10395.0;;-957.0;-569.0;16038.0;-19.0;4788.0;3916.0;;0.0;28461.36;5851.5;7288.53;1411.02;719.02;65604.65;474.0;0.0;0.0;4026.9;13496363.0;23.0;259941.0;2774778.0;10.9;20.6;300374769.0;73068104.0;31109698.0;1.6;1.8;8.9;75.9;51.9;0.001
2017.0;13677.0;;7472.0;3587.0;3557.0;2734.0;474.0;299118.0;399448.0;33836.0;367869.0;30752.0;957.0;-10029.0;9682.0;566.0;707.0;;;8869.0;13.0;8855.0;8601.0;255.0;;;11055.0;3706.0;237.0;54.64;26.23;-30.0;26.01;795.0;19.99;5.73;5.73;474.0;;22326.0;39464.0;61790.0;7445.0;;229884.0;2831.0;3669.0;334.0;4003.0;93496.0;;;100330.0;499779.0;7987.0;25849.0;649.0;;;77757.0;490.0;9.0;;78256.0;412290.0;;257.0;2222.0;19481.0;-496.0;9289.0;398621.0;828.0;399448.0;;2734.0;237.0;;;-5713.0;;;;8003.0;3699.0;-250.0;78.0;-39489.0;29609.0;-82.0;-11734.0;;;-662.0;22077.0;-43.0;5844.0;5278.0;;0.0;30781.42;6152.97;1591.93;1490.02;561.88;69209.55;474.0;0.0;0.0;3429.3;14596537.0;26.2;253344.0;2917735.0;22.3;20.0;283118746.0;82985080.0;32819139.0;1.5;1.8;8.9;75.8;93.6;0.001
2018.0;14271.0;;8728.0;;4011.0;2835.0;474.0;306468.0;412721.0;;379808.0;32082.0;-5676.0;-4950.0;12398.0;1745.0;-5945.0;;;;;8241.0;7982.0;258.0;20.0;;12188.0;4483.0;271.0;61.16;;;28.11;1139.0;19.86;5.91;5.91;474.0;;16614.0;34406.0;51020.0;8628.0;;246820.0;2697.0;3505.0;374.0;3879.0;99677.0;;;106254.0;518975.0;8754.0;;878.0;;;86249.0;331.0;20.0;;86599.0;466408.0;;246.0;2129.0;20618.0;-676.0;9765.0;411890.0;831.0;412721.0;;2835.0;271.0;;;-11331.0;;;;18278.0;2550.0;-269.0;-4.0;-32704.0;28355.0;-468.0;-13191.0;;-136.0;-642.0;26367.0;-28.0;7345.0;5601.0;;0.0;33553.07;6664.69;-13977.2;1508.93;633.58;75426.36;474.0;0.0;0.0;3677.6;15892380.0;;301916.0;3156722.0;28.4;19.9;341278088.0;96045686.0;35725625.0;1.5;2.1;8.8;77.4;-13.1;0.001
2019.0;17793.0;;9802.0;;4253.0;2947.0;486.0;331850.0;478395.0;10376.0;442084.0;33928.0;6217.0;-19648.0;13751.0;346.0;5707.0;;;;;10744.0;10514.0;230.0;32.0;;13603.0;5169.0;586.0;55.09;;;23.9;1099.0;16.57;6.06;6.06;486.0;;25641.0;51424.0;77065.0;10441.0;;244344.0;3536.0;4062.0;752.0;4814.0;138196.0;;;146546.0;624941.0;10301.0;75.0;1068.0;;;90995.0;406.0;391.0;;91792.0;523500.0;956.0;313.0;2053.0;22105.0;-225.0;9682.0;476012.0;2384.0;478395.0;;2947.0;586.0;;;-472.0;;;;13710.0;3155.0;-510.0;-1946.0;-57759.0;40658.0;-366.0;-17451.0;;-385.0;-719.0;32306.0;25.0;7430.0;7084.0;;0.0;42251.34;6998.97;13551.15;1708.4;1211.87;80565.69;486.0;0.0;0.0;4586.3;20546225.0;;677152.0;3403497.0;25.8;16.6;371216862.0;105075191.0;39177946.0;1.5;1.9;8.7;75.6;19.3;0.001
2020.0;19215.0;;9514.0;;4378.0;3145.0;513.0;394571.0;557421.0;13484.0;514726.0;40588.0;-4061.0;-2787.0;7258.0;353.0;-4652.0;;;;;11273.0;11085.0;188.0;-257.0;;13607.0;4505.0;708.0;49.51;;;22.79;1157.0;16.37;6.13;6.13;513.0;;31826.0;53709.0;85535.0;13907.0;;295129.0;3675.0;4319.0;728.0;5048.0;154127.0;;;162850.0;720270.0;13418.0;66.0;997.0;;;97553.0;444.0;534.0;;98531.0;599774.0;547.0;333.0;2402.0;25583.0;-372.0;12643.0;555314.0;2107.0;557421.0;;3145.0;708.0;;;-10220.0;;;;19370.0;2306.0;-591.0;-67.0;-61014.0;58761.0;-209.0;-20530.0;149.0;-138.0;-892.0;28669.0;-57.0;8255.0;7901.0;;0.0;40651.19;6653.21;-9842.44;1887.76;1251.05;85867.91;513.0;0.0;0.0;7004.7;20863213.0;;768488.0;3414595.0;26.4;16.4;413775611.0;105921075.0;44069567.0;1.2;1.6;7.7;71.6;-18.9;0.001
2021.0;18381.0;;8703.0;;4696.0;3380.0;513.0;384320.0;545096.0;11845.0;503434.0;39772.0;9318.0;-10118.0;4173.0;3466.0;8570.0;;;;;10214.0;9977.0;236.0;-382.0;;12383.0;3326.0;759.0;47.35;;;25.55;1237.0;18.39;6.59;6.59;513.0;;24836.0;54529.0;79365.0;12973.0;;291983.0;4576.0;3928.0;820.0;4747.0;151452.0;;;160776.0;705872.0;11809.0;36.0;1157.0;;;95110.0;483.0;148.0;;95740.0;587330.0;515.0;304.0;2193.0;25685.0;-828.0;12417.0;543206.0;1890.0;545096.0;;3380.0;759.0;;;3016.0;;;;36716.0;2163.0;-749.0;;-42867.0;33619.0;-589.0;-20536.0;20.0;-0.0;-1025.0;25714.0;92.0;11004.0;7538.0;;0.0;42585.58;7831.37;19854.64;2374.71;1734.55;92145.04;513.0;0.0;0.0;7244.4;21855989.0;;902692.0;4019254.0;26.3;18.4;442895828.0;113091139.0;47291150.0;1.1;1.5;8.5;69.7;11.7;0.001
