;Revenue;Gross Profit;EBITDA;Operating Income;Income Before Tax;Net Income;Weighted Avg. Shares Outs. Dil.;Total Current Assets;Total Assets;Total Current Liabilities;Total Liabilities;Total Stockholders Equity;Cash Provided by Operating Activities;Cash Used for Investing Activities;Cash Used/Provided by Financing Activities;Net Change In Cash;Free Cash Flow;COGS;Gross Profit Ratio;Operating Expenses;R&D Expenses;Selling, G&A Exp.;General and Admin. Exp.;Selling and Marketing Exp;Other Expenses;COGS and Expenses;Interest Income;Interest Expense;Depreciation and Amortization;EBITDA ratio;Operating Income ratio;Total Other Income Exp.(Gains);Income Before Tax ratio;Income Tax Expense (Gain);Net Income Ratio;EPS;EPS Diluted;Weighted Avg. Shares Outs.;I_SEC Link;Cash and Cash Equivalents;Short-Term Investments;Cash & Short-Term Investments;Net Receivables;Inventory;Other Current Assets;PP&E;Goodwill;Intangible Assets;Goodwill and Intangible Assets;Investments;Tax Assets;Other Non-Current Assets;Total Non-Current Assets;Other Assets;Accounts Payable;Short-Term Debt;Tax Payable;Deferred Revenue;Other Current Liabilities;Long-Term Debt;Deferred Revenue;Deferred Tax Liabilities;Other Non-Current Liabilities;Total Non-Current Liabilities;Other Liabilities;Capital Lease Obligations;Preferred Stock;Common Stock;Retained Earnings;Other Compreh. Income(Loss);Other Total Stockhold. Equity;Total Liab.&Stockhold. Equity;Minority Interest;Total Liabilities & Equity;B_SEC Link;Net_Income;Depreciation_and_Amortization;Deferred_Income_Tax;Stock Based Compensation;Change in Working Capital;Accounts Receivable;Inventory;Accounts Payable;Other Working Capital;Other Non-Cash Items;CAPEX;Acquisitions Net;Purchases of Investments;Sales/Maturities of Investments;Other Investing Activities;Debt Repayment;Common Stock Issued;Common Stock Repurchased;Dividends Paid;Other Financing Activities;Effect of Forex Changes on Cash;Cash at the End of Period;Cash at the Beginning of Period;C_SEC Link;Dunno
2004.0;320.0;;208.0;;-20.0;111.0;41.0;12.0;2713.0;293.0;1711.0;845.0;78.0;10.0;-84.0;4.0;-408.0;;;245.0;;40.0;40.0;;205.0;245.0;;;105.0;65.07;;-95.0;-6.19;-8.0;34.59;2.17;2.16;41.0;;5.0;;5.0;25.0;;-18.0;2531.0;;;;5.0;;;;2701.0;130.0;;;;163.0;1515.0;;;60.0;1575.0;;;;0.0;-203.0;-4.0;1052.0;2556.0;157.0;2713.0;;111.0;105.0;;;24.0;-53.0;;-9.0;-281.0;-162.0;-485.0;;-5.0;426.0;75.0;-615.0;86.0;-321.0;-13.0;780.0;;5.0;1.0;;
2005.0;367.0;;208.0;;-54.0;87.0;42.0;17.0;96.0;369.0;2020.0;1044.0;49.0;-372.0;326.0;3.0;-871.0;;;299.0;;56.0;56.0;;244.0;299.0;;;133.0;56.69;;-122.0;-14.64;-12.0;23.73;1.8;1.8;42.0;;8.0;;8.0;34.0;;-25.0;2867.0;;79.0;79.0;44.0;;-2911.0;79.0;;168.0;;;;201.0;1756.0;;;57.0;1814.0;;;;0.0;-249.0;-6.0;1297.0;3064.0;-2968.0;96.0;;87.0;133.0;;;-71.0;-49.0;;24.0;-352.0;-100.0;-921.0;;-45.0;7.0;587.0;-409.0;56.0;-6.0;-146.0;831.0;;8.0;5.0;;
2006.0;396.0;;265.0;;-93.0;112.0;44.0;24.0;110.0;367.0;2049.0;1023.0;60.0;129.0;-181.0;8.0;-754.0;;;364.0;;77.0;77.0;;286.0;364.0;;;162.0;67.03;;-125.0;-23.52;-9.0;28.3;2.04;2.04;44.0;;16.0;;16.0;29.0;;-21.0;2870.0;;86.0;86.0;56.0;;-2926.0;86.0;;76.0;;;;290.0;1757.0;;;78.0;1835.0;;;;0.0;-285.0;-10.0;1318.0;3072.0;-2961.0;110.0;;112.0;162.0;;;9.0;-27.0;;6.0;-343.0;-224.0;-814.0;-13.0;-33.0;927.0;62.0;-1192.0;188.0;-374.0;-163.0;1361.0;;16.0;8.0;;
2007.0;435.0;;321.0;;-96.0;155.0;44.0;15.0;102.0;387.0;2184.0;924.0;93.0;127.0;-230.0;-10.0;-585.0;;;410.0;;92.0;92.0;;318.0;410.0;;;176.0;73.72;;-121.0;-22.03;-11.0;35.65;2.99;2.99;44.0;;6.0;;6.0;42.0;;-33.0;2854.0;;87.0;87.0;58.0;;-2912.0;87.0;;109.0;;;;278.0;1873.0;;;74.0;1947.0;;;;0.0;-282.0;-10.0;1215.0;3108.0;-3005.0;102.0;;155.0;176.0;;;-29.0;-30.0;;18.0;-372.0;-209.0;-677.0;-5.0;-37.0;823.0;23.0;-955.0;1.0;-119.0;-173.0;1017.0;;6.0;16.0;;
2008.0;526.0;262.0;326.0;;46.0;41.0;43.0;14.0;3224.0;200.0;2237.0;864.0;71.0;6.0;-80.0;-3.0;-512.0;265.0;49.74;246.0;;85.0;85.0;;161.0;510.0;4.0;112.0;185.0;61.92;;30.0;8.74;-12.0;7.83;0.5;0.5;43.0;;3.0;;3.0;10.0;;0.0;2884.0;;90.0;90.0;16.0;;220.0;3210.0;;129.0;;;;71.0;2037.0;;;1.0;2038.0;;;;0.0;-367.0;-20.0;1250.0;3101.0;123.0;3224.0;;41.0;185.0;;;186.0;-13.0;;-0.0;-186.0;-341.0;-583.0;;;69.0;521.0;-461.0;0.0;-5.0;-165.0;551.0;-0.0;3.0;6.0;;
2009.0;412.0;235.0;261.0;;-42.0;6.0;49.0;185.0;3205.0;132.0;2130.0;1009.0;142.0;5.0;33.0;180.0;142.0;177.0;57.15;185.0;;38.0;38.0;;147.0;362.0;3.0;115.0;165.0;63.33;;-92.0;-10.08;-25.0;1.39;-0.28;-0.28;49.0;;183.0;;183.0;2.0;;0.0;2725.0;;60.0;60.0;46.0;;188.0;3019.0;;81.0;;;;51.0;1998.0;;;;1998.0;;;;1.0;-384.0;-18.0;1411.0;3140.0;65.0;3205.0;;6.0;165.0;;;239.0;52.0;;;53.0;-268.0;;;-76.0;;81.0;-529.0;84.0;-1.0;-33.0;511.0;0.0;183.0;3.0;;
2010.0;289.0;193.0;51.0;;-93.0;-203.0;63.0;29.0;2750.0;67.0;1858.0;847.0;83.0;-10.0;-230.0;-157.0;-7.0;95.0;67.0;138.0;;27.0;27.0;;112.0;233.0;4.0;106.0;145.0;17.83;;-149.0;-32.34;3.0;-70.29;-3.53;-3.53;63.0;;26.0;;26.0;3.0;;0.0;2109.0;;;40.0;2.0;;570.0;2721.0;;;;;;67.0;1743.0;;;48.0;1791.0;;;;1.0;-607.0;-15.0;1468.0;2705.0;45.0;2750.0;;-203.0;145.0;;;-91.0;-2.0;;-9.0;-38.0;232.0;-90.0;;-1.0;;81.0;-429.0;50.0;-0.0;-20.0;169.0;0.0;26.0;183.0;;
2011.0;318.0;209.0;225.0;;-33.0;-7.0;81.0;13.0;2667.0;71.0;1594.0;1027.0;88.0;-4.0;-100.0;-16.0;-3.0;109.0;65.83;142.0;;21.0;21.0;;122.0;251.0;4.0;100.0;132.0;70.93;;-100.0;-10.51;0.0;-2.34;-0.34;-0.34;81.0;;10.0;;10.0;3.0;;;2425.0;;;38.0;2.0;;189.0;2653.0;;;;;;71.0;1479.0;;;43.0;1523.0;;;;1.0;-634.0;-12.0;1671.0;2621.0;46.0;2667.0;;-7.0;132.0;;;-20.0;-3.0;;-6.0;-58.0;-17.0;-91.0;;-0.0;;87.0;-925.0;203.0;-1.0;-15.0;639.0;-0.0;10.0;26.0;;
2012.0;327.0;222.0;223.0;;-17.0;-1.0;91.0;174.0;2609.0;81.0;1463.0;1103.0;136.0;-42.0;-99.0;-5.0;136.0;105.0;67.88;146.0;;25.0;25.0;;121.0;251.0;3.0;84.0;135.0;68.1;;-93.0;-5.2;6.0;-0.4;-0.24;-0.24;91.0;;5.0;;5.0;59.0;7.0;103.0;;;;;1.0;;2434.0;2435.0;;81.0;;;;;1336.0;31.0;;16.0;1382.0;;;;1.0;-658.0;-7.0;1766.0;2567.0;42.0;2609.0;;-1.0;135.0;;;151.0;0.0;;11.0;93.0;-148.0;;-0.0;;;-42.0;-595.0;135.0;-53.0;-23.0;437.0;0.0;5.0;10.0;;
2013.0;328.0;221.0;239.0;;5.0;40.0;107.0;184.0;2598.0;86.0;1426.0;1127.0;126.0;-61.0;-62.0;3.0;126.0;107.0;67.28;134.0;;23.0;23.0;;111.0;242.0;2.0;74.0;125.0;72.68;;-82.0;1.4;-0.0;12.28;0.24;0.24;107.0;;8.0;;8.0;62.0;;114.0;;;;;1.0;;2413.0;2414.0;;75.0;;;;10.0;1297.0;30.0;;14.0;1341.0;;;;1.0;-670.0;-3.0;1799.0;2553.0;44.0;2598.0;;40.0;125.0;;;6.0;-8.0;;-6.0;98.0;-45.0;;-0.0;;;-61.0;-413.0;174.0;-153.0;-38.0;368.0;-0.0;8.0;5.0;;
2014.0;345.0;230.0;245.0;;20.0;49.0;110.0;142.0;2582.0;92.0;1491.0;1049.0;137.0;-69.0;-66.0;2.0;137.0;114.0;66.77;135.0;;23.0;23.0;;112.0;250.0;2.0;72.0;124.0;71.16;;-75.0;5.81;0.0;14.25;0.42;0.42;110.0;;10.0;;10.0;65.0;;67.0;;;;;0.0;;2440.0;2440.0;;80.0;;;;12.0;1350.0;37.0;;13.0;1399.0;;;;1.0;-671.0;-14.0;1732.0;2540.0;42.0;2582.0;;49.0;124.0;;;-48.0;-5.0;;0.0;50.0;13.0;;-0.0;;;-69.0;-493.0;;-80.0;-47.0;554.0;-0.0;10.0;8.0;;
2015.0;366.0;251.0;263.0;;77.0;74.0;111.0;167.0;2718.0;109.0;1603.0;1073.0;162.0;-197.0;29.0;-6.0;162.0;115.0;68.66;139.0;;25.0;25.0;;114.0;254.0;0.0;67.0;121.0;71.81;;-35.0;20.99;0.0;20.18;0.67;0.66;110.0;;4.0;;4.0;68.0;;95.0;;;;;;;2551.0;2551.0;;94.0;;;;15.0;1442.0;40.0;;12.0;1494.0;;;;1.0;-675.0;-10.0;1756.0;2676.0;42.0;2718.0;;74.0;121.0;;;9.0;-9.0;;6.0;59.0;-42.0;;-0.0;-12.0;;-185.0;-489.0;;-2.0;-56.0;576.0;-0.0;4.0;10.0;;
2016.0;378.0;266.0;306.0;;127.0;121.0;115.0;173.0;2793.0;108.0;1509.0;1241.0;173.0;-111.0;-56.0;6.0;173.0;112.0;70.29;144.0;;27.0;27.0;;117.0;256.0;;59.0;124.0;80.86;;5.0;33.54;1.0;32.07;1.05;1.05;115.0;;10.0;;10.0;72.0;;91.0;;;;;;;2620.0;2620.0;;84.0;;;;23.0;1347.0;43.0;;10.0;1401.0;;;;1.0;-642.0;-5.0;1887.0;2750.0;43.0;2793.0;;121.0;124.0;;;7.0;-6.0;;-6.0;65.0;-78.0;;;;;-111.0;-535.0;125.0;-5.0;-83.0;442.0;;10.0;4.0;;
2017.0;396.0;283.0;383.0;;209.0;201.0;119.0;205.0;2941.0;114.0;1465.0;1428.0;191.0;-96.0;-84.0;11.0;191.0;113.0;71.37;144.0;;28.0;28.0;;116.0;258.0;;57.0;123.0;96.66;;71.0;52.85;1.0;50.82;1.7;1.69;118.0;;21.0;;21.0;75.0;;108.0;;;;;;;2736.0;2736.0;;87.0;;;;27.0;1297.0;44.0;;10.0;1352.0;;;;1.0;-542.0;1.0;1967.0;2893.0;48.0;2941.0;;201.0;123.0;;;26.0;-11.0;;-0.0;91.0;-159.0;;;;;-96.0;-678.0;75.0;-2.0;-101.0;622.0;;21.0;10.0;;
2018.0;404.0;287.0;336.0;;168.0;163.0;124.0;228.0;3143.0;108.0;1463.0;1646.0;211.0;-223.0;17.0;4.0;211.0;117.0;71.07;144.0;;28.0;28.0;;116.0;261.0;;51.0;122.0;83.06;;25.0;41.47;-0.0;40.41;1.31;1.31;124.0;;43.0;;43.0;76.0;;108.0;;;;;23.0;;2892.0;2915.0;;79.0;;;;29.0;1298.0;48.0;;10.0;1355.0;;;;1.0;-491.0;4.0;2132.0;3108.0;34.0;3143.0;;163.0;122.0;;;29.0;-6.0;;3.0;120.0;-103.0;;-25.0;;;-198.0;-547.0;146.0;-6.0;-110.0;534.0;;50.0;46.0;;
2019.0;426.0;309.0;420.0;;231.0;239.0;127.0;422.0;3519.0;145.0;1721.0;1764.0;246.0;-205.0;62.0;102.0;246.0;117.0;72.63;150.0;;29.0;29.0;;121.0;266.0;;50.0;127.0;98.49;;71.0;54.24;3.0;56.05;1.89;1.88;126.0;;21.0;;21.0;86.0;;314.0;25.0;;;;18.0;;3054.0;3097.0;;115.0;;;;31.0;1484.0;58.0;;34.0;1575.0;;22.0;;1.0;-371.0;-7.0;2141.0;3485.0;34.0;3519.0;;239.0;127.0;;;156.0;-11.0;;22.0;277.0;-277.0;;-0.0;;;-205.0;-380.0;;;-117.0;560.0;;153.0;50.0;;
2020.0;448.0;329.0;387.0;;198.0;196.0;128.0;425.0;3792.0;154.0;1845.0;1903.0;241.0;-252.0;58.0;47.0;241.0;119.0;73.4;162.0;;33.0;33.0;;130.0;282.0;;51.0;138.0;86.48;;32.0;44.28;2.0;43.74;1.53;1.53;128.0;;162.0;;162.0;90.0;;173.0;25.0;;;;46.0;;3296.0;3367.0;;120.0;;;;34.0;1617.0;62.0;;11.0;1691.0;;23.0;;1.0;-306.0;-17.0;2225.0;3747.0;45.0;3792.0;;196.0;138.0;;;-6.0;5.0;;-3.0;271.0;-87.0;;-43.0;;;-209.0;-435.0;79.0;;-127.0;541.0;;200.0;153.0;;
2021.0;476.0;345.0;459.0;;282.0;271.0;130.0;319.0;4179.0;190.0;1931.0;2195.0;267.0;-417.0;9.0;-141.0;267.0;131.0;72.43;166.0;;35.0;35.0;;131.0;297.0;;44.0;139.0;96.38;;;59.25;5.0;56.9;2.09;2.09;130.0;;59.0;;59.0;104.0;;156.0;25.0;;;;36.0;;3799.0;3860.0;;153.0;;;;37.0;1633.0;99.0;;9.0;1740.0;;23.0;;1.0;-178.0;-4.0;;4126.0;54.0;4179.0;;271.0;139.0;;;14.0;-0.0;;14.0;;-157.0;;-2.0;;;-415.0;-274.0;146.0;;-140.0;277.0;;59.0;200.0;;
