;Revenue;Gross Profit;EBITDA;Operating Income;Income Before Tax;Net Income;Weighted Avg. Shares Outs. Dil.;Total Current Assets;Total Assets;Total Current Liabilities;Total Liabilities;Total Stockholders Equity;Cash Provided by Operating Activities;Cash Used for Investing Activities;Cash Used/Provided by Financing Activities;Net Change In Cash;Free Cash Flow;COGS;Gross Profit Ratio;Operating Expenses;R&D Expenses;Selling, G&A Exp.;General and Admin. Exp.;Selling and Marketing Exp;Other Expenses;COGS and Expenses;Interest Income;Interest Expense;Depreciation and Amortization;EBITDA ratio;Operating Income ratio;Total Other Income Exp.(Gains);Income Before Tax ratio;Income Tax Expense (Gain);Net Income Ratio;EPS;EPS Diluted;Weighted Avg. Shares Outs.;I_SEC Link;Cash and Cash Equivalents;Short-Term Investments;Cash & Short-Term Investments;Net Receivables;Inventory;Other Current Assets;PP&E;Goodwill;Intangible Assets;Goodwill and Intangible Assets;Investments;Tax Assets;Other Non-Current Assets;Total Non-Current Assets;Other Assets;Accounts Payable;Short-Term Debt;Tax Payable;Deferred Revenue;Other Current Liabilities;Long-Term Debt;Deferred Revenue;Deferred Tax Liabilities;Other Non-Current Liabilities;Total Non-Current Liabilities;Other Liabilities;Capital Lease Obligations;Preferred Stock;Common Stock;Retained Earnings;Other Compreh. Income(Loss);Other Total Stockhold. Equity;Total Liab.&Stockhold. Equity;Minority Interest;Total Liabilities & Equity;B_SEC Link;Net_Income;Depreciation_and_Amortization;Deferred_Income_Tax;Stock Based Compensation;Change in Working Capital;Accounts Receivable;Inventory;Accounts Payable;Other Working Capital;Other Non-Cash Items;CAPEX;Acquisitions Net;Purchases of Investments;Sales/Maturities of Investments;Other Investing Activities;Debt Repayment;Common Stock Issued;Common Stock Repurchased;Dividends Paid;Other Financing Activities;Effect of Forex Changes on Cash;Cash at the End of Period;Cash at the Beginning of Period;C_SEC Link;Dunno;Revenue per share;Earnings per share;FCF per share;Dividends per share;CAPEX per share;Book Value per sh.;Comm.Shares outs.;Avg. annual P/E ratio;P/E to S&P500;Avg. annual div. yield;Revenue (m);Operating margin;Depreciation (m);Net profit (m);Income tax rate;Net profit margin;Working capital (m);Long-term debt (m);Equity (m);ROIC;Return on capital;Return on equity;Plowback ratio;Div.&Repurch./FCF;Forex (ARS/USD)
2008.0;358.0;196.0;82.0;84.0;53.0;18.0;56.0;295.0;1477.0;245.0;691.0;636.0;106.0;-260.0;49.0;-106.0;-10.0;162.0;54.84;112.0;;;;;112.0;274.0;;;39.0;23.02;23.5;-31.0;14.84;26.0;5.06;0.33;0.33;56.0;;53.0;127.0;180.0;79.0;18.0;18.0;836.0;-24.0;3.0;-22.0;;;368.0;1182.0;;80.0;63.0;;;102.0;370.0;;;76.0;446.0;;;;191.0;18.0;164.0;262.0;1326.0;151.0;1477.0;;18.0;39.0;;;-16.0;;43.0;;2.0;65.0;-116.0;-138.0;-8.0;;1.0;;54.0;;-8.0;3.0;;128.0;234.0;;0.33;19.46;0.99;-0.53;0.44;6.28;34.54;56.0;10.3;0.5;4.3;1083.0;23.5;116.0;55.0;48.6;5.1;151.0;1118.0;1922.0;2.1;3.3;2.9;55.7;467.6;0.331
2009.0;321.0;188.0;185.0;78.0;56.0;42.0;59.0;235.0;1300.0;257.0;626.0;552.0;79.0;-117.0;-16.0;-53.0;5.0;134.0;58.34;110.0;;101.0;39.0;62.0;9.0;244.0;3.0;87.0;35.0;57.67;24.23;-22.0;17.5;21.0;13.0;0.71;0.71;59.0;;18.0;88.0;106.0;123.0;7.0;;717.0;-17.0;5.0;-12.0;264.0;;96.0;1065.0;;60.0;92.0;39.0;;104.0;309.0;;;60.0;369.0;;;;152.0;42.0;3.0;354.0;1178.0;122.0;1300.0;;42.0;35.0;;;-50.0;-32.0;20.0;-10.0;16.0;52.0;-74.0;;-42.0;;-1.0;-70.0;;;-6.0;60.0;;49.0;102.0;;0.26;20.82;2.71;0.29;0.4;4.81;35.75;59.0;2.1;0.0;7.0;1221.0;24.2;133.0;159.0;37.6;13.0;-83.0;1173.0;2096.0;10.2;12.8;7.6;85.2;137.2;0.263
2010.0;337.0;216.0;201.0;137.0;134.0;85.0;59.0;303.0;1433.0;341.0;678.0;611.0;61.0;-116.0;46.0;-9.0;18.0;121.0;64.08;78.0;;97.0;50.0;47.0;-18.0;199.0;5.0;37.0;41.0;59.65;40.79;-3.0;39.78;38.0;25.28;1.45;1.45;59.0;;18.0;66.0;84.0;153.0;66.0;;685.0;-18.0;14.0;-4.0;377.0;;72.0;1130.0;;80.0;155.0;26.0;;106.0;296.0;;;41.0;337.0;;;;217.0;115.0;4.0;274.0;1290.0;143.0;1433.0;;85.0;41.0;;;-75.0;-28.0;-7.0;6.0;-31.0;10.0;-43.0;-2.0;-70.0;0.0;-1.0;-59.0;;;-14.0;120.0;;38.0;47.0;;0.25;22.58;5.71;1.22;0.94;2.87;41.0;59.0;2.2;0.1;7.7;1323.0;40.8;160.0;335.0;28.2;25.3;-151.0;1165.0;2403.0;12.1;12.4;13.9;83.4;77.5;0.254
2011.0;351.0;205.0;188.0;142.0;108.0;69.0;59.0;254.0;1536.0;318.0;855.0;604.0;139.0;-181.0;82.0;39.0;118.0;146.0;58.34;62.0;;75.0;49.0;26.0;-12.0;208.0;5.0;56.0;37.0;53.51;40.6;-34.0;30.82;25.0;19.56;1.17;1.17;59.0;;41.0;51.0;92.0;61.0;64.0;38.0;828.0;-95.0;10.0;-84.0;473.0;;64.0;1282.0;;37.0;166.0;29.0;57.0;57.0;427.0;23.0;;87.0;538.0;;;;141.0;73.0;8.0;381.0;1459.0;77.0;1536.0;;69.0;37.0;;;-44.0;-27.0;14.0;-2.0;-29.0;77.0;-21.0;-104.0;-78.0;14.0;8.0;-38.0;;;-60.0;180.0;;76.0;37.0;;0.24;24.6;4.81;8.25;4.23;1.5;42.34;59.0;2.6;0.2;33.8;1442.0;40.6;154.0;282.0;23.5;19.6;-261.0;1757.0;2482.0;10.1;10.3;11.4;12.1;51.2;0.243
2012.0;346.0;225.0;181.0;162.0;88.0;62.0;59.0;213.0;1458.0;283.0;862.0;516.0;194.0;-89.0;-112.0;-6.0;165.0;122.0;64.89;62.0;;72.0;48.0;24.0;-10.0;184.0;62.0;62.0;35.0;52.4;46.86;-75.0;25.3;23.0;17.87;1.06;1.06;59.0;;57.0;27.0;84.0;99.0;29.0;;733.0;-80.0;13.0;-67.0;512.0;;67.0;1245.0;;32.0;127.0;36.0;50.0;73.0;456.0;25.0;;98.0;579.0;;;;128.0;14.0;18.0;356.0;1378.0;80.0;1458.0;;62.0;35.0;;;-8.0;-16.0;41.0;3.0;-35.0;105.0;-30.0;-2.0;-53.0;;-4.0;-103.0;;-5.0;-59.0;55.0;;63.0;69.0;;0.22;26.74;4.78;12.71;4.56;2.28;39.84;59.0;1.7;0.1;55.9;1567.0;46.9;159.0;280.0;25.9;17.9;-317.0;2066.0;2335.0;9.9;10.6;12.0;4.5;39.0;0.221
2013.0;406.0;204.0;169.0;200.0;80.0;44.0;59.0;341.0;1546.0;298.0;964.0;510.0;160.0;-9.0;-57.0;100.0;158.0;202.0;50.27;58.0;;56.0;36.0;20.0;2.0;260.0;7.0;60.0;41.0;41.72;49.18;-120.0;19.66;25.0;10.92;0.75;0.75;59.0;;148.0;45.0;193.0;134.0;5.0;9.0;39.0;11.0;4.0;15.0;311.0;16.0;823.0;1204.0;;80.0;143.0;28.0;0.0;74.0;543.0;;75.0;49.0;666.0;;0.0;;130.0;44.0;192.0;143.0;1474.0;71.0;1546.0;;44.0;41.0;25.0;1.0;26.0;;1.0;;-1.0;23.0;-3.0;-39.0;-52.0;100.0;-15.0;-66.0;;-2.0;-73.0;84.0;5.0;148.0;48.0;;0.19;37.31;4.07;14.49;6.68;0.24;46.84;59.0;2.3;0.1;72.5;2187.0;49.2;220.0;239.0;30.9;10.9;234.0;2923.0;2746.0;7.6;8.7;8.7;-64.1;47.4;0.186
2014.0;350.0;183.0;-19.0;152.0;-110.0;-97.0;58.0;364.0;1206.0;297.0;892.0;247.0;126.0;-113.0;-73.0;-23.0;121.0;167.0;52.39;54.0;;54.0;37.0;18.0;-1.0;220.0;9.0;58.0;28.0;-5.43;43.48;-262.0;-31.49;-8.0;-27.64;-1.66;-1.66;58.0;;75.0;29.0;104.0;82.0;3.0;175.0;27.0;1.0;15.0;15.0;312.0;45.0;443.0;842.0;;58.0;91.0;15.0;0.0;148.0;462.0;;43.0;89.0;594.0;;0.0;;86.0;-97.0;168.0;90.0;1139.0;67.0;1206.0;;-97.0;28.0;-8.0;5.0;-8.0;;1.0;;-0.0;205.0;-4.0;-139.0;-189.0;203.0;15.0;-114.0;;-5.0;-14.0;60.0;37.0;75.0;98.0;;0.12;48.77;-13.48;16.92;2.01;0.6;34.42;58.0;-1.0;-0.1;14.5;2845.0;43.5;226.0;-786.0;7.2;-27.6;540.0;3756.0;2008.0;-5.2;-4.1;-39.2;114.9;;0.123
2015.0;374.0;208.0;137.0;276.0;61.0;-5.0;59.0;209.0;1058.0;295.0;810.0;207.0;92.0;29.0;-153.0;-26.0;86.0;166.0;55.61;63.0;;62.0;41.0;21.0;1.0;229.0;7.0;69.0;19.0;36.74;73.92;-215.0;16.41;54.0;-1.21;-0.08;-0.08;58.0;;41.0;32.0;74.0;117.0;3.0;16.0;27.0;1.0;13.0;14.0;338.0;6.0;465.0;849.0;;66.0;136.0;24.0;0.0;93.0;411.0;;6.0;98.0;515.0;;0.0;;77.0;-4.0;51.0;84.0;1017.0;41.0;1058.0;;-5.0;19.0;54.0;2.0;-17.0;;-1.0;;-0.0;38.0;-6.0;-135.0;-322.0;257.0;234.0;-106.0;;-12.0;-33.0;-2.0;7.0;41.0;67.0;;0.11;58.54;-0.71;13.44;5.12;0.9;32.38;58.0;-23.5;-1.2;30.7;3403.0;73.9;175.0;-41.0;87.5;-1.2;-783.0;3736.0;1882.0;2.1;11.6;-2.2;821.7;;0.11
2016.0;2171.0;676.0;301.0;228.0;-76.0;-46.0;58.0;2841.0;10564.0;2897.0;9667.0;74.0;275.0;545.0;-264.0;896.0;196.0;1495.0;31.14;526.0;;524.0;128.0;395.0;2.0;2021.0;51.0;158.0;179.0;13.87;10.5;-304.0;-3.49;10.0;-2.12;-0.79;-0.79;58.0;;921.0;725.0;1646.0;884.0;232.0;80.0;1598.0;147.0;634.0;782.0;1449.0;42.0;3852.0;7723.0;;1070.0;1478.0;60.0;;348.0;6025.0;;507.0;238.0;6770.0;;;;46.0;-83.0;57.0;54.0;9741.0;823.0;10564.0;;-46.0;179.0;10.0;3.0;-25.0;;5.0;;-10.0;154.0;-79.0;598.0;-791.0;794.0;14.0;-923.0;;;-7.0;666.0;340.0;921.0;25.0;;0.07;560.99;-11.9;50.63;1.82;20.43;19.14;58.0;-1.3;-0.1;11.5;32675.0;10.5;2694.0;-693.0;-13.1;-2.1;-837.0;90680.0;1115.0;2.0;1.3;-62.2;115.3;;0.066
2017.0;4458.0;1361.0;1030.0;574.0;308.0;182.0;59.0;3936.0;13898.0;2791.0;11053.0;1554.0;544.0;-124.0;92.0;660.0;356.0;3096.0;30.54;1049.0;;997.0;189.0;808.0;52.0;4145.0;51.0;389.0;283.0;23.1;12.88;-266.0;6.9;175.0;4.09;3.13;3.1;58.0;;1494.0;859.0;2352.0;1006.0;331.0;246.0;1629.0;167.0;578.0;744.0;955.0;17.0;6616.0;9962.0;;1085.0;1198.0;79.0;;508.0;6580.0;;1384.0;298.0;8262.0;;;;42.0;1160.0;304.0;49.0;12607.0;1290.0;13898.0;;182.0;283.0;175.0;6.0;-17.0;;15.0;;-13.0;-85.0;-188.0;-35.0;-287.0;275.0;81.0;-1209.0;;;-151.0;1453.0;157.0;1494.0;833.0;;0.06;1273.44;52.02;101.79;43.13;53.74;444.05;58.0;0.5;0.0;174.5;74172.0;12.9;4715.0;3030.0;57.0;4.1;19058.0;109489.0;25864.0;3.3;5.9;11.7;17.1;42.4;0.06
2018.0;1141.0;464.0;907.0;970.0;300.0;517.0;59.0;3312.0;11581.0;1613.0;9010.0;1291.0;495.0;-399.0;-133.0;430.0;408.0;677.0;40.68;297.0;;267.0;106.0;161.0;30.0;974.0;26.0;265.0;129.0;79.45;84.97;-670.0;26.27;-4.0;45.34;8.88;8.82;58.0;;1287.0;1034.0;2321.0;529.0;133.0;328.0;462.0;106.0;318.0;424.0;1178.0;13.0;6192.0;8269.0;;504.0;882.0;18.0;;226.0;6244.0;;904.0;249.0;7397.0;;;;24.0;1066.0;173.0;28.0;10301.0;1280.0;11581.0;;517.0;129.0;-4.0;1.0;42.0;;16.0;;-7.0;-190.0;-86.0;0.0;-759.0;708.0;-284.0;-620.0;;;-48.0;534.0;480.0;1287.0;857.0;;0.03;568.08;257.58;203.16;23.9;43.02;642.47;58.0;0.1;0.0;120.3;33088.0;85.0;3737.0;15003.0;-1.4;45.3;49262.0;181046.0;37421.0;9.1;7.6;40.1;90.7;11.8;0.034
2019.0;1399.0;410.0;-105.0;-284.0;-683.0;-603.0;58.0;3326.0;11173.0;1741.0;9153.0;755.0;445.0;184.0;-457.0;57.0;276.0;989.0;29.3;400.0;;346.0;141.0;206.0;54.0;1389.0;31.0;361.0;177.0;-7.5;-20.32;-399.0;-48.84;-40.0;-43.12;-10.35;-10.35;58.0;;1424.0;1033.0;2457.0;540.0;36.0;293.0;525.0;108.0;314.0;422.0;898.0;9.0;5992.0;7847.0;;437.0;1071.0;8.0;;233.0;6286.0;;866.0;260.0;7412.0;;;;232.0;-1002.0;1284.0;241.0;9908.0;1265.0;11173.0;;-603.0;177.0;-40.0;1.0;23.0;;28.0;;-10.0;888.0;-170.0;136.0;-722.0;992.0;-118.0;-1067.0;;;;609.0;-111.0;1424.0;1367.0;;0.02;1019.99;-439.78;201.2;;123.63;550.69;58.0;-0.0;-0.0;;59410.0;-20.3;7503.0;-25615.0;5.8;-43.1;67317.0;267024.0;32075.0;-3.2;-2.8;-79.9;100.0;;0.024
2020.0;1359.0;477.0;819.0;544.0;178.0;202.0;59.0;2919.0;8900.0;2035.0;7159.0;811.0;441.0;577.0;-1080.0;56.0;315.0;883.0;35.06;336.0;;299.0;104.0;195.0;37.0;1218.0;23.0;289.0;231.0;60.27;40.02;-366.0;13.06;97.0;14.87;3.47;3.45;58.0;;1282.0;324.0;1606.0;531.0;99.0;683.0;817.0;80.0;314.0;394.0;1106.0;9.0;3655.0;5981.0;;421.0;1181.0;9.0;;433.0;4416.0;;625.0;84.0;5125.0;;259.0;;200.0;179.0;224.0;208.0;7970.0;930.0;8900.0;;202.0;231.0;97.0;3.0;27.0;;15.0;;-39.0;-119.0;-127.0;104.0;-203.0;540.0;205.0;-1155.0;;;;75.0;124.0;1282.0;1227.0;;0.01;1644.64;244.64;380.56;;153.61;980.8;58.0;0.0;0.0;;95793.0;40.0;16268.0;14249.0;54.9;14.9;62333.0;311194.0;57127.0;4.5;7.4;24.9;100.0;;0.014
2021.0;136.0;67.0;-12.0;-62.0;-73.0;-313.0;59.0;145.0;2328.0;231.0;1464.0;646.0;15.0;709.0;-510.0;-1398.0;11.0;69.0;49.42;47.0;;41.0;25.0;16.0;6.0;116.0;5.0;68.0;7.0;-8.54;-45.84;-11.0;-53.9;226.0;-230.61;-5.31;-5.31;59.0;;20.0;33.0;53.0;90.0;2.0;;52.0;1.0;24.0;25.0;140.0;5.0;1961.0;2183.0;;53.0;162.0;10.0;;16.0;497.0;;718.0;17.0;1232.0;;9.0;;222.0;-298.0;450.0;272.0;2110.0;218.0;2328.0;;-313.0;7.0;226.0;;-11.0;;-0.0;;-1.0;106.0;-4.0;-0.0;-111.0;174.0;650.0;-470.0;43.0;;;-84.0;-94.0;20.0;1418.0;;0.01;220.71;-509.0;18.66;;6.11;1051.56;59.0;-0.0;-0.0;;12978.0;-45.8;642.0;-29929.0;-309.8;-230.6;-8215.0;47576.0;61832.0;-4.0;-0.9;-48.4;100.0;;0.01
