;Revenue;Gross Profit;EBITDA;Operating Income;Income Before Tax;Net Income;Weighted Avg. Shares Outs. Dil.;Total Current Assets;Total Assets;Total Current Liabilities;Total Liabilities;Total Stockholders Equity;Cash Provided by Operating Activities;Cash Used for Investing Activities;Cash Used/Provided by Financing Activities;Net Change In Cash;Free Cash Flow;COGS;Gross Profit Ratio;Operating Expenses;R&D Expenses;Selling, G&A Exp.;General and Admin. Exp.;Selling and Marketing Exp;Other Expenses;COGS and Expenses;Interest Income;Interest Expense;Depreciation and Amortization;EBITDA ratio;Operating Income ratio;Total Other Income Exp.(Gains);Income Before Tax ratio;Income Tax Expense (Gain);Net Income Ratio;EPS;EPS Diluted;Weighted Avg. Shares Outs.;I_SEC Link;Cash and Cash Equivalents;Short-Term Investments;Cash & Short-Term Investments;Net Receivables;Inventory;Other Current Assets;PP&E;Goodwill;Intangible Assets;Goodwill and Intangible Assets;Investments;Tax Assets;Other Non-Current Assets;Total Non-Current Assets;Other Assets;Accounts Payable;Short-Term Debt;Tax Payable;Deferred Revenue;Other Current Liabilities;Long-Term Debt;Deferred Revenue;Deferred Tax Liabilities;Other Non-Current Liabilities;Total Non-Current Liabilities;Other Liabilities;Capital Lease Obligations;Preferred Stock;Common Stock;Retained Earnings;Other Compreh. Income(Loss);Other Total Stockhold. Equity;Total Liab.&Stockhold. Equity;Minority Interest;Total Liabilities & Equity;B_SEC Link;Net_Income;Depreciation_and_Amortization;Deferred_Income_Tax;Stock Based Compensation;Change in Working Capital;Accounts Receivable;Inventory;Accounts Payable;Other Working Capital;Other Non-Cash Items;CAPEX;Acquisitions Net;Purchases of Investments;Sales/Maturities of Investments;Other Investing Activities;Debt Repayment;Common Stock Issued;Common Stock Repurchased;Dividends Paid;Other Financing Activities;Effect of Forex Changes on Cash;Cash at the End of Period;Cash at the Beginning of Period;C_SEC Link;Dunno;Revenue per share;Earnings per share;FCF per share;Dividends per share;CAPEX per share;Book Value per sh.;Comm.Shares outs.;Avg. annual P/E ratio;P/E to S&P500;Avg. annual div. yield;Revenue (m);Operating margin;Depreciation (m);Net profit (m);Income tax rate;Net profit margin;Working capital (m);Long-term debt (m);Equity (m);ROIC;Return on capital;Return on equity;Plowback ratio;Div.&Repurch./FCF;Forex (MXN/USD)
2004.0;250.0;83.0;41.0;20.0;-65.0;-102.0;11.0;2213.0;2346.0;1169.0;1711.0;-49.0;-2.0;-14.0;-3.0;-19.0;-17.0;168.0;33.06;247.0;;;;;247.0;414.0;;89.0;10.0;16.36;7.83;-85.0;-26.16;44.0;-40.86;-8.98;-8.98;11.0;;46.0;;46.0;77.0;5.0;2085.0;80.0;;4.0;4.0;15.0;24.0;9.0;133.0;;24.0;26.0;;;1118.0;468.0;;;73.0;542.0;;;;121.0;-162.0;-18.0;10.0;1662.0;684.0;2346.0;;-102.0;10.0;44.0;;49.0;-22.0;-0.0;74.0;-19.0;-3.0;-15.0;;;;1.0;-2.0;;;;-1.0;;46.0;65.0;;0.09;;;;;;;;;;;;;;;;;;;;;;;;;
2005.0;306.0;94.0;222.0;4.0;-85.0;175.0;11.0;470.0;792.0;107.0;656.0;119.0;-355.0;437.0;-75.0;7.0;-462.0;213.0;30.58;302.0;;;;;302.0;515.0;;96.0;13.0;72.59;1.33;-89.0;-27.88;-62.0;57.24;15.02;15.02;11.0;;53.0;;53.0;63.0;4.0;351.0;166.0;;9.0;9.0;7.0;83.0;56.0;322.0;;23.0;36.0;;;49.0;524.0;;;24.0;549.0;;;;121.0;5.0;1.0;-8.0;775.0;17.0;792.0;;175.0;13.0;;;-298.0;10.0;1.0;46.0;-339.0;-246.0;-107.0;-38.0;;;582.0;-0.0;;;;-75.0;;53.0;46.0;;0.09;;;;;;;;;;;;;;;;;;;;;;;;;
2006.0;248.0;96.0;119.0;-13.0;-69.0;70.0;11.0;169.0;635.0;103.0;444.0;183.0;334.0;-103.0;-262.0;-31.0;180.0;152.0;38.68;240.0;;;;;240.0;392.0;5.0;60.0;17.0;48.02;-5.21;-56.0;-27.71;-28.0;28.38;6.13;6.13;11.0;;22.0;;22.0;102.0;5.0;39.0;283.0;10.0;9.0;20.0;4.0;113.0;47.0;467.0;;20.0;28.0;;;55.0;141.0;;;200.0;341.0;;;;121.0;62.0;-19.0;18.0;627.0;9.0;635.0;;70.0;17.0;;;39.0;3.0;-1.0;3.0;37.0;208.0;-154.0;39.0;;;12.0;-443.0;;;;182.0;;22.0;53.0;;0.09;235.13;66.72;170.2;;146.25;173.09;11.0;0.3;0.0;;2679.0;-5.2;178.0;760.0;40.5;28.4;714.0;1526.0;1972.0;11.7;16.4;38.5;100.0;;0.093
2007.0;303.0;60.0;13.0;19.0;-29.0;-67.0;11.0;142.0;661.0;100.0;542.0;113.0;-1.0;-40.0;35.0;-7.0;-102.0;243.0;19.84;283.0;;;;;283.0;526.0;6.0;55.0;26.0;4.46;6.38;-48.0;-9.63;-1.0;-22.06;-5.87;-5.87;11.0;;15.0;;15.0;77.0;6.0;44.0;350.0;;38.0;38.0;5.0;116.0;10.0;519.0;;29.0;18.0;;;53.0;303.0;;;140.0;442.0;;;;121.0;-10.0;-20.0;22.0;655.0;6.0;661.0;;-67.0;26.0;;;1.0;-4.0;;5.0;;39.0;-101.0;53.0;;;7.0;;;-0.0;;35.0;;15.0;22.0;;0.09;289.96;-63.98;-97.57;;96.32;108.01;11.0;-0.2;-0.0;;3303.0;6.4;279.0;-729.0;2.9;-22.1;460.0;3303.0;1230.0;-2.1;-1.8;-59.2;100.0;;0.092
2008.0;363.0;211.0;213.0;20.0;96.0;75.0;11.0;260.0;1088.0;108.0;917.0;165.0;-51.0;-385.0;509.0;25.0;-452.0;152.0;58.26;200.0;;169.0;169.0;;31.0;352.0;13.0;83.0;35.0;58.76;5.48;76.0;26.32;20.0;20.65;6.67;6.67;11.0;;40.0;;40.0;80.0;8.0;132.0;688.0;;33.0;33.0;4.0;97.0;6.0;828.0;;33.0;21.0;;;54.0;680.0;;;129.0;809.0;;;;118.0;77.0;-18.0;-11.0;1082.0;6.0;1088.0;;75.0;35.0;;;-104.0;-7.0;-2.0;;-90.0;-56.0;-402.0;15.0;;;2.0;;;-2.0;;511.0;-48.0;40.0;15.0;;0.07;444.29;91.72;-553.81;;491.86;202.1;11.0;0.1;0.0;;4993.0;5.5;485.0;1031.0;21.0;20.6;2098.0;9360.0;2271.0;14.4;16.5;45.4;100.0;-0.5;0.073
2009.0;309.0;195.0;51.0;30.0;-95.0;-97.0;11.0;174.0;1003.0;96.0;884.0;113.0;124.0;-58.0;-91.0;-20.0;51.0;114.0;63.19;166.0;;123.0;123.0;;43.0;279.0;7.0;95.0;52.0;16.4;9.57;-124.0;-30.67;1.0;-31.47;-8.54;-8.54;11.0;;20.0;;20.0;80.0;9.0;66.0;689.0;10.0;15.0;26.0;4.0;97.0;14.0;830.0;;28.0;16.0;;;52.0;749.0;;;38.0;787.0;;;;159.0;-20.0;-18.0;-9.0;996.0;7.0;1003.0;;-97.0;52.0;;;58.0;2.0;-0.0;;62.0;112.0;-74.0;-0.0;;;16.0;;;;;-91.0;5.0;20.0;40.0;;0.08;354.61;-111.59;58.42;;84.46;129.41;11.0;-0.0;-0.0;;4035.0;9.6;674.0;-1270.0;-1.1;-31.5;1015.0;9793.0;1473.0;-0.1;-0.1;-86.2;100.0;;0.076
2010.0;305.0;204.0;65.0;35.0;-78.0;-80.0;20.0;212.0;1073.0;105.0;968.0;96.0;96.0;-23.0;-8.0;70.0;64.0;101.0;66.87;169.0;;111.0;111.0;;57.0;270.0;8.0;78.0;67.0;21.42;11.52;-113.0;-25.57;1.0;-26.38;-3.94;-3.94;20.0;;90.0;;90.0;58.0;10.0;54.0;760.0;10.0;13.0;24.0;;67.0;10.0;861.0;;23.0;24.0;;;58.0;834.0;;;29.0;864.0;1727.0;;;159.0;16.0;-26.0;-52.0;1064.0;9.0;1073.0;;-80.0;67.0;;;2.0;20.0;-1.0;;23.0;107.0;-32.0;4.0;;4.0;1.0;-60.0;;-0.0;;52.0;4.0;90.0;20.0;;0.08;184.6;-48.7;38.65;;19.42;58.0;20.0;-0.1;-0.0;;3766.0;11.5;826.0;-993.0;-1.0;-26.4;1326.0;10317.0;1183.0;-0.2;-0.1;-84.0;100.0;;0.081
2011.0;268.0;180.0;165.0;6.0;19.0;15.0;20.0;145.0;949.0;92.0;841.0;104.0;71.0;-18.0;-102.0;-53.0;56.0;89.0;67.02;160.0;;108.0;108.0;;51.0;248.0;4.0;84.0;63.0;61.34;2.24;13.0;7.25;3.0;5.65;0.75;0.75;20.0;;36.0;;36.0;56.0;10.0;42.0;716.0;;11.0;11.0;;67.0;10.0;805.0;;21.0;17.0;7.0;;54.0;733.0;;;16.0;749.0;;;;158.0;16.0;-40.0;-30.0;945.0;4.0;949.0;;15.0;63.0;;;4.0;3.0;-1.0;;25.0;-10.0;-15.0;-6.0;;;4.0;-109.0;;0.0;;7.0;-6.0;36.0;90.0;;0.07;183.37;10.36;38.34;;10.48;71.21;20.0;0.2;0.0;;3747.0;2.2;874.0;212.0;16.9;5.7;734.0;10237.0;1455.0;9.9;10.8;14.6;100.0;-0.2;0.072
2012.0;260.0;148.0;79.0;12.0;-60.0;-61.0;20.0;158.0;1007.0;123.0;956.0;47.0;71.0;-27.0;-44.0;-1.0;44.0;112.0;57.0;136.0;;82.0;82.0;;54.0;248.0;4.0;77.0;63.0;30.45;4.52;-72.0;-23.16;1.0;-23.58;-2.53;-2.53;20.0;;39.0;;39.0;60.0;10.0;49.0;756.0;;13.0;13.0;;73.0;7.0;849.0;;24.0;26.0;;;74.0;816.0;;;16.0;833.0;;;;173.0;17.0;-1.0;-141.0;1003.0;5.0;1007.0;;-61.0;63.0;;;11.0;2.0;1.0;;-1.0;59.0;-27.0;-4.0;;;5.0;-61.0;;;;17.0;-1.0;39.0;40.0;;0.08;163.18;-38.48;27.66;;17.19;29.32;20.0;-0.0;-0.0;;3335.0;4.5;805.0;-786.0;-1.1;-23.6;445.0;10491.0;599.0;1.9;1.6;-131.3;100.0;;0.078
2013.0;218.0;123.0;81.0;32.0;-37.0;-43.0;20.0;150.0;934.0;117.0;919.0;10.0;76.0;-16.0;-67.0;-7.0;53.0;94.0;56.58;96.0;;51.0;51.0;;45.0;191.0;3.0;72.0;51.0;37.4;14.7;-69.0;-17.02;0.0;-19.6;-2.15;-2.15;20.0;;31.0;;31.0;56.0;10.0;53.0;694.0;;12.0;12.0;;73.0;5.0;784.0;;19.0;49.0;8.0;;50.0;786.0;;;15.0;802.0;;;;170.0;-232.0;-22.0;94.0;929.0;5.0;934.0;;-43.0;51.0;;;-1.0;-14.0;-0.0;;2.0;68.0;-22.0;5.0;;;1.0;-67.0;;;;1.0;0.0;31.0;38.0;;0.08;138.9;-27.23;33.97;;14.23;6.67;20.0;-0.0;-0.0;;2839.0;14.7;670.0;-556.0;-1.0;-19.6;429.0;10254.0;136.0;3.7;3.2;-408.0;100.0;;0.077
2014.0;195.0;106.0;80.0;29.0;-32.0;-35.0;20.0;190.0;876.0;137.0;833.0;39.0;57.0;-8.0;-54.0;-5.0;41.0;88.0;54.61;101.0;;43.0;43.0;;58.0;190.0;2.0;51.0;64.0;41.11;15.01;-61.0;-16.26;0.0;-18.01;-1.83;-1.83;20.0;;23.0;;23.0;117.0;8.0;42.0;614.0;;9.0;9.0;3.0;55.0;5.0;686.0;;25.0;62.0;2.0;;49.0;683.0;;;14.0;696.0;;;;150.0;-212.0;-262.0;362.0;871.0;5.0;876.0;;-35.0;64.0;;;-6.0;-15.0;0.0;;3.0;34.0;-15.0;2.0;;;5.0;-62.0;;;;8.0;1.0;23.0;27.0;;0.07;140.47;-25.29;29.72;;11.12;27.86;20.0;-0.1;-0.0;;2871.0;15.0;937.0;-517.0;-1.0;-18.0;791.0;10070.0;569.0;2.3;1.9;-90.8;100.0;;0.068
2015.0;182.0;96.0;66.0;30.0;-15.0;-59.0;20.0;151.0;722.0;91.0;697.0;21.0;36.0;46.0;-68.0;18.0;30.0;86.0;52.48;77.0;;38.0;38.0;;39.0;163.0;1.0;42.0;43.0;36.54;16.24;-44.0;-8.13;41.0;-32.49;-2.97;-2.97;20.0;;61.0;;61.0;72.0;6.0;13.0;556.0;;9.0;9.0;;;6.0;571.0;;16.0;40.0;1.0;;35.0;581.0;;13.0;12.0;606.0;;;;129.0;-236.0;-30.0;158.0;718.0;4.0;722.0;;-59.0;43.0;42.0;;-29.0;-15.0;1.0;;-0.0;38.0;-6.0;48.0;;;4.0;-56.0;;;;-12.0;4.0;61.0;43.0;;0.06;153.1;-49.75;24.96;;4.99;17.93;20.0;-0.0;-0.0;;3129.0;16.2;747.0;-1017.0;-274.5;-32.5;1046.0;9996.0;366.0;13.7;3.2;-277.4;100.0;;0.058
2016.0;128.0;59.0;31.0;4.0;-37.0;-24.0;20.0;102.0;575.0;67.0;528.0;43.0;29.0;-4.0;-36.0;-7.0;22.0;68.0;46.57;58.0;;31.0;31.0;;27.0;126.0;1.0;38.0;30.0;24.1;3.43;-42.0;-29.28;-13.0;-19.19;-1.04;-1.04;20.0;;41.0;;41.0;53.0;5.0;4.0;461.0;;7.0;7.0;;;4.0;473.0;;9.0;36.0;1.0;;22.0;450.0;;4.0;8.0;462.0;;;;107.0;-205.0;-22.0;163.0;572.0;3.0;575.0;;-24.0;30.0;-18.0;;0.0;13.0;-0.0;;2.0;41.0;-8.0;;;;4.0;-42.0;;;;7.0;3.0;44.0;50.0;;0.05;129.55;-24.86;21.96;;7.93;43.9;20.0;-0.1;-0.0;;2647.0;3.4;631.0;-508.0;34.7;-19.2;734.0;9330.0;897.0;0.0;0.1;-56.6;100.0;;0.048
2017.0;125.0;-9.0;151.0;155.0;94.0;68.0;20.0;67.0;210.0;53.0;96.0;110.0;19.0;-11.0;-30.0;-22.0;15.0;134.0;-7.22;-2.0;;61.0;61.0;;-63.0;132.0;1.0;53.0;4.0;120.44;123.32;-61.0;74.9;26.0;53.86;3.26;3.26;20.0;;23.0;;23.0;40.0;3.0;1.0;133.0;;7.0;7.0;0.0;;2.0;143.0;;9.0;26.0;0.0;;19.0;20.0;;14.0;9.0;43.0;;;;113.0;-44.0;-18.0;59.0;206.0;4.0;210.0;;68.0;4.0;59.0;;1.0;-7.0;-2.0;;2.0;-112.0;-4.0;-7.0;;;0.0;-9.0;;;;-21.0;-1.0;23.0;46.0;;0.05;120.61;64.96;14.75;;3.93;105.7;20.0;0.0;0.0;;2465.0;123.3;85.0;1328.0;28.0;53.9;270.0;396.0;2160.0;69.1;71.1;61.5;100.0;;0.051
2018.0;77.0;-0.0;10.0;5.0;1.0;1.0;20.0;64.0;192.0;44.0;84.0;106.0;3.0;6.0;-16.0;-7.0;-2.0;78.0;-0.29;0.0;;11.0;11.0;;-11.0;78.0;0.0;4.0;4.0;12.61;6.45;-4.0;1.86;0.0;1.25;0.05;0.05;20.0;;14.0;;14.0;44.0;3.0;3.0;118.0;;7.0;7.0;0.0;;3.0;128.0;;13.0;11.0;1.0;;19.0;20.0;;12.0;9.0;40.0;;;;113.0;-41.0;-4.0;37.0;190.0;2.0;192.0;;1.0;4.0;;;-1.0;-5.0;0.0;;0.0;-2.0;-4.0;3.0;;;8.0;-20.0;;;;4.0;-0.0;14.0;21.0;;0.05;74.53;0.93;-1.53;;4.22;101.63;20.0;1.3;0.1;;1523.0;6.5;86.0;19.0;16.9;1.2;405.0;392.0;2077.0;3.1;2.9;0.9;100.0;;0.051
2019.0;78.0;-1.0;22.0;11.0;5.0;2.0;20.0;81.0;241.0;55.0;113.0;125.0;-2.0;30.0;-17.0;10.0;-5.0;79.0;-1.43;1.0;;9.0;9.0;;-8.0;80.0;0.0;7.0;10.0;28.65;14.42;-6.0;6.5;3.0;2.17;0.03;0.03;20.0;;25.0;;25.0;49.0;3.0;3.0;150.0;;8.0;8.0;;;2.0;160.0;;14.0;11.0;2.0;;31.0;34.0;;13.0;10.0;58.0;;31.0;;117.0;-30.0;25.0;13.0;239.0;2.0;241.0;;2.0;10.0;-1.0;;-6.0;-3.0;-0.0;;-1.0;-7.0;-3.0;32.0;;;1.0;-17.0;;;;-0.0;-0.0;25.0;15.0;;0.05;72.21;1.57;-4.32;;2.36;116.28;20.0;1.0;0.0;;1476.0;14.4;185.0;32.0;67.4;2.2;477.0;646.0;2376.0;2.2;5.3;1.3;100.0;;0.053
2020.0;60.0;-4.0;-9.0;-17.0;-21.0;-20.0;20.0;36.0;202.0;47.0;90.0;111.0;-11.0;1.0;-10.0;-19.0;-12.0;64.0;-5.95;1.0;;5.0;5.0;;-4.0;65.0;0.0;4.0;8.0;-15.18;-27.32;-5.0;-35.11;-1.0;-33.09;-0.98;-0.98;20.0;;5.0;;5.0;25.0;3.0;4.0;145.0;;8.0;8.0;;;14.0;166.0;;12.0;9.0;2.0;;26.0;18.0;;16.0;9.0;42.0;;18.0;;111.0;-48.0;-18.0;66.0;200.0;2.0;202.0;;-20.0;8.0;-2.0;;-3.0;4.0;0.0;;0.0;6.0;-1.0;2.0;;;0.0;-11.0;;;;0.0;2.0;5.0;24.0;;0.05;58.88;-19.48;-11.79;;1.39;107.94;20.0;-0.1;-0.0;;1203.0;-27.3;161.0;-398.0;4.6;-33.1;-221.0;351.0;2206.0;-10.8;-8.6;-18.0;100.0;;0.05
2021.0;66.0;3.0;-3.0;-10.0;-12.0;-11.0;80.0;70.0;185.0;64.0;96.0;89.0;-6.0;3.0;0.0;-3.0;-6.0;64.0;3.79;4.0;;4.0;4.0;;0.0;68.0;;3.0;6.0;-5.14;-14.38;-3.0;-18.73;-1.0;-16.78;-0.14;-0.14;80.0;;2.0;;2.0;37.0;;32.0;88.0;;;;;;27.0;115.0;;21.0;16.0;;;27.0;17.0;;10.0;5.0;32.0;;20.0;;;;;;185.0;;185.0;;-11.0;6.0;-1.0;;-5.0;;;;;6.0;;;;;3.0;-2.0;;;;3.0;0.0;4.0;7.0;;0.05;17.04;-2.86;-1.49;;;22.97;80.0;-0.3;-0.0;;1361.0;-14.4;117.0;-228.0;8.3;-16.8;130.0;351.0;1835.0;-6.9;-4.9;-12.4;100.0;;0.049
