;Revenue;Gross Profit;EBITDA;Operating Income;Income Before Tax;Net Income;Weighted Avg. Shares Outs. Dil.;Total Current Assets;Total Assets;Total Current Liabilities;Total Liabilities;Total Stockholders Equity;Cash Provided by Operating Activities;Cash Used for Investing Activities;Cash Used/Provided by Financing Activities;Net Change In Cash;Free Cash Flow;COGS;Gross Profit Ratio;Operating Expenses;R&D Expenses;Selling, G&A Exp.;General and Admin. Exp.;Selling and Marketing Exp;Other Expenses;COGS and Expenses;Interest Income;Interest Expense;Depreciation and Amortization;EBITDA ratio;Operating Income ratio;Total Other Income Exp.(Gains);Income Before Tax ratio;Income Tax Expense (Gain);Net Income Ratio;EPS;EPS Diluted;Weighted Avg. Shares Outs.;I_SEC Link;Cash and Cash Equivalents;Short-Term Investments;Cash & Short-Term Investments;Net Receivables;Inventory;Other Current Assets;PP&E;Goodwill;Intangible Assets;Goodwill and Intangible Assets;Investments;Tax Assets;Other Non-Current Assets;Total Non-Current Assets;Other Assets;Accounts Payable;Short-Term Debt;Tax Payable;Deferred Revenue;Other Current Liabilities;Long-Term Debt;Deferred Revenue;Deferred Tax Liabilities;Other Non-Current Liabilities;Total Non-Current Liabilities;Other Liabilities;Capital Lease Obligations;Preferred Stock;Common Stock;Retained Earnings;Other Compreh. Income(Loss);Other Total Stockhold. Equity;Total Liab.&Stockhold. Equity;Minority Interest;Total Liabilities & Equity;B_SEC Link;Net_Income;Depreciation_and_Amortization;Deferred_Income_Tax;Stock Based Compensation;Change in Working Capital;Accounts Receivable;Inventory;Accounts Payable;Other Working Capital;Other Non-Cash Items;CAPEX;Acquisitions Net;Purchases of Investments;Sales/Maturities of Investments;Other Investing Activities;Debt Repayment;Common Stock Issued;Common Stock Repurchased;Dividends Paid;Other Financing Activities;Effect of Forex Changes on Cash;Cash at the End of Period;Cash at the Beginning of Period;C_SEC Link;Dunno
1995.0;1101.0;18.0;-19.0;-22.0;-30.0;-28.0;4.0;330.0;539.0;294.0;431.0;106.0;25.0;-12.0;9.0;9.0;22.0;1083.0;1.61;40.0;;37.0;37.0;;3.0;1124.0;;9.0;3.0;-1.71;-2.03;-8.0;-2.74;-3.0;-2.51;-6.38;-6.38;4.0;;29.0;;29.0;181.0;15.0;105.0;13.0;;2.0;2.0;;;195.0;209.0;;197.0;6.0;;;91.0;84.0;;53.0;;137.0;;;;;52.0;-27.0;81.0;536.0;3.0;539.0;;-28.0;3.0;19.0;;7.0;;;;37.0;24.0;-2.0;;;;-10.0;;2.0;;-2.0;9.0;;;8.0;;
1996.0;1270.0;57.0;-57.0;-59.0;-70.0;-71.0;5.0;355.0;464.0;298.0;426.0;36.0;-24.0;-21.0;26.0;26.0;-26.0;1213.0;4.5;117.0;;114.0;114.0;;3.0;1330.0;;10.0;3.0;-4.51;-4.68;-10.0;-5.49;1.0;-5.56;-15.13;-15.13;5.0;;10.0;;10.0;224.0;38.0;84.0;11.0;;2.0;2.0;;;97.0;110.0;;183.0;16.0;;;98.0;97.0;;31.0;-0.0;128.0;;;;;-21.0;-23.0;79.0;462.0;3.0;464.0;;-71.0;3.0;-21.0;;20.0;;;;57.0;45.0;-2.0;;;;-19.0;;1.0;;;25.0;;;29.0;;
1997.0;1325.0;51.0;8.0;18.0;6.0;5.0;5.0;306.0;415.0;234.0;373.0;41.0;13.0;-6.0;15.0;15.0;11.0;1274.0;3.84;33.0;;31.0;31.0;;2.0;1306.0;;;2.0;0.63;1.38;-12.0;0.48;1.0;0.41;0.01;0.01;5.0;;31.0;;31.0;176.0;25.0;74.0;11.0;;2.0;2.0;;;97.0;109.0;;145.0;12.0;;;77.0;85.0;;24.0;30.0;139.0;;;;;-15.0;-19.0;76.0;414.0;1.0;415.0;;5.0;2.0;2.0;;15.0;;;;72.0;-12.0;-2.0;;;;-4.0;;29.0;;;-14.0;;;10.0;;
1998.0;1036.0;53.0;23.0;22.0;13.0;12.0;5.0;260.0;379.0;202.0;327.0;51.0;30.0;0.0;-15.0;-15.0;28.0;983.0;5.08;30.0;;29.0;29.0;;2.0;1014.0;;9.0;2.0;2.23;2.14;-9.0;1.24;1.0;1.13;1.08;1.08;5.0;;47.0;;47.0;134.0;10.0;69.0;10.0;;;;;;109.0;119.0;;128.0;3.0;;;71.0;76.0;;16.0;33.0;125.0;;;;;-4.0;-16.0;71.0;378.0;1.0;379.0;;12.0;2.0;;;-14.0;;;;58.0;31.0;-1.0;;;;2.0;;3.0;;;-17.0;;;31.0;;
1999.0;1020.0;54.0;-80.0;24.0;17.0;-84.0;5.0;262.0;276.0;214.0;274.0;1.0;28.0;-14.0;-3.0;12.0;26.0;966.0;5.29;30.0;;27.0;27.0;;3.0;996.0;;;3.0;-7.83;2.34;-7.0;1.65;0.0;-8.2;-16.04;-16.04;5.0;;58.0;;58.0;94.0;;110.0;10.0;;1.0;1.0;;;3.0;13.0;;84.0;32.0;;;98.0;41.0;;20.0;-0.0;61.0;;;;8.0;-87.0;-17.0;98.0;276.0;;276.0;;-84.0;3.0;;;-9.0;;;;48.0;117.0;-2.0;;;4.0;-16.0;;1.0;;;-4.0;;58.0;47.0;;
2000.0;1106.0;55.0;30.0;27.0;24.0;24.0;22.0;380.0;393.0;299.0;333.0;61.0;43.0;-33.0;-8.0;1.0;41.0;1051.0;4.93;27.0;;25.0;25.0;;2.0;1078.0;;4.0;2.0;2.76;2.47;-3.0;2.2;-0.0;2.21;1.13;1.13;22.0;;60.0;;60.0;189.0;;131.0;10.0;;;;;;4.0;14.0;;183.0;10.0;;;106.0;17.0;;16.0;;33.0;;;;23.0;-63.0;-18.0;119.0;393.0;;393.0;;24.0;2.0;;;32.0;;;;80.0;-16.0;-2.0;;;;-31.0;;37.0;;;-46.0;;60.0;58.0;;
2001.0;1553.0;58.0;32.0;30.0;27.0;26.0;25.0;402.0;417.0;308.0;338.0;79.0;2.0;-24.0;-9.0;-32.0;-2.0;1496.0;3.71;28.0;;28.0;28.0;;;1524.0;;2.0;3.0;2.05;1.9;-2.0;1.76;1.0;1.7;1.07;1.04;25.0;;28.0;;28.0;232.0;;141.0;12.0;;;;;;3.0;15.0;;218.0;10.0;;29.0;50.0;8.0;;22.0;;29.0;;;;23.0;-36.0;-19.0;112.0;417.0;;417.0;;26.0;3.0;;;13.0;;;;93.0;-40.0;-5.0;;;;-20.0;;0.0;;;-10.0;;28.0;60.0;;
2002.0;1085.0;59.0;29.0;26.0;24.0;23.0;23.0;382.0;402.0;266.0;316.0;87.0;-4.0;-1.0;-5.0;-10.0;-8.0;1026.0;5.41;33.0;;33.0;;;;1059.0;;1.0;3.0;2.63;2.39;-2.0;2.2;1.0;2.13;0.92;0.91;23.0;;47.0;;47.0;218.0;;117.0;14.0;;;;;;6.0;20.0;;162.0;0.0;;66.0;37.0;12.0;;38.0;;50.0;;;0.0;23.0;-13.0;-17.0;95.0;402.0;;402.0;;23.0;3.0;;;23.0;;;;116.0;-52.0;-5.0;;;;4.0;;;;;-5.0;;47.0;57.0;;
2003.0;1374.0;70.0;35.0;30.0;31.0;44.0;24.0;526.0;565.0;400.0;445.0;121.0;43.0;-8.0;-14.0;21.0;37.0;1304.0;5.11;40.0;;40.0;;;;1344.0;;1.0;3.0;2.57;2.22;0.0;2.25;-13.0;3.2;2.18;2.1;23.0;;68.0;;68.0;328.0;;130.0;17.0;;14.0;14.0;;4.0;5.0;40.0;;318.0;0.0;;48.0;33.0;9.0;;36.0;;45.0;;;0.0;23.0;30.0;-22.0;89.0;565.0;;565.0;;44.0;3.0;;;9.0;;;;125.0;-14.0;-5.0;-9.0;;0.0;6.0;;1.0;-11.0;;-4.0;;68.0;47.0;;
2004.0;1842.0;93.0;51.0;50.0;45.0;36.0;25.0;608.0;654.0;430.0;480.0;174.0;60.0;-2.0;11.0;68.0;55.0;1749.0;5.07;43.0;;43.0;;;;1792.0;;1.0;5.0;2.76;2.73;-5.0;2.44;9.0;1.95;1.47;1.39;24.0;;136.0;;136.0;373.0;;99.0;17.0;;13.0;13.0;;13.0;4.0;47.0;;345.0;1.0;;57.0;27.0;9.0;;42.0;;51.0;;;0.0;25.0;65.0;-26.0;110.0;654.0;;654.0;;36.0;5.0;0.0;;53.0;;;;178.0;-34.0;-4.0;;;;3.0;;12.0;;;-1.0;;136.0;68.0;;
2005.0;1733.0;70.0;16.0;8.0;7.0;4.0;26.0;806.0;915.0;653.0;732.0;183.0;30.0;-43.0;17.0;4.0;18.0;1664.0;4.02;54.0;;62.0;;;-8.0;1718.0;;2.0;7.0;0.9;0.46;-1.0;0.4;3.0;0.23;0.21;0.2;26.0;;140.0;;140.0;536.0;;130.0;73.0;;27.0;27.0;;0.0;10.0;109.0;;467.0;16.0;;83.0;86.0;40.0;;40.0;;80.0;;;0.0;26.0;68.0;-27.0;116.0;915.0;;915.0;;4.0;7.0;-3.0;;-25.0;;;;153.0;48.0;-12.0;-74.0;;;42.0;;1.0;-7.0;;23.0;;140.0;136.0;;
2006.0;3043.0;169.0;83.0;71.0;70.0;42.0;27.0;1078.0;1196.0;884.0;952.0;244.0;117.0;-18.0;-13.0;86.0;95.0;2873.0;5.57;99.0;;99.0;;;;2972.0;;4.0;10.0;2.74;2.33;-1.0;2.29;28.0;1.37;1.56;1.54;26.0;;226.0;;226.0;844.0;;9.0;84.0;26.0;5.0;32.0;;;2.0;118.0;;642.0;15.0;;155.0;73.0;34.0;;4.0;30.0;68.0;;;0.0;27.0;101.0;-24.0;139.0;1196.0;;1196.0;;42.0;10.0;15.0;;41.0;;;;194.0;10.0;-22.0;;;1.0;3.0;;1.0;-9.0;;-5.0;;226.0;140.0;;
2007.0;4628.0;249.0;167.0;141.0;154.0;97.0;27.0;1526.0;1654.0;1233.0;1286.0;368.0;282.0;-26.0;-22.0;234.0;258.0;4379.0;5.38;108.0;;108.0;;;;4487.0;14.0;2.0;11.0;3.61;3.05;13.0;3.34;57.0;2.1;3.62;3.54;27.0;;459.0;8.0;468.0;1046.0;;12.0;95.0;26.0;4.0;30.0;;;2.0;128.0;;1123.0;7.0;;;102.0;13.0;;;40.0;53.0;;;;27.0;198.0;-18.0;161.0;1654.0;;1654.0;;97.0;11.0;-11.0;;100.0;;;;294.0;85.0;-24.0;;-8.0;0.0;6.0;;1.0;;;-23.0;;459.0;226.0;;
2008.0;5660.0;333.0;12.0;-25.0;-20.0;-75.0;34.0;1910.0;3073.0;1685.0;1935.0;1138.0;126.0;-72.0;-127.0;-73.0;59.0;5327.0;5.89;134.0;;134.0;134.0;;;5461.0;;4.0;28.0;0.21;-0.45;5.0;-0.35;55.0;-1.33;-2.19;-2.19;34.0;;386.0;0.0;386.0;1378.0;;146.0;328.0;588.0;125.0;713.0;105.0;;16.0;1163.0;;1352.0;19.0;;;315.0;62.0;;99.0;89.0;250.0;;;;48.0;123.0;-35.0;1001.0;3073.0;;3073.0;;-75.0;28.0;-8.0;12.0;-68.0;-125.0;;126.0;225.0;238.0;-68.0;92.0;-219.0;116.0;7.0;-97.0;;-32.0;;2.0;;386.0;459.0;;
2009.0;5152.0;388.0;251.0;212.0;205.0;137.0;49.0;1615.0;2821.0;1311.0;1532.0;1288.0;-26.0;-41.0;29.0;-38.0;-63.0;4764.0;7.53;177.0;;177.0;177.0;;;4940.0;;8.0;39.0;4.87;4.11;-6.0;3.98;68.0;2.66;2.82;2.79;49.0;;348.0;146.0;494.0;1088.0;;32.0;349.0;602.0;134.0;737.0;101.0;;19.0;1206.0;;991.0;31.0;;;290.0;85.0;;79.0;57.0;221.0;;;;49.0;260.0;-33.0;1013.0;2821.0;;2821.0;;137.0;39.0;-11.0;12.0;78.0;363.0;;-449.0;303.0;-282.0;-37.0;-7.0;-3.0;4.0;2.0;-151.0;;;;180.0;;348.0;386.0;;
2010.0;3199.0;338.0;201.0;172.0;159.0;104.0;49.0;1561.0;2779.0;968.0;1466.0;1313.0;26.0;-78.0;174.0;123.0;1.0;2861.0;10.56;166.0;;166.0;166.0;;;3027.0;;11.0;31.0;6.29;5.39;-13.0;4.98;56.0;3.24;2.15;2.13;48.0;;471.0;;471.0;881.0;;209.0;362.0;622.0;133.0;754.0;88.0;;13.0;1218.0;;654.0;21.0;;;293.0;374.0;;79.0;45.0;498.0;;;;47.0;317.0;-36.0;985.0;2779.0;;2779.0;;104.0;31.0;-4.0;13.0;290.0;-22.0;;-101.0;593.0;-407.0;-25.0;-38.0;;7.0;-22.0;-36.0;;-40.0;-47.0;297.0;;471.0;348.0;;
2011.0;3716.0;395.0;220.0;168.0;137.0;86.0;48.0;1950.0;3613.0;1393.0;2213.0;1400.0;-31.0;-378.0;142.0;-267.0;-97.0;3321.0;10.64;227.0;;227.0;;;;3548.0;;36.0;48.0;5.93;4.53;-31.0;3.69;51.0;2.32;1.82;1.8;47.0;;204.0;358.0;563.0;1275.0;;112.0;491.0;893.0;198.0;1091.0;62.0;;19.0;1663.0;;786.0;60.0;;;548.0;613.0;;98.0;110.0;820.0;;;;47.0;403.0;-44.0;993.0;3613.0;;3613.0;;86.0;48.0;11.0;9.0;-36.0;7.0;;-45.0;557.0;-148.0;-67.0;-345.0;;30.0;3.0;-555.0;;-0.0;;697.0;;204.0;471.0;;
2012.0;4111.0;415.0;-162.0;-222.0;-268.0;-265.0;47.0;1982.0;3296.0;1234.0;2153.0;1144.0;-68.0;-17.0;49.0;-36.0;-109.0;3696.0;10.1;260.0;;260.0;260.0;;;3957.0;3.0;44.0;61.0;-3.95;-5.39;-46.0;-6.51;-2.0;-6.46;-5.59;-5.59;47.0;;168.0;;168.0;1690.0;;124.0;485.0;571.0;127.0;697.0;46.0;30.0;56.0;1315.0;;696.0;68.0;;302.0;168.0;669.0;110.0;110.0;29.0;918.0;;;;48.0;137.0;-44.0;1003.0;3296.0;;3296.0;;-265.0;61.0;-26.0;9.0;191.0;51.0;;-89.0;748.0;-39.0;-41.0;;-1.0;17.0;8.0;-626.0;-0.0;-0.0;;675.0;;168.0;204.0;;
2013.0;4176.0;467.0;245.0;204.0;140.0;87.0;49.0;2086.0;3397.0;1298.0;2150.0;1248.0;51.0;-44.0;-55.0;-48.0;8.0;3709.0;11.18;263.0;;263.0;263.0;;;3972.0;9.0;46.0;59.0;5.86;4.88;-64.0;3.34;52.0;2.09;1.82;1.8;48.0;;120.0;;120.0;1864.0;;102.0;498.0;578.0;114.0;691.0;46.0;23.0;53.0;1312.0;;758.0;115.0;;268.0;158.0;619.0;;114.0;118.0;851.0;;;;48.0;225.0;-33.0;1008.0;3397.0;;3397.0;;87.0;59.0;9.0;7.0;40.0;-63.0;;59.0;787.0;-151.0;-42.0;;;;-1.0;-677.0;;-2.0;;623.0;;120.0;168.0;;
2014.0;4492.0;505.0;288.0;242.0;187.0;108.0;49.0;2473.0;3773.0;1359.0;2408.0;1366.0;-57.0;-27.0;99.0;16.0;-132.0;3987.0;11.25;264.0;;264.0;264.0;;;4251.0;5.0;45.0;56.0;6.41;5.38;-54.0;4.17;80.0;2.4;2.22;2.2;49.0;;136.0;;136.0;2206.0;;131.0;528.0;585.0;100.0;685.0;;37.0;51.0;1301.0;;798.0;81.0;;319.0;160.0;784.0;;150.0;115.0;1049.0;;;;49.0;333.0;-42.0;1026.0;3773.0;;3773.0;;108.0;56.0;21.0;19.0;327.0;-186.0;;34.0;1114.0;-587.0;-75.0;;;44.0;4.0;-1026.0;;-2.0;;1127.0;;136.0;120.0;;
2015.0;4920.0;356.0;162.0;105.0;74.0;45.0;50.0;2635.0;4042.0;1474.0;2622.0;1420.0;14.0;-32.0;-42.0;-60.0;-22.0;4564.0;7.24;251.0;;251.0;251.0;;;4815.0;;44.0;44.0;3.28;2.14;-32.0;1.5;29.0;0.92;0.92;0.91;49.0;;75.0;;75.0;2379.0;;181.0;524.0;585.0;97.0;682.0;;;202.0;1407.0;;937.0;89.0;;288.0;159.0;735.0;;273.0;141.0;1149.0;;;;49.0;378.0;-42.0;1036.0;4042.0;;4042.0;;45.0;44.0;22.0;9.0;48.0;5.0;;139.0;1162.0;-154.0;-36.0;;;;3.0;-1054.0;-1.0;-1.0;;1014.0;;75.0;136.0;;
2016.0;4973.0;457.0;271.0;202.0;149.0;96.0;50.0;2838.0;4039.0;1519.0;2486.0;1553.0;113.0;-18.0;-24.0;71.0;98.0;4516.0;9.19;255.0;;255.0;255.0;;;4771.0;;54.0;67.0;5.44;4.06;-53.0;3.0;53.0;1.93;1.95;1.92;49.0;;146.0;;146.0;2575.0;;117.0;478.0;585.0;93.0;678.0;;;45.0;1201.0;;994.0;86.0;;331.0;108.0;674.0;;131.0;162.0;967.0;;;;49.0;474.0;-45.0;1076.0;4039.0;;4039.0;;96.0;67.0;-10.0;13.0;157.0;-270.0;;57.0;1319.0;-210.0;-16.0;;;;-3.0;-1563.0;-1.0;-1.0;;1540.0;;146.0;75.0;;
2017.0;4757.0;454.0;258.0;179.0;154.0;148.0;51.0;3074.0;4264.0;1582.0;2559.0;1713.0;164.0;-41.0;-75.0;47.0;133.0;4303.0;9.55;275.0;;275.0;275.0;;;4578.0;;59.0;52.0;5.43;3.77;-26.0;3.24;-1.0;3.12;2.99;2.92;50.0;;193.0;53.0;246.0;2734.0;;94.0;467.0;585.0;90.0;675.0;;;48.0;1190.0;;962.0;31.0;;457.0;132.0;706.0;;109.0;163.0;977.0;;;;50.0;622.0;-43.0;1084.0;4273.0;-8.0;4264.0;;148.0;52.0;-23.0;21.0;174.0;-58.0;;-32.0;1493.0;-209.0;-30.0;;-61.0;1.0;48.0;-2195.0;;;;2120.0;;193.0;146.0;;
2018.0;4455.0;454.0;227.0;192.0;133.0;83.0;50.0;3176.0;4388.0;1598.0;2600.0;1809.0;21.0;-70.0;-29.0;-78.0;-56.0;4000.0;10.2;263.0;;263.0;263.0;;;4263.0;;61.0;47.0;5.09;4.31;-59.0;2.98;35.0;1.87;1.67;1.66;50.0;;116.0;58.0;174.0;2882.0;;119.0;491.0;585.0;86.0;671.0;;;51.0;1212.0;;834.0;17.0;;573.0;174.0;745.0;;106.0;152.0;1002.0;;;;50.0;702.0;-45.0;1103.0;4409.0;-21.0;4388.0;;83.0;47.0;-0.0;23.0;85.0;61.0;;-128.0;1578.0;-217.0;-77.0;;-21.0;21.0;6.0;-1738.0;;;;1709.0;;120.0;198.0;;
2019.0;4451.0;242.0;-323.0;-365.0;-426.0;-388.0;50.0;3511.0;4486.0;2110.0;3055.0;1440.0;137.0;-76.0;22.0;82.0;52.0;4209.0;5.43;227.0;;227.0;227.0;;;4436.0;;65.0;65.0;-7.26;-8.2;-61.0;-9.57;-66.0;-8.71;-7.72;-7.72;50.0;;194.0;71.0;265.0;3040.0;;206.0;510.0;205.0;155.0;360.0;;;105.0;975.0;;935.0;124.0;;844.0;207.0;710.0;;36.0;199.0;945.0;;;;50.0;314.0;-42.0;1118.0;4495.0;-10.0;4486.0;;-388.0;65.0;-72.0;19.0;-177.0;-161.0;;89.0;1401.0;688.0;-84.0;7.0;-35.0;24.0;13.0;-870.0;;;;892.0;;202.0;120.0;;
2020.0;5319.0;486.0;302.0;262.0;174.0;152.0;51.0;4080.0;4898.0;2264.0;3503.0;1554.0;173.0;-46.0;123.0;250.0;118.0;4833.0;9.14;-224.0;;224.0;224.0;;-448.0;4609.0;;64.0;107.0;5.67;4.93;-88.0;3.28;-22.0;2.86;2.14;2.12;51.0;;374.0;79.0;453.0;1415.0;;2212.0;489.0;205.0;123.0;328.0;;;;817.0;;795.0;100.0;;83.0;1287.0;100.0;;;230.0;330.0;1569.0;;;51.0;422.0;-47.0;1127.0;5057.0;-159.0;4898.0;;152.0;107.0;48.0;12.0;415.0;-191.0;;175.0;1816.0;-562.0;-55.0;;-31.0;25.0;15.0;-1120.0;;;;1243.0;;452.0;202.0;;
