;Revenue;Gross Profit;EBITDA;Operating Income;Income Before Tax;Net Income;Weighted Avg. Shares Outs. Dil.;Total Current Assets;Total Assets;Total Current Liabilities;Total Liabilities;Total Stockholders Equity;Cash Provided by Operating Activities;Cash Used for Investing Activities;Cash Used/Provided by Financing Activities;Net Change In Cash;Free Cash Flow;COGS;Gross Profit Ratio;Operating Expenses;R&D Expenses;Selling, G&A Exp.;General and Admin. Exp.;Selling and Marketing Exp;Other Expenses;COGS and Expenses;Interest Income;Interest Expense;Depreciation and Amortization;EBITDA ratio;Operating Income ratio;Total Other Income Exp.(Gains);Income Before Tax ratio;Income Tax Expense (Gain);Net Income Ratio;EPS;EPS Diluted;Weighted Avg. Shares Outs.;I_SEC Link;Cash and Cash Equivalents;Short-Term Investments;Cash & Short-Term Investments;Net Receivables;Inventory;Other Current Assets;PP&E;Goodwill;Intangible Assets;Goodwill and Intangible Assets;Investments;Tax Assets;Other Non-Current Assets;Total Non-Current Assets;Other Assets;Accounts Payable;Short-Term Debt;Tax Payable;Deferred Revenue;Other Current Liabilities;Long-Term Debt;Deferred Revenue;Deferred Tax Liabilities;Other Non-Current Liabilities;Total Non-Current Liabilities;Other Liabilities;Capital Lease Obligations;Preferred Stock;Common Stock;Retained Earnings;Other Compreh. Income(Loss);Other Total Stockhold. Equity;Total Liab.&Stockhold. Equity;Minority Interest;Total Liabilities & Equity;B_SEC Link;Net_Income;Depreciation_and_Amortization;Deferred_Income_Tax;Stock Based Compensation;Change in Working Capital;Accounts Receivable;Inventory;Accounts Payable;Other Working Capital;Other Non-Cash Items;CAPEX;Acquisitions Net;Purchases of Investments;Sales/Maturities of Investments;Other Investing Activities;Debt Repayment;Common Stock Issued;Common Stock Repurchased;Dividends Paid;Other Financing Activities;Effect of Forex Changes on Cash;Cash at the End of Period;Cash at the Beginning of Period;C_SEC Link;Dunno;Revenue per share;Earnings per share;FCF per share;Dividends per share;CAPEX per share;Book Value per sh.;Comm.Shares outs.;Avg. annual P/E ratio;P/E to S&P500;Avg. annual div. yield;Revenue (m);Operating margin;Depreciation (m);Net profit (m);Income tax rate;Net profit margin;Working capital (m);Long-term debt (m);Equity (m);ROIC;Return on capital;Return on equity;Plowback ratio;Div.&Repurch./FCF;Forex (ARS/USD)
2012.0;782.0;19.0;-133.0;-145.0;-222.0;-207.0;45.0;304.0;1383.0;450.0;1284.0;85.0;129.0;-115.0;-34.0;-12.0;0.0;763.0;2.42;153.0;;150.0;62.0;88.0;3.0;916.0;12.0;48.0;45.0;-17.08;-18.56;-77.0;-28.39;-20.0;-26.45;-4.64;-4.64;45.0;;14.0;1.0;15.0;197.0;17.0;74.0;884.0;;172.0;172.0;0.0;;24.0;1080.0;;242.0;21.0;52.0;2.0;186.0;275.0;54.0;47.0;459.0;834.0;;;;263.0;-183.0;;5.0;1369.0;14.0;1383.0;;-207.0;45.0;-20.0;;101.0;-70.0;-8.0;111.0;14.0;210.0;-129.0;-20.0;;8.0;9.0;-43.0;;;-1.0;10.0;7.0;14.0;27.0;;0.2;85.68;-22.66;0.01;0.12;14.15;9.32;45.0;-0.1;-0.0;4.0;3843.0;-18.6;223.0;-1016.0;9.1;-26.5;-719.0;1351.0;418.0;-17.7;-13.1;-243.1;100.5;;0.203
2013.0;528.0;-102.0;220.0;202.0;126.0;118.0;43.0;287.0;1113.0;504.0;933.0;180.0;243.0;-193.0;-27.0;25.0;83.0;630.0;-19.32;137.0;;134.0;50.0;84.0;3.0;767.0;37.0;76.0;33.0;41.69;38.21;-75.0;23.94;-7.0;22.43;2.73;2.73;43.0;;37.0;33.0;71.0;198.0;13.0;5.0;796.0;;;;0.0;;31.0;827.0;;381.0;6.0;33.0;;117.0;201.0;5.0;11.0;212.0;429.0;;;;199.0;-17.0;-4.0;4.0;1113.0;;1113.0;;118.0;33.0;-7.0;3.0;198.0;-7.0;-7.0;186.0;-5.0;-102.0;-160.0;-18.0;-15.0;;;-31.0;;;;4.0;2.0;37.0;13.0;;0.15;79.63;17.86;12.6;;24.07;27.22;43.0;0.2;0.0;;3441.0;38.2;212.0;772.0;-5.4;22.4;-1414.0;1310.0;1176.0;32.4;16.8;65.6;100.0;;0.153
2014.0;420.0;-129.0;-14.0;-30.0;-109.0;-91.0;45.0;192.0;1008.0;506.0;963.0;45.0;181.0;-171.0;-18.0;-8.0;17.0;549.0;-30.7;157.0;;133.0;56.0;77.0;25.0;707.0;23.0;67.0;28.0;-3.33;-7.03;-80.0;-25.96;-18.0;-21.67;-2.03;-2.03;45.0;;21.0;30.0;51.0;127.0;9.0;5.0;777.0;;;;0.0;10.0;29.0;816.0;;385.0;4.0;19.0;1.0;115.0;187.0;13.0;;257.0;457.0;;;;151.0;-104.0;-5.0;3.0;1008.0;;1008.0;;-91.0;28.0;-18.0;6.0;368.0;-6.0;1.0;342.0;4.0;-111.0;-164.0;0.0;-8.0;;;-0.0;;;;-18.0;1.0;21.0;28.0;;0.12;80.23;-17.38;3.3;;31.22;8.58;45.0;-0.6;-0.0;;3598.0;-7.0;238.0;-780.0;16.5;-21.7;-2693.0;1598.0;385.0;-6.9;-4.1;-202.5;100.0;;0.117
2015.0;294.0;-106.0;157.0;173.0;102.0;88.0;45.0;299.0;1003.0;439.0;885.0;118.0;249.0;-240.0;-13.0;-4.0;87.0;400.0;-36.12;133.0;;117.0;53.0;65.0;16.0;533.0;7.0;33.0;22.0;53.59;58.96;-71.0;34.88;14.0;30.05;1.96;1.96;45.0;;10.0;121.0;131.0;154.0;9.0;5.0;687.0;;;;2.0;4.0;12.0;704.0;;346.0;4.0;13.0;2.0;87.0;190.0;12.0;;244.0;446.0;;;;100.0;19.0;-3.0;2.0;1003.0;;1003.0;;88.0;22.0;14.0;7.0;103.0;-3.0;-5.0;143.0;-1.0;15.0;-162.0;0.0;-78.0;;;;;;;-13.0;1.0;10.0;14.0;;0.08;84.77;25.47;25.0;;46.72;34.0;45.0;0.6;0.0;;3802.0;59.0;281.0;1142.0;13.9;30.0;-1811.0;2461.0;1525.0;20.7;13.5;74.9;100.0;;0.077
2016.0;823.0;55.0;-9.0;-41.0;-122.0;-75.0;45.0;417.0;1192.0;602.0;1169.0;23.0;185.0;-149.0;-31.0;8.0;29.0;769.0;6.67;186.0;;173.0;71.0;102.0;13.0;954.0;12.0;91.0;22.0;-1.06;-5.02;-80.0;-14.77;-47.0;-9.09;-1.67;-1.67;45.0;;16.0;126.0;142.0;255.0;14.0;5.0;705.0;;;;3.0;64.0;3.0;775.0;;429.0;3.0;10.0;1.0;168.0;174.0;13.0;;380.0;567.0;;;;82.0;-75.0;4.0;13.0;1192.0;;1192.0;;-75.0;22.0;-47.0;1.0;272.0;-187.0;-10.0;175.0;-2.0;11.0;-156.0;1.0;;6.0;;-14.0;;;;-17.0;4.0;16.0;8.0;;0.06;291.62;-26.5;10.18;;55.17;8.07;45.0;-0.7;-0.0;;13080.0;-5.0;352.0;-1189.0;38.5;-9.1;-2941.0;2770.0;362.0;-3.2;-2.6;-328.5;100.0;;0.063
2017.0;1306.0;359.0;166.0;134.0;60.0;37.0;45.0;497.0;1358.0;673.0;1301.0;57.0;176.0;-217.0;32.0;-9.0;-19.0;947.0;27.47;205.0;;187.0;74.0;113.0;18.0;1153.0;15.0;83.0;23.0;12.71;10.25;-74.0;4.62;24.0;2.8;0.82;0.82;45.0;;4.0;156.0;161.0;310.0;19.0;8.0;795.0;;;;0.0;64.0;2.0;861.0;;493.0;4.0;25.0;1.0;175.0;225.0;10.0;;393.0;628.0;;;;70.0;-27.0;2.0;12.0;1358.0;;1358.0;;37.0;23.0;24.0;0.0;-3.0;-94.0;-1.0;81.0;-4.0;95.0;-195.0;2.0;-143.0;119.0;;-15.0;;;;47.0;-0.0;4.0;14.0;;0.05;541.92;15.19;-7.77;;80.87;23.62;45.0;2.4;0.1;;24340.0;10.2;430.0;682.0;39.3;2.8;-3278.0;4192.0;1061.0;12.7;10.5;64.3;100.0;;0.054
2018.0;1484.0;349.0;364.0;105.0;164.0;114.0;45.0;364.0;2043.0;557.0;1221.0;822.0;255.0;-221.0;-56.0;-3.0;36.0;1135.0;23.53;224.0;;199.0;65.0;134.0;25.0;1359.0;18.0;132.0;68.0;24.49;7.04;59.0;11.04;50.0;7.68;2.56;2.56;45.0;;1.0;122.0;123.0;204.0;33.0;4.0;1657.0;;;;0.0;;21.0;1679.0;;388.0;29.0;41.0;1.0;140.0;191.0;7.0;214.0;253.0;664.0;;;;476.0;351.0;0.0;-6.0;2043.0;;2043.0;;114.0;68.0;50.0;0.0;56.0;-57.0;-22.0;33.0;-8.0;-33.0;-219.0;2.0;-62.0;61.0;-3.0;-10.0;;-28.0;;-17.0;4.0;1.0;3.0;;0.03;1256.69;96.52;30.36;;185.73;695.55;45.0;0.4;0.0;;55954.0;7.0;2561.0;4297.0;30.4;7.7;-7271.0;7192.0;30969.0;13.8;14.5;13.9;100.0;79.1;0.027
2019.0;1502.0;280.0;574.0;60.0;381.0;203.0;44.0;299.0;1995.0;411.0;1007.0;988.0;170.0;-86.0;-85.0;6.0;13.0;1222.0;18.63;196.0;;167.0;54.0;113.0;29.0;1418.0;20.0;113.0;80.0;38.18;4.0;321.0;25.36;178.0;13.49;4.62;4.62;44.0;;7.0;47.0;53.0;211.0;31.0;3.0;1696.0;;;;0.0;;0.0;1697.0;;212.0;30.0;63.0;0.0;168.0;137.0;5.0;335.0;121.0;597.0;;2.0;;457.0;203.0;349.0;-21.0;1995.0;;1995.0;;203.0;80.0;178.0;;23.0;-63.0;-8.0;63.0;-2.0;-314.0;-156.0;0.0;;69.0;1.0;-56.0;;-10.0;;-19.0;7.0;7.0;1.0;;0.02;2051.81;276.81;17.98;;213.75;1349.36;44.0;0.1;0.0;;89944.0;4.0;4789.0;12134.0;46.8;13.5;-6707.0;8197.0;59151.0;16.6;24.7;20.5;100.0;76.0;0.017
2020.0;1086.0;161.0;-61.0;-237.0;-253.0;-210.0;44.0;284.0;1776.0;501.0;1021.0;748.0;206.0;-86.0;-73.0;45.0;89.0;925.0;14.81;188.0;;172.0;53.0;119.0;16.0;1113.0;1.0;110.0;81.0;-5.66;-21.81;-16.0;-23.28;-42.0;-19.38;-4.81;-4.81;44.0;;52.0;27.0;79.0;180.0;22.0;3.0;1489.0;;;;3.0;3.0;-3.0;1492.0;;393.0;5.0;21.0;1.0;103.0;98.0;17.0;282.0;122.0;520.0;;4.0;;443.0;-210.0;536.0;-21.0;1769.0;7.0;1776.0;;-210.0;81.0;-42.0;;-24.0;-45.0;0.0;-4.0;13.0;402.0;-117.0;0.0;;31.0;0.0;-62.0;;;;-11.0;-4.0;52.0;7.0;;0.01;2087.22;-404.53;171.18;;225.07;1437.67;44.0;-0.0;-0.0;;91316.0;-21.8;6827.0;-17698.0;16.8;-19.4;-18253.0;8261.0;62898.0;-9.4;-8.1;-28.1;100.0;;0.012
2021.0;1105.0;142.0;300.0;-43.0;-56.0;-208.0;44.0;409.0;2316.0;950.0;1599.0;718.0;208.0;-249.0;-14.0;-33.0;65.0;963.0;12.85;185.0;;184.0;73.0;112.0;0.0;1148.0;1.0;263.0;93.0;27.15;-3.87;-13.0;-5.03;152.0;-18.81;-4.75;-4.75;44.0;;31.0;153.0;184.0;188.0;34.0;4.0;1903.0;;;;0.0;4.0;0.0;1907.0;;742.0;103.0;18.0;1.0;105.0;1.0;16.0;482.0;150.0;649.0;;3.0;;548.0;-208.0;403.0;-26.0;2316.0;;2316.0;;-208.0;93.0;152.0;;126.0;-26.0;-8.0;178.0;-1.0;45.0;-143.0;;-105.0;;0.0;-5.0;;;;-9.0;22.0;31.0;64.0;;0.01;2594.29;-487.86;151.38;;336.57;1684.43;44.0;-0.0;-0.0;;113500.0;-3.9;9559.0;-21344.0;-273.9;-18.8;-55513.0;79.0;73694.0;56.6;8.9;-29.0;100.0;;0.01
