;Revenue;Gross Profit;EBITDA;Operating Income;Income Before Tax;Net Income;Weighted Avg. Shares Outs. Dil.;Total Current Assets;Total Assets;Total Current Liabilities;Total Liabilities;Total Stockholders Equity;Cash Provided by Operating Activities;Cash Used for Investing Activities;Cash Used/Provided by Financing Activities;Net Change In Cash;Free Cash Flow;COGS;Gross Profit Ratio;Operating Expenses;R&D Expenses;Selling, G&A Exp.;General and Admin. Exp.;Selling and Marketing Exp;Other Expenses;COGS and Expenses;Interest Income;Interest Expense;Depreciation and Amortization;EBITDA ratio;Operating Income ratio;Total Other Income Exp.(Gains);Income Before Tax ratio;Income Tax Expense (Gain);Net Income Ratio;EPS;EPS Diluted;Weighted Avg. Shares Outs.;I_SEC Link;Cash and Cash Equivalents;Short-Term Investments;Cash & Short-Term Investments;Net Receivables;Inventory;Other Current Assets;PP&E;Goodwill;Intangible Assets;Goodwill and Intangible Assets;Investments;Tax Assets;Other Non-Current Assets;Total Non-Current Assets;Other Assets;Accounts Payable;Short-Term Debt;Tax Payable;Deferred Revenue;Other Current Liabilities;Long-Term Debt;Deferred Revenue;Deferred Tax Liabilities;Other Non-Current Liabilities;Total Non-Current Liabilities;Other Liabilities;Capital Lease Obligations;Preferred Stock;Common Stock;Retained Earnings;Other Compreh. Income(Loss);Other Total Stockhold. Equity;Total Liab.&Stockhold. Equity;Minority Interest;Total Liabilities & Equity;B_SEC Link;Net_Income;Depreciation_and_Amortization;Deferred_Income_Tax;Stock Based Compensation;Change in Working Capital;Accounts Receivable;Inventory;Accounts Payable;Other Working Capital;Other Non-Cash Items;CAPEX;Acquisitions Net;Purchases of Investments;Sales/Maturities of Investments;Other Investing Activities;Debt Repayment;Common Stock Issued;Common Stock Repurchased;Dividends Paid;Other Financing Activities;Effect of Forex Changes on Cash;Cash at the End of Period;Cash at the Beginning of Period;C_SEC Link;Dunno;Revenue per share;Earnings per share;FCF per share;Dividends per share;CAPEX per share;Book Value per sh.;Comm.Shares outs.;Avg. annual P/E ratio;P/E to S&P500;Avg. annual div. yield;Revenue (m);Operating margin;Depreciation (m);Net profit (m);Income tax rate;Net profit margin;Working capital (m);Long-term debt (m);Equity (m);ROIC;Return on capital;Return on equity;Plowback ratio;Div.&Repurch./FCF;Forex (MXN/USD)
2011.0;2096.0;261.0;286.0;186.0;219.0;205.0;166.0;1160.0;2240.0;274.0;501.0;1582.0;212.0;-33.0;2.0;226.0;181.0;1835.0;12.46;75.0;;;;;75.0;1911.0;2.0;2.0;72.0;13.66;8.85;34.0;10.46;8.0;9.78;1.24;1.24;166.0;;468.0;;468.0;266.0;413.0;14.0;679.0;130.0;142.0;272.0;;;128.0;1079.0;;164.0;0.0;18.0;;109.0;;;220.0;8.0;228.0;;;;297.0;927.0;59.0;300.0;2084.0;156.0;2240.0;;205.0;72.0;;;-42.0;-31.0;1.0;-3.0;-34.0;-23.0;-31.0;;;;-2.0;;;;;2.0;46.0;468.0;242.0;;0.07;176.39;17.25;15.2;;2.6;133.14;166.0;0.4;0.0;;29270.0;8.9;1001.0;2862.0;3.6;9.8;12378.0;;22093.0;11.4;10.3;13.0;100.0;;0.072
2012.0;2298.0;277.0;246.0;205.0;156.0;161.0;166.0;1348.0;2526.0;291.0;528.0;1853.0;284.0;-117.0;-2.0;122.0;183.0;2020.0;12.07;98.0;;96.0;96.0;;3.0;2118.0;2.0;2.0;79.0;10.7;8.94;-49.0;6.8;4.0;7.01;1.14;1.14;166.0;;631.0;;631.0;213.0;485.0;19.0;761.0;141.0;145.0;286.0;;;131.0;1178.0;;181.0;0.0;19.0;;109.0;;;231.0;7.0;238.0;;;;220.0;1297.0;13.0;323.0;2382.0;144.0;2526.0;;161.0;79.0;;;15.0;56.0;-55.0;12.0;6.0;30.0;-101.0;-2.0;;;-14.0;;;;;-2.0;-44.0;631.0;509.0;;0.08;177.96;12.48;14.17;;7.86;143.55;166.0;0.8;0.1;;29524.0;8.9;1012.0;2070.0;2.7;7.0;13583.0;;23816.0;7.8;7.0;8.7;100.0;;0.078
2013.0;1869.0;150.0;178.0;60.0;54.0;116.0;164.0;1242.0;2552.0;361.0;537.0;1913.0;157.0;-226.0;-20.0;-86.0;-86.0;1718.0;8.04;90.0;;86.0;86.0;;5.0;1809.0;2.0;2.0;81.0;9.51;3.21;-6.0;2.91;-22.0;6.22;0.71;0.71;164.0;;536.0;;536.0;238.0;455.0;14.0;933.0;139.0;108.0;247.0;;;130.0;1310.0;;231.0;0.0;32.0;;130.0;;;169.0;7.0;176.0;;;;217.0;1317.0;60.0;318.0;2450.0;102.0;2552.0;;116.0;81.0;;;17.0;-6.0;20.0;50.0;-26.0;-57.0;-244.0;;;;18.0;;;-18.0;;-2.0;3.0;536.0;621.0;;0.08;148.2;9.22;-6.85;;19.33;151.72;164.0;1.3;0.1;;24369.0;3.2;1053.0;1517.0;-39.8;6.2;11497.0;;24947.0;6.5;4.0;6.1;100.0;-20.4;0.077
2014.0;1818.0;91.0;170.0;14.0;46.0;82.0;164.0;1198.0;2433.0;395.0;550.0;1833.0;93.0;-140.0;-3.0;1.0;-33.0;1728.0;4.98;77.0;;81.0;81.0;;-4.0;1805.0;2.0;2.0;76.0;9.34;0.76;32.0;2.53;11.0;4.49;0.5;0.5;164.0;;475.0;21.0;495.0;251.0;442.0;10.0;923.0;123.0;74.0;197.0;;;115.0;1235.0;;248.0;0.0;56.0;;146.0;;;146.0;9.0;156.0;;;;192.0;1246.0;112.0;283.0;2383.0;50.0;2433.0;;82.0;76.0;11.0;;9.0;-13.0;-0.0;22.0;7.0;-85.0;-126.0;;-21.0;;7.0;;;-2.0;;-2.0;51.0;475.0;473.0;;0.07;163.18;7.32;-2.97;;11.3;164.46;164.0;1.6;0.1;;26829.0;0.8;1118.0;1204.0;23.8;4.5;11852.0;;27040.0;3.6;3.9;4.5;100.0;-5.2;0.068
2015.0;1424.0;80.0;50.0;99.0;-145.0;-71.0;166.0;988.0;1876.0;325.0;414.0;1546.0;-22.0;-38.0;-17.0;-45.0;-60.0;1344.0;5.63;92.0;;92.0;92.0;;0.0;1436.0;2.0;2.0;73.0;3.5;6.99;-244.0;-10.17;45.0;-4.96;0.32;0.32;166.0;;362.0;22.0;384.0;230.0;355.0;18.0;647.0;106.0;49.0;154.0;;;86.0;888.0;;180.0;0.0;54.0;;144.0;;;81.0;8.0;89.0;;;;165.0;999.0;144.0;238.0;1960.0;-84.0;1876.0;;-71.0;73.0;45.0;;-124.0;38.0;40.0;-56.0;-12.0;54.0;-38.0;;-4.0;;4.0;;;-10.0;;-6.0;32.0;362.0;407.0;;0.06;147.46;-7.32;-6.2;;3.9;160.09;166.0;-1.1;-0.1;;24476.0;7.0;1261.0;-1214.0;-30.9;-5.0;11392.0;;26573.0;-1.9;-1.2;-4.6;100.0;;0.058
2016.0;1327.0;229.0;255.0;165.0;254.0;139.0;162.0;1109.0;2008.0;266.0;406.0;1606.0;165.0;-153.0;43.0;63.0;16.0;1098.0;17.23;63.0;;62.0;62.0;;2.0;1162.0;5.0;2.0;69.0;19.19;12.45;89.0;19.15;45.0;10.48;0.86;0.86;162.0;;363.0;21.0;384.0;359.0;346.0;20.0;699.0;87.0;35.0;123.0;;;77.0;898.0;;136.0;0.0;48.0;;129.0;;;111.0;29.0;140.0;;;;137.0;919.0;329.0;222.0;2013.0;-5.0;2008.0;;139.0;69.0;45.0;;-162.0;-10.0;-4.0;-18.0;18.0;75.0;-149.0;;-3.0;;-1.0;;;;;43.0;7.0;363.0;300.0;;0.05;169.68;17.79;2.02;;19.12;205.45;162.0;0.5;0.0;;27516.0;12.5;1429.0;2885.0;17.6;10.5;17488.0;;33315.0;8.8;9.2;8.7;100.0;;0.048
2017.0;1460.0;239.0;221.0;179.0;143.0;88.0;166.0;1328.0;2317.0;368.0;581.0;1741.0;141.0;-138.0;-19.0;-17.0;-14.0;1221.0;16.4;63.0;;63.0;63.0;;-0.0;1283.0;3.0;3.0;75.0;15.12;12.28;-36.0;9.82;56.0;6.0;0.37;0.37;166.0;;366.0;5.0;371.0;511.0;420.0;26.0;801.0;92.0;33.0;126.0;;;62.0;988.0;;203.0;50.0;70.0;;115.0;;;171.0;41.0;213.0;;;;144.0;1057.0;308.0;233.0;2322.0;-6.0;2317.0;;88.0;75.0;56.0;;-75.0;-62.0;-45.0;64.0;39.0;-2.0;-155.0;;;17.0;-0.0;-2.0;;-14.0;;-3.0;-1.0;366.0;383.0;;0.05;173.08;10.38;-1.61;;18.33;206.43;166.0;1.0;0.0;;28700.0;12.3;1466.0;1722.0;38.9;6.0;18872.0;;34231.0;4.6;6.3;5.0;100.0;-104.2;0.051
2018.0;1815.0;260.0;282.0;206.0;214.0;186.0;163.0;1328.0;2486.0;458.0;679.0;1823.0;164.0;-42.0;-134.0;-11.0;63.0;1555.0;14.34;55.0;;55.0;55.0;;-0.0;1610.0;16.0;1.0;57.0;15.51;11.35;8.0;11.77;38.0;10.24;1.1;1.1;163.0;;356.0;;356.0;416.0;516.0;41.0;863.0;92.0;25.0;117.0;;;177.0;1158.0;;223.0;0.0;112.0;;234.0;;;178.0;43.0;221.0;;;;144.0;1100.0;346.0;233.0;2502.0;-16.0;2486.0;;186.0;57.0;38.0;;-92.0;-55.0;-56.0;23.0;;-25.0;-101.0;-33.0;-84.0;;176.0;;;-83.0;;-51.0;1.0;356.0;367.0;;0.05;218.56;22.38;7.53;;12.22;219.5;163.0;0.4;0.0;;35678.0;11.4;1112.0;3653.0;17.9;10.2;17109.0;;35832.0;9.0;9.0;10.2;100.0;133.4;0.051
2019.0;1804.0;217.0;148.0;123.0;86.0;-86.0;155.0;1183.0;2324.0;385.0;602.0;1720.0;55.0;-6.0;-11.0;24.0;-12.0;1588.0;12.01;94.0;;89.0;89.0;;5.0;1682.0;8.0;3.0;59.0;8.21;6.82;-37.0;4.79;173.0;-4.79;-0.56;-0.56;155.0;;393.0;;393.0;313.0;435.0;42.0;884.0;96.0;24.0;119.0;;;138.0;1141.0;;221.0;0.0;69.0;;164.0;;;180.0;37.0;217.0;;;;150.0;1055.0;274.0;242.0;2323.0;1.0;2324.0;;-86.0;59.0;173.0;;-89.0;27.0;96.0;-8.0;;-2.0;-67.0;57.0;;;5.0;;;-8.0;;-3.0;-14.0;393.0;369.0;;0.05;220.58;-10.56;-1.48;;8.21;210.34;155.0;-0.8;-0.0;;34171.0;6.8;1109.0;-1636.0;200.2;-4.8;15124.0;;32585.0;-4.6;3.9;-5.0;100.0;;0.053
2020.0;1802.0;334.0;321.0;260.0;245.0;141.0;155.0;1224.0;2286.0;423.0;627.0;1657.0;183.0;-42.0;-105.0;14.0;135.0;1468.0;18.56;74.0;;101.0;101.0;;-27.0;1542.0;5.0;3.0;73.0;17.79;14.46;-16.0;13.59;104.0;7.8;0.96;0.96;155.0;;388.0;;388.0;337.0;456.0;43.0;801.0;91.0;26.0;117.0;;;144.0;1062.0;;269.0;0.0;73.0;;154.0;;;183.0;21.0;204.0;;;;142.0;1045.0;240.0;230.0;2284.0;2.0;2286.0;;141.0;73.0;104.0;;-133.0;-40.0;-39.0;33.0;;-2.0;-48.0;;;;6.0;;;-2.0;-100.0;-3.0;-22.0;388.0;374.0;;0.05;232.14;18.11;17.36;12.88;6.16;213.46;155.0;0.4;0.0;162.6;35869.0;14.5;1452.0;2798.0;42.6;7.8;15936.0;;32983.0;7.6;10.8;8.5;28.9;75.7;0.05
2021.0;2713.0;756.0;727.0;653.0;666.0;499.0;166.0;1807.0;2765.0;482.0;686.0;2077.0;424.0;-63.0;-8.0;362.0;358.0;1957.0;27.86;103.0;;102.0;102.0;;1.0;2060.0;3.0;4.0;57.0;26.81;24.06;14.0;24.56;168.0;18.39;3.01;3.01;166.0;;739.0;;739.0;422.0;572.0;73.0;784.0;88.0;24.0;113.0;;;62.0;958.0;;340.0;0.0;95.0;;142.0;;;186.0;18.0;204.0;;;;138.0;1765.0;57.0;117.0;2763.0;2.0;2765.0;;499.0;57.0;;;-300.0;-96.0;-92.0;34.0;;168.0;-66.0;;;;3.0;;;-4.0;;-4.0;9.0;739.0;377.0;;0.05;335.3;61.65;44.25;;8.18;256.7;166.0;0.3;0.0;;55622.0;24.1;1162.0;10227.0;25.1;18.4;27156.0;;42584.0;22.0;24.3;24.0;100.0;1.0;0.049
