;Revenue;Gross Profit;EBITDA;Operating Income;Income Before Tax;Net Income;Weighted Avg. Shares Outs. Dil.;Total Current Assets;Total Assets;Total Current Liabilities;Total Liabilities;Total Stockholders Equity;Cash Provided by Operating Activities;Cash Used for Investing Activities;Cash Used/Provided by Financing Activities;Net Change In Cash;Free Cash Flow;COGS;Gross Profit Ratio;Operating Expenses;R&D Expenses;Selling, G&A Exp.;General and Admin. Exp.;Selling and Marketing Exp;Other Expenses;COGS and Expenses;Interest Income;Interest Expense;Depreciation and Amortization;EBITDA ratio;Operating Income ratio;Total Other Income Exp.(Gains);Income Before Tax ratio;Income Tax Expense (Gain);Net Income Ratio;EPS;EPS Diluted;Weighted Avg. Shares Outs.;I_SEC Link;Cash and Cash Equivalents;Short-Term Investments;Cash & Short-Term Investments;Net Receivables;Inventory;Other Current Assets;PP&E;Goodwill;Intangible Assets;Goodwill and Intangible Assets;Investments;Tax Assets;Other Non-Current Assets;Total Non-Current Assets;Other Assets;Accounts Payable;Short-Term Debt;Tax Payable;Deferred Revenue;Other Current Liabilities;Long-Term Debt;Deferred Revenue;Deferred Tax Liabilities;Other Non-Current Liabilities;Total Non-Current Liabilities;Other Liabilities;Capital Lease Obligations;Preferred Stock;Common Stock;Retained Earnings;Other Compreh. Income(Loss);Other Total Stockhold. Equity;Total Liab.&Stockhold. Equity;Minority Interest;Total Liabilities & Equity;B_SEC Link;Net_Income;Depreciation_and_Amortization;Deferred_Income_Tax;Stock Based Compensation;Change in Working Capital;Accounts Receivable;Inventory;Accounts Payable;Other Working Capital;Other Non-Cash Items;CAPEX;Acquisitions Net;Purchases of Investments;Sales/Maturities of Investments;Other Investing Activities;Debt Repayment;Common Stock Issued;Common Stock Repurchased;Dividends Paid;Other Financing Activities;Effect of Forex Changes on Cash;Cash at the End of Period;Cash at the Beginning of Period;C_SEC Link;Dunno;Revenue per share;Earnings per share;FCF per share;Dividends per share;CAPEX per share;Book Value per sh.;Comm.Shares outs.;Avg. annual P/E ratio;P/E to S&P500;Avg. annual div. yield;Revenue (m);Operating margin;Depreciation (m);Net profit (m);Income tax rate;Net profit margin;Working capital (m);Long-term debt (m);Equity (m);ROIC;Return on capital;Return on equity;Plowback ratio;Div.&Repurch./FCF;Forex (KRW/USD)
2008.0;;;;;;;302.0;;;;;;;;;;;;21.99;;;;;;;;;;;21.1;17.19;;14.6;;10.42;;;302.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;138232.51;14405.55;-1779.64;2500.34;13989.35;91609.4;302.0;0.0;0.0;2284.2;41742636.0;17.2;2379291.0;4350104.0;28.4;10.4;11188241.0;6895862.0;27663665.0;13.0;13.9;15.7;82.6;-79.5;
2009.0;;;;;;;307.0;;;;;;;;;;;;15.79;;;;;;;;;;;18.56;10.5;;10.15;;8.73;;;307.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;120187.86;10495.61;6930.32;2247.32;21222.28;100797.23;307.0;0.0;0.0;2480.2;36855001.0;10.5;2552777.0;3218425.0;14.3;8.7;11359332.0;8229781.0;30908964.0;9.1;8.6;10.4;78.6;20.7;
2010.0;;;;;;;308.0;;;;;;;;;;;;14.97;;;;;;;;;;;14.68;9.46;;8.8;;6.9;;;308.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;196792.14;13569.81;-13242.04;2250.0;19812.5;113248.03;308.0;0.0;0.0;2061.4;60637860.0;9.5;2950883.0;4181285.0;20.8;6.9;10013896.0;10608584.0;34895288.0;9.7;9.1;12.0;83.4;-17.0;
2011.0;62045.0;8203.0;9811.0;4909.0;4304.0;3343.0;309.0;30201.0;70568.0;17645.0;33911.0;34521.0;1522.0;-4965.0;4410.0;970.0;-3793.0;53841.0;13.22;3294.0;191.0;2948.0;1497.0;1451.0;156.0;57136.0;2871.0;3480.0;2027.0;15.81;7.91;-605.0;6.94;961.0;5.39;10.63;10.63;309.0;;4139.0;3291.0;7429.0;10322.0;11055.0;1394.0;25608.0;1491.0;3229.0;4720.0;3923.0;770.0;5345.0;40367.0;;3958.0;9712.0;459.0;;3975.0;14419.0;;1051.0;796.0;16266.0;;;;434.0;34839.0;-20821.0;20069.0;68432.0;2136.0;70568.0;;3343.0;2027.0;;;-4366.0;-2162.0;-2284.0;239.0;-226.0;519.0;-5315.0;;-5257.0;6394.0;-1305.0;-1572.0;148.0;-55.0;-694.0;6583.0;3.0;4139.0;3169.0;;0.0;223097.42;12020.06;-13637.72;2494.63;19111.92;124127.66;309.0;0.0;0.0;2530.3;68938725.0;7.9;2251915.0;3714286.0;22.3;5.4;13951553.0;16020590.0;38356350.0;11.9;11.4;9.7;79.2;-15.8;0.001
2012.0;57244.0;6715.0;6192.0;2963.0;3032.0;2216.0;309.0;28410.0;71339.0;17798.0;33153.0;35509.0;6588.0;-5552.0;-817.0;74.0;-165.0;50529.0;11.73;3410.0;173.0;2902.0;1341.0;1561.0;335.0;53939.0;251.0;784.0;2307.0;10.82;5.18;69.0;5.3;885.0;3.87;7.17;7.17;309.0;;4212.0;1608.0;5820.0;11651.0;9526.0;1412.0;30959.0;1542.0;1643.0;3185.0;6202.0;895.0;1687.0;42930.0;;4614.0;9473.0;834.0;1203.0;2507.0;13001.0;282.0;1315.0;757.0;15355.0;;44.0;;434.0;36312.0;-79.0;-1158.0;68662.0;2678.0;71339.0;;2216.0;2307.0;885.0;;1845.0;79.0;1305.0;203.0;-16.0;-666.0;-6752.0;;-3532.0;4111.0;217.0;-1696.0;;;-677.0;1556.0;-145.0;4212.0;4139.0;;0.0;205853.48;7968.47;-593.25;2433.53;24282.51;127692.49;309.0;0.0;0.0;2958.7;63604151.0;5.2;2563760.0;2462081.0;29.2;3.9;11791115.0;14445046.0;39454142.0;5.4;5.7;6.2;69.5;-410.2;0.001
2013.0;55678.0;6174.0;4780.0;2317.0;1752.0;1239.0;312.0;28500.0;76010.0;18217.0;34770.0;37841.0;4372.0;-7877.0;3179.0;-425.0;-2030.0;49504.0;11.09;3535.0;174.0;2952.0;1388.0;1564.0;410.0;53039.0;234.0;592.0;2417.0;8.58;4.16;-565.0;3.15;532.0;2.22;3.92;3.92;312.0;;3788.0;2634.0;6422.0;12011.0;8819.0;1248.0;33379.0;1454.0;2687.0;4142.0;7416.0;1026.0;1547.0;47510.0;;4631.0;9655.0;780.0;1085.0;2845.0;14015.0;183.0;1541.0;815.0;16553.0;;48.0;;434.0;36982.0;-21.0;446.0;72611.0;3398.0;76010.0;;1239.0;2417.0;532.0;;11.0;-551.0;524.0;43.0;49.0;173.0;-6402.0;;-4403.0;3782.0;-1343.0;-2561.0;13.0;;-584.0;6312.0;-100.0;3788.0;4212.0;;0.0;198259.6;4410.98;-7227.13;2078.52;22796.15;134746.26;312.0;0.0;0.0;2764.0;61864650.0;4.2;2685550.0;1376396.0;30.4;2.2;11425052.0;15572216.0;42046037.0;3.0;3.3;3.3;52.9;-28.1;0.001
2014.0;58283.0;6564.0;4942.0;2262.0;1249.0;569.0;319.0;29887.0;77259.0;20138.0;36528.0;37401.0;3071.0;-3371.0;122.0;-168.0;-394.0;51719.0;11.26;3758.0;158.0;3073.0;1395.0;1678.0;527.0;55477.0;205.0;716.0;2915.0;8.48;3.88;-1013.0;2.14;741.0;0.98;1.67;1.67;319.0;;3430.0;1247.0;4677.0;12239.0;10056.0;2915.0;31800.0;1616.0;4498.0;6113.0;5848.0;1086.0;2525.0;47372.0;;4530.0;10996.0;863.0;1199.0;3413.0;13732.0;213.0;1649.0;796.0;16390.0;;42.0;;434.0;36843.0;-368.0;492.0;73929.0;3330.0;77259.0;;569.0;2915.0;741.0;;-1524.0;-88.0;-1017.0;-347.0;162.0;369.0;-3464.0;;-2877.0;4398.0;-1737.0;-2522.0;39.0;;-609.0;3214.0;10.0;3620.0;3788.0;;0.0;202873.99;1982.12;-1369.82;2120.89;12059.14;130188.46;319.0;0.0;0.0;2921.3;64758625.0;3.9;3238549.0;632706.0;59.4;1.0;10832889.0;15257588.0;41556958.0;1.5;2.7;1.5;-7.0;-145.0;0.001
2015.0;52670.0;5853.0;4001.0;1338.0;135.0;154.0;320.0;26552.0;72673.0;18318.0;32161.0;37085.0;6842.0;-4081.0;-2017.0;764.0;4277.0;46817.0;11.11;3548.0;122.0;3072.0;1434.0;1638.0;354.0;50365.0;189.0;710.0;2896.0;7.6;2.54;-1202.0;0.26;240.0;0.29;0.39;0.39;320.0;;4383.0;3434.0;7817.0;10080.0;7710.0;945.0;31207.0;1316.0;4313.0;5629.0;5574.0;1200.0;2512.0;46121.0;;3698.0;11158.0;796.0;953.0;2509.0;11577.0;175.0;1509.0;582.0;13843.0;;37.0;;434.0;36415.0;-535.0;770.0;69246.0;3427.0;72673.0;;154.0;2896.0;240.0;;2648.0;1428.0;2210.0;-805.0;-107.0;903.0;-2564.0;;-11844.0;9813.0;254.0;-3159.0;;;-740.0;1882.0;21.0;4384.0;3620.0;;0.0;182896.18;535.96;14852.51;2570.73;8905.04;128776.31;320.0;0.1;0.0;5272.2;58522268.0;2.5;3218246.0;171494.0;177.3;0.3;9148369.0;12863608.0;41205243.0;-1.7;1.6;0.4;-379.6;17.3;0.001
2016.0;44999.0;5668.0;4766.0;1940.0;1200.0;1152.0;320.0;25207.0;68117.0;16103.0;29216.0;35985.0;4479.0;-3191.0;-3358.0;-2060.0;2386.0;39331.0;12.6;3162.0;103.0;2728.0;1334.0;1394.0;332.0;42493.0;155.0;560.0;2732.0;10.59;4.31;-740.0;2.67;323.0;2.56;3.53;3.53;320.0;;2080.0;4399.0;6480.0;9491.0;8089.0;1147.0;28843.0;1169.0;3869.0;5037.0;5476.0;1275.0;2279.0;42910.0;;4189.0;8686.0;792.0;742.0;2485.0;10710.0;373.0;1396.0;634.0;13114.0;;97.0;;410.0;34957.0;-122.0;740.0;65201.0;2916.0;68117.0;;1152.0;2732.0;323.0;;-107.0;232.0;-756.0;654.0;-106.0;380.0;-2093.0;;-16078.0;14839.0;23.0;-3634.0;;;-603.0;878.0;11.0;2080.0;4141.0;;0.0;165444.25;4233.96;8772.66;2215.63;7695.01;132302.31;320.0;0.0;0.0;4683.2;52939771.0;4.3;3213847.0;1354807.0;26.9;2.6;10710799.0;12600077.0;42334828.0;3.0;3.1;3.2;47.7;25.3;0.001
2017.0;56395.0;7750.0;7395.0;3932.0;3837.0;2583.0;324.0;29838.0;74759.0;18262.0;30414.0;40910.0;5254.0;-3577.0;-1467.0;155.0;2789.0;48645.0;13.74;3365.0;118.0;2895.0;1323.0;1571.0;353.0;52010.0;199.0;612.0;3090.0;13.11;6.97;-95.0;6.8;1111.0;4.58;8.07;8.07;324.0;;2448.0;6542.0;8990.0;9737.0;10114.0;997.0;30068.0;1265.0;4120.0;5384.0;5121.0;1371.0;2977.0;44921.0;;3997.0;10581.0;948.0;1115.0;2570.0;9243.0;349.0;1784.0;776.0;12152.0;;87.0;;452.0;40267.0;-640.0;830.0;71324.0;3435.0;74759.0;;2583.0;3090.0;1111.0;;-1552.0;59.0;-1345.0;-570.0;-137.0;23.0;-2465.0;;-19614.0;18884.0;-704.0;-2938.0;;;-809.0;2281.0;-55.0;2448.0;2293.0;;0.0;185860.34;8511.39;9191.0;2666.38;8124.68;134825.68;324.0;0.0;0.0;4010.2;60186867.0;7.0;3297420.0;2756230.0;29.0;4.6;12353921.0;9864396.0;43660391.0;5.8;6.0;6.3;68.7;29.0;0.001
2018.0;58509.0;7207.0;6649.0;3630.0;3247.0;1537.0;320.0;30668.0;70742.0;17449.0;28830.0;38906.0;5271.0;-2378.0;-2869.0;28.0;2951.0;51302.0;12.32;2236.0;97.0;1726.0;1299.0;428.0;412.0;53538.0;303.0;666.0;2934.0;11.36;6.2;-382.0;5.55;1512.0;2.63;4.69;4.69;320.0;;2374.0;5480.0;7854.0;9392.0;10914.0;2509.0;27129.0;1010.0;3460.0;4471.0;4724.0;1265.0;2484.0;40073.0;;4301.0;9249.0;1238.0;1060.0;2838.0;8984.0;172.0;1517.0;709.0;11381.0;;85.0;;433.0;39656.0;-1261.0;78.0;67736.0;3006.0;70742.0;;1537.0;2934.0;1512.0;;-1721.0;16.0;-1303.0;341.0;-105.0;1009.0;-2320.0;;-29181.0;28132.0;589.0;-2816.0;;;-650.0;597.0;4.0;2374.0;2346.0;;0.0;203606.7;5349.65;10270.42;2262.28;8072.33;135390.72;320.0;0.0;0.0;3098.2;65154636.0;6.2;3267629.0;1711902.0;46.6;2.6;14721395.0;10004253.0;43325357.0;3.9;5.5;4.0;57.7;22.0;0.001
2019.0;56104.0;5476.0;6209.0;2791.0;2708.0;1615.0;320.0;30435.0;68735.0;14333.0;27372.0;38498.0;5200.0;-3189.0;-1310.0;755.0;2759.0;50628.0;9.76;2075.0;96.0;1678.0;1288.0;390.0;302.0;52703.0;305.0;654.0;2997.0;11.07;4.97;-83.0;4.83;943.0;2.88;4.94;4.94;320.0;;3044.0;7749.0;10793.0;9189.0;9726.0;727.0;25983.0;951.0;3233.0;4184.0;4791.0;1080.0;2262.0;38300.0;;3685.0;7532.0;812.0;700.0;2416.0;10755.0;124.0;1465.0;694.0;13039.0;;585.0;;418.0;39017.0;-1003.0;66.0;65870.0;2865.0;68735.0;;1615.0;2997.0;943.0;;33.0;248.0;984.0;-635.0;-65.0;-388.0;-2441.0;;-31488.0;30724.0;-244.0;-3390.0;;;-819.0;2900.0;53.0;3044.0;2290.0;;0.0;202167.86;5817.99;9941.64;2952.73;8796.26;138725.51;320.0;0.0;0.0;5711.3;64785709.0;5.0;3461115.0;1864405.0;34.8;2.9;18593425.0;12419695.0;44455288.0;4.1;4.9;4.2;49.2;29.7;0.001
2020.0;52927.0;4299.0;5587.0;1892.0;1817.0;1456.0;316.0;33529.0;73389.0;15852.0;29546.0;40795.0;8000.0;-5765.0;-1005.0;1142.0;4778.0;48628.0;8.12;2011.0;107.0;1707.0;1294.0;413.0;197.0;50638.0;343.0;588.0;3336.0;10.56;3.57;-75.0;3.43;207.0;2.75;4.58;4.58;316.0;;4379.0;10693.0;15072.0;8815.0;8875.0;767.0;27130.0;832.0;3213.0;4045.0;4991.0;1251.0;2442.0;39860.0;;4196.0;8217.0;736.0;899.0;2540.0;11342.0;303.0;1216.0;832.0;13694.0;;681.0;;444.0;42425.0;-1272.0;-803.0;70340.0;3048.0;73389.0;;1456.0;3336.0;207.0;;2838.0;754.0;1330.0;547.0;-76.0;163.0;-3221.0;;-40198.0;37714.0;-337.0;-3556.0;;-1070.0;-607.0;4229.0;-88.0;4380.0;3238.0;;0.0;181578.55;4996.17;16393.1;2082.71;11051.39;139956.04;316.0;0.0;0.0;4862.7;57466679.0;3.6;3621739.0;1581208.0;11.4;2.8;19193365.0;12315205.0;44293826.0;3.7;3.2;3.6;58.3;35.1;0.001
2021.0;64196.0;9992.0;12769.0;7769.0;7919.0;5565.0;307.0;39209.0;76928.0;17714.0;30837.0;42409.0;5259.0;-4716.0;-621.0;17.0;2289.0;54203.0;15.56;2189.0;;2189.0;1858.0;331.0;;56393.0;2296.0;2326.0;3011.0;19.89;12.1;150.0;12.34;1867.0;8.67;18.36;17.95;303.0;;4016.0;11310.0;15325.0;10238.0;12809.0;836.0;24891.0;;;3504.0;5579.0;1206.0;2539.0;37719.0;;4599.0;7409.0;1800.0;;5707.0;10875.0;;1070.0;1178.0;13122.0;;;;406.0;43339.0;-561.0;-775.0;73246.0;3682.0;76928.0;;5565.0;3011.0;1867.0;;-5849.0;;;;;665.0;-2970.0;-361.0;-35648.0;34153.0;-237.0;-3356.0;;-98.0;-1102.0;3936.0;95.0;4016.0;3999.0;;0.0;252101.15;21854.61;8988.62;4329.55;11665.27;166545.31;303.0;0.0;0.0;6219.7;76332345.0;12.1;3580805.0;6617239.0;23.6;8.7;25558359.0;12931501.0;50427355.0;13.4;13.3;13.1;80.2;52.5;0.001
