;Revenue;Gross Profit;EBITDA;Operating Income;Income Before Tax;Net Income;Weighted Avg. Shares Outs. Dil.;Total Current Assets;Total Assets;Total Current Liabilities;Total Liabilities;Total Stockholders Equity;Cash Provided by Operating Activities;Cash Used for Investing Activities;Cash Used/Provided by Financing Activities;Net Change In Cash;Free Cash Flow;COGS;Gross Profit Ratio;Operating Expenses;R&D Expenses;Selling, G&A Exp.;General and Admin. Exp.;Selling and Marketing Exp;Other Expenses;COGS and Expenses;Interest Income;Interest Expense;Depreciation and Amortization;EBITDA ratio;Operating Income ratio;Total Other Income Exp.(Gains);Income Before Tax ratio;Income Tax Expense (Gain);Net Income Ratio;EPS;EPS Diluted;Weighted Avg. Shares Outs.;I_SEC Link;Cash and Cash Equivalents;Short-Term Investments;Cash & Short-Term Investments;Net Receivables;Inventory;Other Current Assets;PP&E;Goodwill;Intangible Assets;Goodwill and Intangible Assets;Investments;Tax Assets;Other Non-Current Assets;Total Non-Current Assets;Other Assets;Accounts Payable;Short-Term Debt;Tax Payable;Deferred Revenue;Other Current Liabilities;Long-Term Debt;Deferred Revenue;Deferred Tax Liabilities;Other Non-Current Liabilities;Total Non-Current Liabilities;Other Liabilities;Capital Lease Obligations;Preferred Stock;Common Stock;Retained Earnings;Other Compreh. Income(Loss);Other Total Stockhold. Equity;Total Liab.&Stockhold. Equity;Minority Interest;Total Liabilities & Equity;B_SEC Link;Net_Income;Depreciation_and_Amortization;Deferred_Income_Tax;Stock Based Compensation;Change in Working Capital;Accounts Receivable;Inventory;Accounts Payable;Other Working Capital;Other Non-Cash Items;CAPEX;Acquisitions Net;Purchases of Investments;Sales/Maturities of Investments;Other Investing Activities;Debt Repayment;Common Stock Issued;Common Stock Repurchased;Dividends Paid;Other Financing Activities;Effect of Forex Changes on Cash;Cash at the End of Period;Cash at the Beginning of Period;C_SEC Link;Dunno;Revenue per share;Earnings per share;FCF per share;Dividends per share;CAPEX per share;Book Value per sh.;Comm.Shares outs.;Avg. annual P/E ratio;P/E to S&P500;Avg. annual div. yield;Revenue (m);Operating margin;Depreciation (m);Net profit (m);Income tax rate;Net profit margin;Working capital (m);Long-term debt (m);Equity (m);ROIC;Return on capital;Return on equity;Plowback ratio;Div.&Repurch./FCF;Forex (KRW/USD)
2008.0;;;;;;;1245.0;;;;;;;;;;;;0.08;;;;;;;;;;;10.61;-8.87;;-12.18;;-9.36;;;1245.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;25343.87;-2373.24;-5881.38;395.32;7456.36;33145.13;1245.0;-0.0;-0.0;3107.9;31560100.0;-8.9;6233033.0;-2955339.0;24.2;-9.4;-196639.0;36387933.0;41274814.0;-2.8;-3.3;-7.2;116.7;;
2009.0;;;;;;;1243.0;;;;;;;;;;;;45.51;;;;;;;;;;;24.05;5.04;;0.95;;-0.28;;;1243.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;27339.26;-77.78;-4628.53;36.93;9243.66;32995.79;1243.0;-0.1;-0.0;356.5;33993852.0;5.0;6318534.0;-96716.0;114.8;-0.3;281197.0;27855943.0;41027234.0;-0.3;2.0;-0.2;147.5;;
2010.0;;;;;;;1244.0;;;;;;;;;;;;12.32;;;;;;;;;;;21.37;4.01;;1.11;;-0.18;;;1244.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;31691.14;-58.0;-4207.97;26.12;8740.01;32970.73;1244.0;-0.2;-0.0;212.4;39425960.0;4.0;6415199.0;-72156.0;104.5;-0.2;801114.0;33107540.0;41017863.0;-0.1;2.0;-0.2;145.0;;
2011.0;39179.0;405.0;6231.0;-616.0;-2226.0;-2964.0;1284.0;12713.0;122821.0;15967.0;74398.0;47943.0;3730.0;-10076.0;5707.0;-632.0;-5857.0;38774.0;1.03;1022.0;;1578.0;1578.0;;-557.0;39796.0;547.0;2267.0;6190.0;15.9;-1.57;-1609.0;-5.68;738.0;-7.56;-0.09;-0.09;1284.0;;1249.0;;1249.0;6901.0;3467.0;1096.0;101146.0;;764.0;764.0;4502.0;335.0;3360.0;110108.0;;5919.0;1056.0;455.0;;8992.0;3760.0;;6108.0;48562.0;58430.0;;;;3648.0;32192.0;230.0;11873.0;122341.0;480.0;122821.0;;-2964.0;6190.0;;;-886.0;-920.0;-1271.0;640.0;-285.0;1390.0;-9588.0;-59.0;;;-468.0;-5415.0;;;-40.0;11163.0;7.0;1249.0;1881.0;;0.0;33905.56;-2564.78;-5069.03;34.79;8297.19;41490.09;1284.0;-0.0;-0.0;342.4;43532302.0;-1.6;6877390.0;-3292997.0;-33.2;-7.6;-3615265.0;4178137.0;53270296.0;0.1;0.0;-6.2;101.4;;0.001
2012.0;44208.0;595.0;4670.0;-2070.0;-3657.0;-2850.0;1246.0;12540.0;131538.0;16935.0;85580.0;44900.0;3525.0;-10547.0;7538.0;510.0;-6838.0;43613.0;1.35;1161.0;128.0;1415.0;989.0;425.0;-382.0;44774.0;184.0;2110.0;6297.0;10.56;-4.68;-1587.0;-8.27;-887.0;-6.45;-2.29;-2.29;1246.0;;1759.0;591.0;2350.0;6494.0;3096.0;600.0;110612.0;;322.0;322.0;6088.0;189.0;1786.0;118997.0;;2954.0;730.0;530.0;293.0;12958.0;797.0;5281.0;4890.0;57676.0;68644.0;;906.0;;2889.0;29308.0;11.0;12692.0;130480.0;1058.0;131538.0;;-2850.0;6297.0;-887.0;;-1302.0;-703.0;-606.0;139.0;-24.0;2267.0;-10363.0;-347.0;-574.0;586.0;90.0;-5416.0;;;-50.0;13004.0;-5.0;1759.0;1249.0;;0.0;39423.72;-2541.5;-6097.86;44.35;9241.48;40040.31;1246.0;-0.0;-0.0;456.2;49120509.0;-4.7;6996710.0;-3166616.0;24.3;-6.4;-4883596.0;885365.0;49888767.0;-1.1;-1.2;-6.3;101.7;;0.001
2013.0;48341.0;2805.0;8337.0;1753.0;-357.0;54.0;1250.0;13742.0;139975.0;18192.0;93669.0;45234.0;6196.0;-13053.0;7140.0;250.0;-6700.0;45536.0;5.8;1240.0;149.0;1514.0;1024.0;491.0;-424.0;46776.0;164.0;2144.0;6653.0;17.25;3.63;-2110.0;-0.74;-514.0;0.11;0.04;0.04;1250.0;;2009.0;393.0;2402.0;7181.0;3852.0;308.0;117097.0;2.0;306.0;308.0;6420.0;324.0;2083.0;126232.0;;4124.0;104.0;278.0;333.0;13632.0;693.0;5662.0;4502.0;64619.0;75476.0;;796.0;;2889.0;29489.0;50.0;12805.0;138903.0;1072.0;139975.0;;54.0;6653.0;-514.0;;-631.0;-297.0;-1086.0;-36.0;-288.0;633.0;-12895.0;-327.0;-491.0;550.0;49.0;-6698.0;;;-52.0;13890.0;-33.0;2009.0;1759.0;;0.0;42962.13;48.0;-5954.23;46.61;11460.34;40200.36;1250.0;0.2;0.0;392.0;53712505.0;3.6;7392375.0;60011.0;144.0;0.1;-4944771.0;769658.0;50259668.0;-0.6;1.2;0.1;2.9;-0.8;0.001
2014.0;51411.0;6624.0;12908.0;5588.0;3806.0;2418.0;1253.0;15138.0;147337.0;19440.0;97995.0;48241.0;10841.0;-13014.0;1787.0;-392.0;-2313.0;44787.0;12.88;1213.0;139.0;1513.0;987.0;525.0;-438.0;46000.0;172.0;2116.0;7086.0;25.11;10.87;-1782.0;7.4;1287.0;4.7;1.93;1.93;1253.0;;1617.0;159.0;1775.0;7109.0;4084.0;2170.0;122685.0;2.0;285.0;287.0;6795.0;474.0;1958.0;132200.0;;4251.0;98.0;746.0;350.0;14740.0;594.0;5930.0;5151.0;66879.0;78555.0;;692.0;;2889.0;31773.0;-182.0;13761.0;146236.0;1101.0;147337.0;;2418.0;7086.0;1287.0;;-469.0;87.0;-1032.0;-232.0;-566.0;519.0;-13155.0;25.0;-878.0;954.0;-24.0;-7411.0;768.0;;-183.0;8613.0;-6.0;1617.0;2009.0;;0.0;45602.78;2145.0;-2052.04;162.42;11668.43;42791.32;1253.0;0.0;0.0;968.5;57123026.0;10.9;7873459.0;2686873.0;33.8;4.7;-4780213.0;660061.0;53601331.0;3.0;4.0;5.0;92.4;25.3;0.001
2015.0;52724.0;11812.0;25997.0;18253.0;16790.0;11960.0;1284.0;19823.0;157732.0;20440.0;96583.0;59971.0;15249.0;-8797.0;-4686.0;1788.0;2525.0;40912.0;22.4;1438.0;161.0;1682.0;1143.0;539.0;-405.0;42350.0;217.0;1814.0;7507.0;49.31;34.62;-1463.0;31.85;4715.0;22.68;9.32;9.32;1284.0;;3405.0;4802.0;8207.0;6770.0;4452.0;395.0;127675.0;2.0;321.0;323.0;7370.0;561.0;1980.0;137909.0;;3003.0;105.0;2128.0;355.0;16977.0;488.0;6171.0;7526.0;61958.0;76144.0;;593.0;;2889.0;43369.0;-89.0;13803.0;156554.0;1177.0;157732.0;;11960.0;7507.0;4715.0;;-2054.0;644.0;-1071.0;-1420.0;-827.0;-6880.0;-12724.0;-86.0;-4794.0;219.0;8509.0;-8164.0;;;-384.0;3861.0;22.0;3405.0;1617.0;;0.0;45627.54;10350.5;2184.94;332.06;11011.53;51899.58;1284.0;0.0;0.0;1828.5;58581727.0;34.6;8341384.0;13289127.0;28.1;22.7;-685517.0;542509.0;66634467.0;9.8;11.8;19.9;96.8;15.2;0.001
2016.0;50799.0;12082.0;17958.0;10452.0;8936.0;5991.0;1284.0;16752.0;151161.0;21028.0;89069.0;60965.0;14042.0;-8199.0;-6492.0;-622.0;3712.0;38717.0;23.78;1736.0;160.0;1930.0;1349.0;581.0;-354.0;40453.0;206.0;1490.0;7617.0;35.35;20.58;-1515.0;17.59;2860.0;11.79;4.67;4.67;1284.0;;2594.0;2271.0;4865.0;6663.0;4658.0;567.0;124340.0;2.0;376.0;378.0;6943.0;676.0;2073.0;134409.0;;3493.0;103.0;1791.0;400.0;17032.0;357.0;6309.0;7606.0;53768.0;68040.0;;460.0;;2728.0;45198.0;-29.0;13068.0;150034.0;1128.0;151161.0;;5991.0;7617.0;2860.0;;-1853.0;170.0;-1224.0;121.0;-1234.0;-573.0;-10330.0;-53.0;-6911.0;9245.0;-255.0;-6688.0;;;-1789.0;1985.0;26.0;2594.0;3216.0;;0.0;46547.06;5489.86;3401.55;1639.41;9465.65;55862.7;1284.0;0.0;0.0;7296.0;59763087.0;20.6;8960988.0;7048581.0;32.0;11.8;-5030700.0;420003.0;71723693.0;5.5;6.9;9.8;70.1;48.2;0.001
2017.0;55598.0;6781.0;14088.0;4985.0;3387.0;1217.0;1284.0;17936.0;170336.0;21949.0;101968.0;67166.0;10541.0;-11812.0;699.0;-639.0;-1340.0;48817.0;12.2;1891.0;198.0;2135.0;1390.0;746.0;-443.0;50708.0;193.0;1677.0;9158.0;25.34;8.97;-1598.0;6.09;2036.0;2.19;0.95;0.95;1284.0;;2220.0;1835.0;4055.0;7524.0;5624.0;733.0;141882.0;2.0;607.0;609.0;6905.0;861.0;2142.0;152400.0;;2752.0;123.0;630.0;486.0;18588.0;268.0;7373.0;9759.0;62620.0;80020.0;;392.0;;3008.0;50008.0;-254.0;14404.0;169134.0;1202.0;170336.0;;1217.0;9158.0;2036.0;;-2449.0;-205.0;-1287.0;321.0;-1203.0;580.0;-11881.0;-184.0;-4485.0;4963.0;-360.0;-7798.0;;;-1271.0;9767.0;-66.0;2220.0;2859.0;;0.0;46213.39;1011.5;-1113.71;1056.3;9875.62;55828.65;1284.0;0.0;0.0;5794.3;59335889.0;9.0;9773711.0;1298720.0;60.1;2.2;-4282574.0;286468.0;71681445.0;1.3;2.9;1.8;-4.4;-94.8;0.001
2018.0;53910.0;1639.0;8758.0;-615.0;-1797.0;-1180.0;1284.0;17731.0;166354.0;19614.0;102512.0;62630.0;5999.0;-11687.0;4761.0;-908.0;-5116.0;52271.0;3.04;1755.0;194.0;1976.0;1301.0;674.0;-414.0;54026.0;201.0;1678.0;9002.0;16.24;-1.14;-1182.0;-3.33;-742.0;-2.19;-0.92;-0.92;1284.0;;1220.0;2119.0;3339.0;7127.0;6455.0;810.0;137643.0;2.0;621.0;623.0;7177.0;1108.0;2071.0;148623.0;;4528.0;1104.0;411.0;556.0;13425.0;3129.0;7234.0;8636.0;63900.0;82899.0;;255.0;;2882.0;46264.0;-322.0;13805.0;165142.0;1211.0;166354.0;;-1180.0;9002.0;-742.0;;-2735.0;222.0;-1591.0;430.0;-860.0;1654.0;-11115.0;-283.0;-2552.0;2172.0;-8.0;-7391.0;;;-554.0;12706.0;19.0;1220.0;2128.0;;0.0;46757.34;-1023.86;-4437.42;480.59;9640.3;54320.74;1284.0;-0.0;-0.0;3291.7;60033062.0;-1.1;10024794.0;-1314567.0;41.3;-2.2;-2096465.0;3484621.0;69743925.0;-0.1;-0.1;-1.9;146.9;;0.001
2019.0;50720.0;683.0;8511.0;-1479.0;-2828.0;-2031.0;1284.0;16872.0;171120.0;20985.0;111461.0;58452.0;7113.0;-11690.0;5002.0;391.0;-5210.0;50037.0;1.35;1752.0;;1919.0;1336.0;583.0;-167.0;51789.0;232.0;1773.0;9637.0;16.78;-2.92;-1349.0;-5.58;-868.0;-4.0;-1.58;-1.58;1284.0;;1568.0;1374.0;2941.0;6756.0;6106.0;1069.0;143114.0;85.0;445.0;530.0;7342.0;1245.0;2017.0;154247.0;;4168.0;1689.0;450.0;539.0;14589.0;6776.0;7462.0;7417.0;68821.0;90477.0;;4391.0;;2780.0;42609.0;-243.0;13306.0;169913.0;1207.0;171120.0;;-2031.0;9637.0;-868.0;;-2708.0;83.0;-849.0;-473.0;-1089.0;3083.0;-12323.0;-227.0;-1875.0;2410.0;126.0;-6618.0;;;-98.0;11717.0;-33.0;1568.0;1176.0;;0.0;45616.32;-1826.83;-4685.9;87.81;11083.01;52570.17;1284.0;-0.0;-0.0;719.2;58568082.0;-2.9;11128740.0;-2345517.0;30.7;-4.0;-4748655.0;7824527.0;67496318.0;-0.5;-0.7;-3.5;104.8;;0.001
2020.0;53350.0;5638.0;15136.0;3773.0;2755.0;1834.0;1284.0;18938.0;187094.0;23837.0;122010.0;63822.0;12165.0;-13660.0;1732.0;202.0;-178.0;47712.0;10.57;1734.0;;2027.0;1654.0;373.0;-293.0;49446.0;223.0;1838.0;10636.0;28.37;7.07;-1018.0;5.16;828.0;3.44;1.43;1.43;1284.0;;1869.0;2552.0;4421.0;7120.0;6210.0;1186.0;155907.0;90.0;447.0;537.0;7834.0;1596.0;2282.0;168156.0;;2401.0;2477.0;676.0;608.0;18350.0;6492.0;8518.0;8381.0;74782.0;98173.0;;4256.0;;2956.0;47094.0;-377.0;14149.0;185832.0;1262.0;187094.0;;1834.0;10636.0;828.0;;-1123.0;-99.0;-666.0;-242.0;307.0;-10.0;-12343.0;-310.0;-8476.0;7387.0;-28.0;-7912.0;;;-87.0;9731.0;-35.0;1869.0;1667.0;;0.0;45116.68;1551.0;-150.47;73.75;10438.15;53973.09;1284.0;0.0;0.0;799.8;57925837.0;7.1;11548019.0;1991347.0;30.1;3.4;-5319281.0;7048430.0;69296680.0;1.9;2.4;2.9;95.2;-49.0;0.001
2021.0;50944.0;;5548.0;-4928.0;-5985.0;-4492.0;1284.0;;177513.0;;122609.0;53752.0;3762.0;-10390.0;7094.0;509.0;-6987.0;;;;;;;;;;;;10040.0;10.89;-9.67;-1057.0;-11.75;;-8.82;-3.5;-3.5;1284.0;;;;;;;;;;;;;;;;177513.0;;;;;;;;;;;122609.0;;;;;;;176361.0;1152.0;177513.0;;-4492.0;10040.0;-1561.0;;21.0;-182.0;-1462.0;1804.0;34.0;-246.0;-10749.0;-616.0;-4956.0;5907.0;-71.0;-8353.0;;;-694.0;16141.0;43.0;2216.0;1707.0;;0.0;47180.04;-4159.94;-6471.2;642.99;9955.23;49780.55;1284.0;-0.0;-0.0;6158.9;60575000.0;-9.7;11938272.0;-5341000.0;;-8.8;;;63913834.0;-2.5;-2.5;-8.4;115.5;;0.001
