;Revenue;Gross Profit;EBITDA;Operating Income;Income Before Tax;Net Income;Weighted Avg. Shares Outs. Dil.;Total Current Assets;Total Assets;Total Current Liabilities;Total Liabilities;Total Stockholders Equity;Cash Provided by Operating Activities;Cash Used for Investing Activities;Cash Used/Provided by Financing Activities;Net Change In Cash;Free Cash Flow;COGS;Gross Profit Ratio;Operating Expenses;R&D Expenses;Selling, G&A Exp.;General and Admin. Exp.;Selling and Marketing Exp;Other Expenses;COGS and Expenses;Interest Income;Interest Expense;Depreciation and Amortization;EBITDA ratio;Operating Income ratio;Total Other Income Exp.(Gains);Income Before Tax ratio;Income Tax Expense (Gain);Net Income Ratio;EPS;EPS Diluted;Weighted Avg. Shares Outs.;I_SEC Link;Cash and Cash Equivalents;Short-Term Investments;Cash & Short-Term Investments;Net Receivables;Inventory;Other Current Assets;PP&E;Goodwill;Intangible Assets;Goodwill and Intangible Assets;Investments;Tax Assets;Other Non-Current Assets;Total Non-Current Assets;Other Assets;Accounts Payable;Short-Term Debt;Tax Payable;Deferred Revenue;Other Current Liabilities;Long-Term Debt;Deferred Revenue;Deferred Tax Liabilities;Other Non-Current Liabilities;Total Non-Current Liabilities;Other Liabilities;Capital Lease Obligations;Preferred Stock;Common Stock;Retained Earnings;Other Compreh. Income(Loss);Other Total Stockhold. Equity;Total Liab.&Stockhold. Equity;Minority Interest;Total Liabilities & Equity;B_SEC Link;Net_Income;Depreciation_and_Amortization;Deferred_Income_Tax;Stock Based Compensation;Change in Working Capital;Accounts Receivable;Inventory;Accounts Payable;Other Working Capital;Other Non-Cash Items;CAPEX;Acquisitions Net;Purchases of Investments;Sales/Maturities of Investments;Other Investing Activities;Debt Repayment;Common Stock Issued;Common Stock Repurchased;Dividends Paid;Other Financing Activities;Effect of Forex Changes on Cash;Cash at the End of Period;Cash at the Beginning of Period;C_SEC Link;Dunno;Revenue per share;Earnings per share;FCF per share;Dividends per share;CAPEX per share;Book Value per sh.;Comm.Shares outs.;Avg. annual P/E ratio;P/E to S&P500;Avg. annual div. yield;Revenue (m);Operating margin;Depreciation (m);Net profit (m);Income tax rate;Net profit margin;Working capital (m);Long-term debt (m);Equity (m);ROIC;Return on capital;Return on equity;Plowback ratio;Div.&Repurch./FCF;Forex (MXN/USD)
2010.0;343.0;206.0;175.0;139.0;142.0;103.0;30.0;216.0;1473.0;40.0;276.0;1197.0;149.0;-54.0;-57.0;39.0;91.0;137.0;60.1;66.0;;;;;66.0;203.0;4.0;3.0;31.0;51.22;40.71;2.0;41.32;38.0;30.11;3.44;3.44;30.0;;117.0;;117.0;99.0;;;25.0;;1209.0;1209.0;;7.0;17.0;1257.0;;1.0;20.0;;;20.0;52.0;;183.0;1.0;236.0;;;;1035.0;138.0;-113.0;137.0;1473.0;;1473.0;;103.0;31.0;;;-18.0;-1.0;;;-2.0;34.0;-58.0;;-36.0;;40.0;-46.0;;;-61.0;50.0;;117.0;78.0;;0.08;141.17;42.5;37.57;25.0;23.99;493.13;30.0;1.2;0.1;49.7;4235.0;40.7;379.0;1275.0;27.1;30.1;2173.0;648.0;14795.0;7.4;9.8;8.6;41.2;66.5;0.081
2011.0;328.0;212.0;184.0;150.0;154.0;114.0;30.0;201.0;1347.0;53.0;237.0;1109.0;156.0;-50.0;-100.0;6.0;101.0;116.0;64.59;62.0;;;;;62.0;178.0;5.0;3.0;27.0;56.14;45.8;4.0;46.91;40.0;34.82;3.8;3.8;30.0;;110.0;;110.0;33.0;;59.0;22.0;;1103.0;1103.0;;15.0;5.0;1145.0;;2.0;27.0;;;24.0;23.0;;160.0;1.0;185.0;;;;917.0;167.0;-2.0;27.0;1347.0;;1347.0;;114.0;27.0;;;-21.0;-5.0;;;3.0;35.0;-54.0;;;;5.0;-17.0;;;-86.0;4.0;;110.0;103.0;;0.07;152.51;53.1;47.13;40.02;25.27;516.47;30.0;1.1;0.1;71.4;4573.0;45.8;383.0;1592.0;25.8;34.8;2075.0;322.0;15488.0;9.0;11.6;10.3;24.6;84.9;0.072
2012.0;398.0;211.0;234.0;197.0;201.0;162.0;30.0;246.0;1487.0;54.0;205.0;1282.0;206.0;-42.0;-115.0;49.0;157.0;187.0;52.96;14.0;;14.0;14.0;;;202.0;7.0;2.0;31.0;58.76;49.41;4.0;50.48;40.0;40.53;5.38;5.38;30.0;;176.0;;176.0;63.0;;7.0;24.0;;1216.0;1216.0;;;;1241.0;;11.0;22.0;9.0;;21.0;3.0;;148.0;0.0;151.0;;;;604.0;501.0;176.0;;1487.0;;1487.0;;162.0;31.0;;;23.0;-7.0;;-10.0;;-9.0;-49.0;;;;7.0;-30.0;;;-84.0;-2.0;;176.0;128.0;;0.08;170.66;69.18;67.27;36.0;21.04;549.04;30.0;1.2;0.1;43.7;5120.0;49.4;402.0;2075.0;19.7;40.5;2470.0;33.0;16471.0;11.4;13.6;12.6;48.0;53.5;0.078
2013.0;418.0;234.0;249.0;220.0;211.0;176.0;30.0;196.0;1642.0;51.0;394.0;1249.0;182.0;-254.0;-6.0;-77.0;135.0;184.0;56.0;14.0;;14.0;14.0;;;197.0;10.0;6.0;32.0;59.51;52.72;-10.0;50.43;34.0;42.17;5.87;5.87;30.0;;97.0;;97.0;93.0;;6.0;25.0;;1211.0;1211.0;107.0;;103.0;1446.0;;5.0;3.0;29.0;;43.0;215.0;;127.0;1.0;342.0;;;;596.0;464.0;189.0;;1642.0;;1642.0;;176.0;32.0;;;-1.0;-2.0;;-0.0;;-25.0;-47.0;-116.0;;;-91.0;-174.0;;;-193.0;361.0;;97.0;174.0;;0.08;181.54;76.56;58.79;84.0;20.53;542.8;30.0;1.6;0.1;69.2;5446.0;52.7;418.0;2297.0;16.4;42.2;1886.0;2799.0;16284.0;11.4;13.2;14.1;-9.7;142.9;0.077
2014.0;398.0;226.0;245.0;214.0;209.0;155.0;30.0;265.0;1622.0;27.0;351.0;1271.0;184.0;-70.0;-7.0;108.0;105.0;173.0;56.66;12.0;;12.0;12.0;;;184.0;8.0;6.0;31.0;61.55;53.77;-5.0;52.43;54.0;38.84;5.16;5.16;30.0;;194.0;;194.0;65.0;1.0;4.0;22.0;;1119.0;1119.0;110.0;;106.0;1357.0;;5.0;2.0;5.0;;20.0;214.0;;109.0;1.0;323.0;;;;526.0;528.0;217.0;;1622.0;;1622.0;;155.0;31.0;;;28.0;1.0;;1.0;;-30.0;-78.0;;;;8.0;-1.0;;;;-6.0;1.0;194.0;85.0;;0.07;195.97;76.12;51.76;;38.54;625.04;30.0;1.6;0.1;;5879.0;53.8;454.0;2284.0;25.9;38.8;3502.0;3157.0;18751.0;10.0;13.2;12.2;100.0;;0.068
2015.0;523.0;248.0;266.0;237.0;233.0;169.0;30.0;174.0;1520.0;29.0;333.0;1187.0;213.0;-164.0;-95.0;-45.0;43.0;275.0;47.47;11.0;;11.0;11.0;;;286.0;9.0;6.0;27.0;50.92;45.28;-3.0;44.63;64.0;32.39;5.65;5.65;30.0;;121.0;;121.0;39.0;1.0;12.0;19.0;;1107.0;1107.0;113.0;;108.0;1346.0;;8.0;2.0;6.0;;19.0;214.0;;89.0;1.0;303.0;;;;452.0;449.0;286.0;;1520.0;;1520.0;;169.0;27.0;;;21.0;2.0;;1.0;;-5.0;-169.0;;;;5.0;;;;-89.0;-6.0;1.0;121.0;166.0;;0.06;299.82;97.12;24.9;51.0;96.89;680.27;30.0;1.5;0.1;35.2;8995.0;45.3;469.0;2914.0;27.4;32.4;2479.0;3678.0;20408.0;11.6;15.7;14.3;47.5;204.8;0.058
2016.0;470.0;248.0;274.0;238.0;243.0;175.0;30.0;204.0;1409.0;29.0;312.0;1097.0;217.0;-66.0;-86.0;68.0;130.0;223.0;52.67;10.0;;10.0;10.0;;;232.0;9.0;6.0;26.0;58.31;50.57;5.0;51.59;68.0;37.21;5.83;5.83;30.0;;169.0;;169.0;28.0;1.0;6.0;16.0;;978.0;978.0;120.0;;91.0;1205.0;;4.0;3.0;8.0;;22.0;212.0;;70.0;1.0;283.0;;;;375.0;393.0;329.0;;1409.0;;1409.0;;175.0;26.0;;;19.0;-2.0;;5.0;;-2.0;-87.0;;;;22.0;;;;-81.0;-5.0;3.0;169.0;100.0;;0.05;325.12;120.98;89.83;56.1;60.48;758.46;30.0;1.2;0.1;37.9;9753.0;50.6;530.0;3629.0;27.9;37.2;3640.0;4402.0;22754.0;13.0;17.7;16.0;53.6;62.5;0.048
2017.0;640.0;86.0;471.0;75.0;427.0;297.0;30.0;294.0;2880.0;123.0;1166.0;1325.0;307.0;-252.0;4.0;60.0;232.0;555.0;13.35;10.0;;10.0;10.0;;;565.0;13.0;31.0;59.0;73.52;11.73;351.0;66.61;83.0;46.34;9.89;9.89;30.0;;238.0;;238.0;39.0;3.0;15.0;24.0;131.0;2430.0;2561.0;;;;2586.0;;40.0;9.0;15.0;;74.0;889.0;;154.0;1.0;1044.0;;;;395.0;506.0;423.0;;2491.0;389.0;2880.0;;297.0;59.0;;;28.0;-3.0;;8.0;;-77.0;-75.0;-200.0;;;23.0;-277.0;;;-94.0;375.0;1.0;238.0;178.0;;0.05;419.66;194.48;151.99;61.6;49.05;868.0;30.0;0.9;0.0;33.6;12590.0;11.7;1166.0;5834.0;19.5;46.3;3379.0;17471.0;26040.0;14.0;16.5;22.4;68.3;40.5;0.051
2018.0;784.0;401.0;497.0;396.0;352.0;254.0;30.0;305.0;2859.0;123.0;992.0;1481.0;392.0;-67.0;-330.0;-5.0;308.0;383.0;51.13;5.0;;12.0;12.0;;-7.0;388.0;14.0;63.0;90.0;63.44;50.48;-44.0;44.88;91.0;32.37;8.46;8.46;30.0;;233.0;;233.0;58.0;2.0;12.0;28.0;-398.0;2921.0;2523.0;;;2.0;2553.0;;23.0;25.0;14.0;;74.0;712.0;;157.0;1.0;870.0;;;;395.0;505.0;581.0;;2473.0;385.0;2859.0;;254.0;90.0;;;22.0;-5.0;;25.0;;26.0;-83.0;-11.0;;;27.0;-157.0;;;-103.0;-69.0;-0.0;233.0;238.0;;0.05;513.67;166.25;202.0;67.8;54.54;970.2;30.0;1.0;0.0;39.0;15410.0;50.5;1761.0;4988.0;26.0;32.4;3593.0;14000.0;29106.0;12.8;16.5;17.1;59.2;33.6;0.051
2019.0;888.0;450.0;547.0;448.0;405.0;289.0;30.0;414.0;3037.0;135.0;990.0;1645.0;449.0;-126.0;-234.0;85.0;311.0;438.0;50.69;2.0;;13.0;13.0;;-11.0;440.0;18.0;57.0;97.0;61.62;50.42;-43.0;45.55;104.0;32.49;9.62;9.62;30.0;;327.0;;327.0;65.0;3.0;20.0;27.0;136.0;2458.0;2594.0;;;1.0;2623.0;;20.0;30.0;20.0;;85.0;695.0;;159.0;1.0;855.0;;1.0;;410.0;551.0;684.0;;2635.0;402.0;3037.0;;289.0;97.0;;;23.0;-7.0;;18.0;;41.0;-138.0;;;;12.0;-19.0;;;-158.0;-56.0;-4.0;327.0;242.0;;0.05;560.72;182.19;196.23;100.0;87.16;1038.6;30.0;0.9;0.0;61.6;16822.0;50.4;1837.0;5466.0;25.8;32.5;5286.0;13163.0;31158.0;13.4;17.1;17.5;45.1;51.0;0.053
2020.0;634.0;168.0;279.0;165.0;143.0;99.0;30.0;388.0;3035.0;139.0;940.0;1691.0;148.0;-144.0;-57.0;-50.0;-20.0;466.0;26.54;4.0;;12.0;12.0;;-8.0;470.0;13.0;47.0;97.0;44.06;25.95;-21.0;22.62;37.0;15.62;3.3;3.3;30.0;;261.0;;261.0;114.0;2.0;11.0;25.0;129.0;2493.0;2622.0;0.0;;;2647.0;;38.0;58.0;4.0;;43.0;641.0;;159.0;1.0;801.0;;1.0;;390.0;609.0;692.0;;2632.0;403.0;3035.0;;99.0;97.0;;;-19.0;-23.0;;11.0;;-30.0;-167.0;-1.0;;;23.0;-24.0;;;;-33.0;4.0;261.0;311.0;;0.05;420.82;65.74;-13.05;;110.95;1122.2;30.0;2.0;0.1;;12625.0;26.0;1935.0;1972.0;25.5;15.6;4949.0;12762.0;33666.0;5.4;6.9;5.9;100.0;;0.05
2021.0;916.0;598.0;514.0;422.0;396.0;292.0;30.0;563.0;3211.0;185.0;978.0;1813.0;501.0;-166.0;-161.0;174.0;321.0;318.0;65.25;176.0;;78.0;78.0;;97.0;494.0;10.0;41.0;97.0;56.15;46.09;-26.0;43.26;84.0;31.85;9.73;9.73;30.0;;428.0;;428.0;130.0;;6.0;9.0;;;2632.0;1.0;;5.0;2647.0;;14.0;28.0;;;142.0;644.0;;148.0;1.0;794.0;;;;379.0;1322.0;112.0;;2791.0;419.0;3211.0;;292.0;97.0;;;21.0;-37.0;;73.0;;90.0;-179.0;;;;13.0;-224.0;;;-120.0;182.0;2.0;428.0;253.0;;0.05;626.16;199.46;219.55;82.1;122.56;1239.22;30.0;0.9;0.0;45.0;18785.0;46.1;1993.0;5984.0;21.3;31.9;7767.0;13201.0;37177.0;12.6;14.9;16.1;58.8;37.4;0.049
