;Revenue;Gross Profit;EBITDA;Operating Income;Income Before Tax;Net Income;Weighted Avg. Shares Outs. Dil.;Total Current Assets;Total Assets;Total Current Liabilities;Total Liabilities;Total Stockholders Equity;Cash Provided by Operating Activities;Cash Used for Investing Activities;Cash Used/Provided by Financing Activities;Net Change In Cash;Free Cash Flow;COGS;Gross Profit Ratio;Operating Expenses;R&D Expenses;Selling, G&A Exp.;General and Admin. Exp.;Selling and Marketing Exp;Other Expenses;COGS and Expenses;Interest Income;Interest Expense;Depreciation and Amortization;EBITDA ratio;Operating Income ratio;Total Other Income Exp.(Gains);Income Before Tax ratio;Income Tax Expense (Gain);Net Income Ratio;EPS;EPS Diluted;Weighted Avg. Shares Outs.;I_SEC Link;Cash and Cash Equivalents;Short-Term Investments;Cash & Short-Term Investments;Net Receivables;Inventory;Other Current Assets;PP&E;Goodwill;Intangible Assets;Goodwill and Intangible Assets;Investments;Tax Assets;Other Non-Current Assets;Total Non-Current Assets;Other Assets;Accounts Payable;Short-Term Debt;Tax Payable;Deferred Revenue;Other Current Liabilities;Long-Term Debt;Deferred Revenue;Deferred Tax Liabilities;Other Non-Current Liabilities;Total Non-Current Liabilities;Other Liabilities;Capital Lease Obligations;Preferred Stock;Common Stock;Retained Earnings;Other Compreh. Income(Loss);Other Total Stockhold. Equity;Total Liab.&Stockhold. Equity;Minority Interest;Total Liabilities & Equity;B_SEC Link;Net_Income;Depreciation_and_Amortization;Deferred_Income_Tax;Stock Based Compensation;Change in Working Capital;Accounts Receivable;Inventory;Accounts Payable;Other Working Capital;Other Non-Cash Items;CAPEX;Acquisitions Net;Purchases of Investments;Sales/Maturities of Investments;Other Investing Activities;Debt Repayment;Common Stock Issued;Common Stock Repurchased;Dividends Paid;Other Financing Activities;Effect of Forex Changes on Cash;Cash at the End of Period;Cash at the Beginning of Period;C_SEC Link;Dunno;Revenue per share;Earnings per share;FCF per share;Dividends per share;CAPEX per share;Book Value per sh.;Comm.Shares outs.;Avg. annual P/E ratio;P/E to S&P500;Avg. annual div. yield;Revenue (m);Operating margin;Depreciation (m);Net profit (m);Income tax rate;Net profit margin;Working capital (m);Long-term debt (m);Equity (m);ROIC;Return on capital;Return on equity;Plowback ratio;Div.&Repurch./FCF;Forex (ARS/USD)
2008.0;880.0;;450.0;;102.0;93.0;179.0;5817.0;7476.0;;6803.0;601.0;480.0;-82.0;-56.0;343.0;456.0;;;;;263.0;242.0;21.0;;;660.0;348.0;;51.11;;;11.6;9.0;10.57;0.52;0.52;179.0;;1228.0;;1228.0;821.0;;3768.0;128.0;;;16.0;1515.0;;;1659.0;9135.0;;;;;;;;;;;6803.0;;;136.0;172.0;202.0;91.0;7404.0;72.0;7476.0;;93.0;;;;;;;;;387.0;-24.0;;;;-82.0;;;;-47.0;-8.0;;1349.0;1007.0;;0.29;17.01;1.8;8.81;0.92;0.47;11.61;179.0;2.6;0.1;19.3;3041.0;;;321.0;8.9;10.6;20093.0;;2076.0;5.5;6.1;15.5;49.0;10.4;0.289
2009.0;979.0;;572.0;;287.0;189.0;163.0;4874.0;6944.0;;6118.0;770.0;;-87.0;-13.0;304.0;376.0;;;;;283.0;266.0;17.0;;;937.0;267.0;18.0;58.35;;;29.28;98.0;19.3;1.16;1.16;163.0;;1383.0;;1383.0;309.0;;3182.0;128.0;;16.0;16.0;1926.0;;;2070.0;9013.0;0.0;;;;;;;;;;6118.0;;;141.0;173.0;-4.0;459.0;6888.0;56.0;6944.0;;189.0;;;;;;;;;-189.0;-29.0;;;;-59.0;;;;-9.0;-3.0;;1531.0;1226.0;;0.26;22.85;4.41;8.76;0.21;0.67;17.96;163.0;0.9;0.0;5.2;3723.0;;68.0;718.0;34.1;19.3;18525.0;;2926.0;5.3;8.0;24.6;95.1;2.5;0.263
2010.0;1188.0;;617.0;;381.0;302.0;179.0;6142.0;8207.0;;7218.0;944.0;197.0;-69.0;-19.0;109.0;173.0;;;;;453.0;427.0;25.0;;;968.0;206.0;30.0;51.94;;;32.11;80.0;25.41;1.69;1.69;179.0;;1434.0;;1434.0;494.0;;4215.0;132.0;;17.0;17.0;1916.0;;;2064.0;10271.0;;;;;;;;;;;7218.0;;;135.0;664.0;22.0;123.0;8162.0;45.0;8207.0;;302.0;;;;;;;;;-105.0;-24.0;;-44.0;;-1.0;;;;-121.0;102.0;;1575.0;1466.0;;0.25;26.37;6.7;3.83;2.68;0.53;20.96;179.0;1.2;0.1;32.3;4715.0;;117.0;1198.0;20.9;25.4;24385.0;;3747.0;5.7;7.2;32.0;59.9;70.0;0.252
2011.0;1105.0;;703.0;;362.0;234.0;183.0;7587.0;9063.0;131.0;8145.0;899.0;974.0;-88.0;-800.0;85.0;945.0;;;;;428.0;314.0;114.0;;;886.0;313.0;29.0;63.63;;;32.76;128.0;21.14;1.28;1.28;183.0;;1476.0;;1476.0;787.0;;5323.0;135.0;;19.0;19.0;1322.0;;;1476.0;10538.0;;131.0;;;;;;;;;8014.0;;;125.0;242.0;-78.0;610.0;9043.0;19.0;9063.0;;234.0;;;;;;;;;740.0;-28.0;;;;-60.0;4.0;;;-190.0;-614.0;;1538.0;1453.0;;0.23;26.01;5.5;22.25;4.47;0.66;21.15;183.0;1.6;0.1;50.3;4756.0;;123.0;1006.0;35.5;21.1;32090.0;;3868.0;4.9;7.5;26.0;18.6;20.1;0.232
2012.0;1162.0;;869.0;;433.0;257.0;179.0;8089.0;9108.0;;8041.0;1044.0;;-141.0;-118.0;494.0;728.0;;;;;398.0;368.0;30.0;;;1124.0;419.0;18.0;74.82;;;37.27;176.0;22.13;1.43;1.43;179.0;;1752.0;;1752.0;411.0;;5926.0;132.0;;24.0;24.0;864.0;;;1020.0;10128.0;154.0;;176.0;;;277.0;15.0;;;292.0;8333.0;;;109.0;834.0;-75.0;176.0;9084.0;24.0;9108.0;;257.0;;;;;;;;;-257.0;-26.0;3.0;;3.0;-121.0;-0.0;;;;-118.0;;1840.0;1346.0;;0.2;31.91;7.06;19.99;;0.71;28.68;179.0;0.7;0.0;;5711.0;;87.0;1264.0;40.6;22.1;39772.0;1364.0;5132.0;5.6;9.4;24.6;100.0;;0.203
2013.0;1202.0;;997.0;;483.0;311.0;179.0;8261.0;8978.0;;7853.0;1098.0;;-178.0;-84.0;699.0;932.0;;;;;376.0;350.0;26.0;;;1178.0;499.0;16.0;83.0;;;40.16;172.0;25.84;1.73;1.73;179.0;;1976.0;;1976.0;499.0;;5786.0;134.0;;19.0;19.0;563.0;;;716.0;9694.0;183.0;;165.0;;;286.0;42.0;;;329.0;8182.0;;;82.0;939.0;-65.0;141.0;8951.0;26.0;8978.0;;311.0;;;;;;;;;-311.0;-28.0;;;;-150.0;;;;;-84.0;;2087.0;1388.0;;0.15;43.77;11.31;33.96;;1.04;39.99;179.0;0.5;0.0;;7833.0;;101.0;2024.0;35.7;25.8;53856.0;1867.0;7156.0;7.1;11.0;28.3;100.0;;0.153
2014.0;1339.0;;1247.0;;569.0;374.0;179.0;7127.0;8678.0;;7439.0;1207.0;;-169.0;-81.0;-76.0;138.0;;;;;412.0;385.0;27.0;;;1454.0;661.0;16.0;93.14;;;42.53;195.0;27.96;2.09;2.09;179.0;;1467.0;;1467.0;610.0;;5050.0;137.0;;17.0;17.0;1397.0;;;1551.0;10228.0;49.0;;191.0;;;293.0;65.0;;;358.0;7797.0;;;63.0;1086.0;-58.0;115.0;8645.0;32.0;8678.0;;374.0;;;;;;;;;-374.0;-35.0;;;;-133.0;;;;-3.0;-78.0;;1513.0;1589.0;;0.12;64.05;17.91;6.62;0.16;1.68;57.73;179.0;0.6;0.0;1.5;11462.0;;140.0;3204.0;34.3;28.0;61013.0;2511.0;10332.0;9.4;14.2;31.0;99.1;2.4;0.117
2015.0;1058.0;;1017.0;;451.0;292.0;179.0;7298.0;8555.0;;7470.0;1060.0;;-150.0;-88.0;1191.0;1407.0;;;;;321.0;302.0;19.0;;;1252.0;550.0;16.0;96.1;;;42.62;158.0;27.64;1.63;1.63;179.0;;2161.0;;2161.0;554.0;;4584.0;97.0;;18.0;18.0;1142.0;;;1257.0;9813.0;0.0;;120.0;;;287.0;73.0;;;360.0;7829.0;;;41.0;980.0;-48.0;86.0;8529.0;26.0;8555.0;;292.0;;;;;;;;;-292.0;-22.0;;;;-129.0;;;;;-88.0;;2191.0;1001.0;;0.08;76.5;21.15;101.79;;1.58;76.65;179.0;0.9;0.0;;13691.0;;201.0;3784.0;35.1;27.6;94466.0;3717.0;13716.0;7.6;11.7;27.6;100.0;;0.077
2016.0;1105.0;;1045.0;;384.0;229.0;179.0;8471.0;9554.0;;8479.0;1036.0;;-156.0;-199.0;1290.0;1618.0;;;;;382.0;359.0;24.0;;;1341.0;646.0;16.0;94.59;;;34.73;154.0;20.76;1.28;1.28;179.0;;3036.0;;3036.0;351.0;;5084.0;229.0;0.0;20.0;20.0;834.0;;;1083.0;10637.0;0.0;;160.0;;;250.0;82.0;;;332.0;8811.0;;;34.0;971.0;-48.0;79.0;9515.0;39.0;9554.0;;229.0;;;;;;;;;-229.0;-26.0;;-3.0;;-126.0;;;;-92.0;-107.0;;3076.0;1786.0;;0.06;98.05;20.36;143.64;8.18;2.34;91.98;179.0;1.0;0.0;41.1;17548.0;;248.0;3644.0;40.2;20.8;134550.0;3972.0;16460.0;6.5;10.8;22.1;59.8;5.7;0.063
2017.0;1155.0;;868.0;;330.0;208.0;192.0;9959.0;12108.0;;10677.0;1398.0;;-87.0;292.0;-501.0;-844.0;;;;;422.0;399.0;22.0;;;1209.0;513.0;25.0;75.11;;;28.53;122.0;18.01;1.09;1.09;192.0;;2021.0;;2021.0;915.0;;7023.0;263.0;0.0;23.0;23.0;1862.0;;;2149.0;14257.0;0.0;;176.0;;;337.0;94.0;;;431.0;11108.0;;;33.0;987.0;-59.0;437.0;12075.0;33.0;12108.0;;208.0;;;;;;;;;-208.0;-42.0;;;;-46.0;;;;-55.0;347.0;97.0;2121.0;2622.0;;0.05;112.37;20.24;-82.11;5.33;4.05;136.0;192.0;0.9;0.0;27.9;21529.0;;475.0;3878.0;36.9;18.0;185602.0;6274.0;26057.0;4.4;7.0;14.9;73.7;-6.5;0.054
2018.0;1138.0;;783.0;;73.0;-40.0;204.0;8000.0;9592.0;;8383.0;1207.0;1303.0;-22.0;-42.0;1132.0;1252.0;;;;;529.0;529.0;;;;1498.0;656.0;51.0;68.77;;;6.45;115.0;-3.47;-0.19;-0.19;204.0;;2629.0;652.0;3281.0;47.0;;4672.0;449.0;17.0;14.0;17.0;1126.0;;;1592.0;11184.0;3.0;;118.0;;;212.0;49.0;50.0;;311.0;8694.0;;;16.0;-177.0;807.0;562.0;9591.0;1.0;9592.0;;-40.0;51.0;;;1057.0;;;;957.0;234.0;-50.0;-2.0;-2.0;;33.0;-35.0;;;-35.0;28.0;473.0;2629.0;1498.0;;0.03;210.11;-7.29;231.14;6.4;9.31;222.86;204.0;-2.2;-0.1;39.3;42908.0;;1922.0;-1490.0;156.7;-3.5;301538.0;8001.0;45512.0;-4.3;7.6;-3.3;187.7;;0.027
2019.0;1447.0;;1184.0;;302.0;268.0;204.0;6227.0;7585.0;;6176.0;1382.0;643.0;14.0;-82.0;64.0;593.0;;;;;423.0;412.0;11.0;;;1918.0;811.0;70.0;81.8;;;20.88;35.0;18.5;1.31;1.31;204.0;;2610.0;755.0;3364.0;85.0;;2778.0;435.0;;13.0;13.0;909.0;;;1358.0;8943.0;6.0;;125.0;;;267.0;50.0;;;317.0;6493.0;42.0;;10.0;-320.0;1143.0;550.0;7558.0;26.0;7585.0;;268.0;70.0;;;-316.0;;;;-1754.0;621.0;-50.0;4.0;;42.0;18.0;-108.0;;;-62.0;88.0;429.0;2610.0;2546.0;;0.02;424.3;78.48;173.86;18.13;14.68;405.24;204.0;0.1;0.0;219.8;86651.0;;4208.0;16028.0;11.5;18.5;372860.0;15985.0;82760.0;13.0;14.7;19.4;76.9;10.4;0.017
2020.0;1151.0;;756.0;;215.0;120.0;204.0;6184.0;8240.0;;6878.0;1336.0;-121.0;-32.0;-121.0;-722.0;-158.0;;;;;400.0;391.0;9.0;;;1409.0;493.0;48.0;65.72;;;18.7;96.0;10.38;0.7;0.7;204.0;;1808.0;1517.0;3325.0;141.0;;2718.0;402.0;;18.0;18.0;1636.0;;;2056.0;10296.0;0.0;;54.0;;;163.0;64.0;0.0;;227.0;7105.0;35.0;;7.0;-693.0;1487.0;535.0;8214.0;26.0;8240.0;;120.0;48.0;;;-753.0;;;;233.0;464.0;-37.0;;;;5.0;-145.0;;;;24.0;124.0;1808.0;2529.0;;0.01;474.05;49.22;-65.06;;15.41;550.29;204.0;0.1;0.0;;96811.0;;4066.0;10051.0;44.4;10.4;520076.0;13717.0;112381.0;4.8;8.6;8.9;100.0;;0.012
2021.0;1612.0;;1147.0;;205.0;206.0;204.0;7502.0;10034.0;;8450.0;1553.0;1092.0;-55.0;-25.0;-109.0;1014.0;;;;;621.0;621.0;;;;2093.0;887.0;54.0;71.14;;;12.74;-1.0;12.8;1.01;1.01;204.0;;2127.0;;2127.0;50.0;;5325.0;496.0;;;36.0;2000.0;;;2532.0;12566.0;;;3.0;;;5.0;;80.0;;85.0;8535.0;;;6.0;192.0;690.0;665.0;10003.0;31.0;10034.0;;136.0;54.0;;;-411.0;;;;-681.0;1312.0;-78.0;;;;23.0;-25.0;;;;;-224.0;2126.0;2235.0;;0.01;810.37;103.72;509.63;;39.38;780.49;204.0;0.0;0.0;;165507.0;;5582.0;21183.0;-0.4;12.8;770265.0;503.0;159405.0;11.0;10.9;13.3;100.0;;0.01
