;Revenue;Gross Profit;EBITDA;Operating Income;Income Before Tax;Net Income;Weighted Avg. Shares Outs. Dil.;Total Current Assets;Total Assets;Total Current Liabilities;Total Liabilities;Total Stockholders Equity;Cash Provided by Operating Activities;Cash Used for Investing Activities;Cash Used/Provided by Financing Activities;Net Change In Cash;Free Cash Flow;COGS;Gross Profit Ratio;Operating Expenses;R&D Expenses;Selling, G&A Exp.;General and Admin. Exp.;Selling and Marketing Exp;Other Expenses;COGS and Expenses;Interest Income;Interest Expense;Depreciation and Amortization;EBITDA ratio;Operating Income ratio;Total Other Income Exp.(Gains);Income Before Tax ratio;Income Tax Expense (Gain);Net Income Ratio;EPS;EPS Diluted;Weighted Avg. Shares Outs.;I_SEC Link;Cash and Cash Equivalents;Short-Term Investments;Cash & Short-Term Investments;Net Receivables;Inventory;Other Current Assets;PP&E;Goodwill;Intangible Assets;Goodwill and Intangible Assets;Investments;Tax Assets;Other Non-Current Assets;Total Non-Current Assets;Other Assets;Accounts Payable;Short-Term Debt;Tax Payable;Deferred Revenue;Other Current Liabilities;Long-Term Debt;Deferred Revenue;Deferred Tax Liabilities;Other Non-Current Liabilities;Total Non-Current Liabilities;Other Liabilities;Capital Lease Obligations;Preferred Stock;Common Stock;Retained Earnings;Other Compreh. Income(Loss);Other Total Stockhold. Equity;Total Liab.&Stockhold. Equity;Minority Interest;Total Liabilities & Equity;B_SEC Link;Net_Income;Depreciation_and_Amortization;Deferred_Income_Tax;Stock Based Compensation;Change in Working Capital;Accounts Receivable;Inventory;Accounts Payable;Other Working Capital;Other Non-Cash Items;CAPEX;Acquisitions Net;Purchases of Investments;Sales/Maturities of Investments;Other Investing Activities;Debt Repayment;Common Stock Issued;Common Stock Repurchased;Dividends Paid;Other Financing Activities;Effect of Forex Changes on Cash;Cash at the End of Period;Cash at the Beginning of Period;C_SEC Link;Dunno;Revenue per share;Earnings per share;FCF per share;Dividends per share;CAPEX per share;Book Value per sh.;Comm.Shares outs.;Avg. annual P/E ratio;P/E to S&P500;Avg. annual div. yield;Revenue (m);Operating margin;Depreciation (m);Net profit (m);Income tax rate;Net profit margin;Working capital (m);Long-term debt (m);Equity (m);ROIC;Return on capital;Return on equity;Plowback ratio;Div.&Repurch./FCF;Forex (JPY/USD)
1999.0;;;;;;;1890.0;;;;;;;;;;;;27.84;;;;;;;;;;;13.65;5.88;;6.88;;3.54;;;1890.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2000.0;;;;;;;1875.0;;;;;;;;;;;;27.41;;;;;;;;;;;13.6;5.5;;7.12;;3.79;;;1875.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2001.0;;;;;;;1868.0;;;;;;;;;;;;18.96;;;;;;;;;;;15.1;6.02;;9.12;;5.14;;;1868.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2002.0;;;;;;;1828.0;;;;;;;;;;;;20.84;;;;;;;;;;;12.5;7.64;;6.84;;3.89;;;1828.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2003.0;;;;;;;1777.0;;;;;;;;;;;;20.41;;;;;;;;;;;13.8;8.2;;8.18;;4.84;;;1777.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2004.0;;;;;;;1695.0;;;;;;;;;;;;19.8;;;;;;;;;;;16.27;9.64;;10.21;;6.72;;;1695.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2005.0;;;;;;;1648.0;;;;;;;;;;;;19.84;;;;;;;;;;;15.24;9.01;;9.46;;6.31;;;1648.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2006.0;;;;;;;1627.0;;;;;;;;;;;;19.45;;;;;;;;;;;16.06;8.93;;9.92;;6.52;;;1627.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12957.63;845.18;-157.52;150.64;1706.94;6504.68;1627.0;0.1;0.0;136.2;21078508.0;8.9;1213630.0;1374882.0;38.1;6.5;707863.0;5651601.0;10581333.0;7.4;7.7;13.0;82.2;-146.3;
2007.0;;;;;;;1606.0;;;;;;;;;;;;19.71;;;;;;;;;;;16.39;9.35;;9.95;;6.87;;;1605.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;14889.94;1022.22;250.22;210.87;1763.18;7359.17;1605.0;0.1;0.0;174.0;23901501.0;9.3;1379912.0;1640884.0;37.7;6.9;16848.0;6251428.0;11813019.0;7.8;8.0;13.9;79.4;157.8;
2008.0;;;;;;;1589.0;;;;;;;;;;;;18.14;;;;;;;;;;;15.67;8.64;;9.27;;6.53;;;1589.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;16468.28;1076.11;138.83;269.88;1728.96;7435.37;1589.0;0.1;0.0;298.2;26163526.0;8.6;1483996.0;1709642.0;37.4;6.5;144780.0;5953335.0;11812743.0;8.3;8.3;14.5;74.9;335.0;
2009.0;;;;;;;1570.0;;;;;;;;;;;;10.1;;;;;;;;;;;5.11;-2.25;;-2.73;;-2.13;;;1570.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;13074.42;-278.27;940.58;280.21;;6407.56;1570.0;-0.3;-0.0;369.9;20529570.0;-2.2;1495170.0;-436937.0;10.1;-2.1;709636.0;6301469.0;10061207.0;-2.2;-1.6;-4.3;200.7;;
2010.0;20277541.0;2425878.0;1674304.0;157842.0;311871.0;224118.0;1568.0;13988756.0;32473737.0;11434249.0;20778163.0;11084904.0;2737627.0;-3049697.0;-297441.0;-619031.0;1199394.0;17851663.0;11.96;2268036.0;;;;;2268036.0;20119699.0;83700.0;35748.0;1513589.0;8.26;0.78;154029.0;1.54;-99150.0;1.11;142.93;142.93;1568.0;;2416563.0;1918687.0;4335249.0;6908078.0;1521939.0;1223489.0;7180664.0;;;;4425091.0;;6879226.0;18484981.0;;2093460.0;5882857.0;164124.0;;3457932.0;7506488.0;;870146.0;967280.0;9343914.0;;;;;12378404.0;-906113.0;;31863067.0;610670.0;32473737.0;;224118.0;1513589.0;27325.0;;821940.0;;59983.0;694659.0;-374657.0;150656.0;-1538233.0;-1091.0;-2582126.0;1186353.0;-114599.0;-3143876.0;;-10969.0;-184549.0;3041953.0;-9521.0;1996348.0;2615380.0;;1.07;12085.93;133.58;714.87;110.0;916.83;6606.89;1568.0;0.6;0.0;146.9;18950973.0;0.8;1414569.0;209456.0;-31.8;1.1;2387390.0;7015409.0;10359723.0;1.0;0.5;2.0;17.7;16.3;1.07
2011.0;22828514.0;2858553.0;1562774.0;562825.0;677018.0;490595.0;1568.0;14218183.0;35838454.0;12969691.0;22713677.0;12418477.0;2432656.0;-2543634.0;522018.0;258364.0;400014.0;19969960.0;12.52;2295729.0;;;;;2295729.0;22265689.0;109098.0;35237.0;1412921.0;6.85;2.47;114194.0;2.97;-375980.0;2.15;312.9;312.88;1568.0;;2745840.0;1472850.0;4218691.0;7081783.0;1567568.0;1350140.0;7582979.0;;;;6488479.0;;7548813.0;21620271.0;;1806542.0;7153512.0;135576.0;;4009637.0;7751318.0;;973692.0;1018977.0;9743986.0;;;;;14225286.0;-1375840.0;;35132154.0;706300.0;35838454.0;;490595.0;1412921.0;103015.0;;585808.0;506508.0;62268.0;-488224.0;220409.0;-159683.0;-2032642.0;;-5314929.0;4466448.0;337490.0;-2992289.0;;-34395.0;-169612.0;3718313.0;-152676.0;2500804.0;2242440.0;;1.2;12113.78;260.33;212.26;90.0;1078.61;6589.77;1568.0;0.3;0.0;117.1;18993688.0;2.5;1175573.0;408183.0;-55.5;2.1;1038765.0;6449220.0;10332371.0;1.1;0.4;4.0;65.4;51.0;1.202
2012.0;22432328.0;2649692.0;1975519.0;429277.0;522521.0;342284.0;1572.0;14872907.0;36998780.0;14221538.0;23640434.0;12735220.0;1753234.0;-1741432.0;-428939.0;-484662.0;-96142.0;19782636.0;11.81;2220415.0;;;;;2220415.0;22003050.0;120547.0;27669.0;1288978.0;8.81;1.91;93244.0;2.33;316589.0;1.53;217.78;217.76;1572.0;;2026962.0;1522601.0;3549563.0;7874240.0;1958257.0;1490847.0;7526727.0;;;;7211890.0;;7387255.0;22125873.0;;2707022.0;7198262.0;161483.0;;4316254.0;7293633.0;;1097113.0;1028151.0;9418896.0;;;;479279.0;14385100.0;-1422969.0;-706190.0;36375654.0;623126.0;36998780.0;;342284.0;1288978.0;7719.0;;113366.0;-706714.0;-416357.0;913006.0;134181.0;887.0;-1849376.0;-177.0;-3830894.0;3448473.0;490541.0;-3461446.0;;-45203.0;-189255.0;3266965.0;-67524.0;2026962.0;2511624.0;;1.21;11824.22;180.42;-50.68;99.76;974.82;6712.81;1572.0;0.4;0.0;125.0;18583653.0;1.9;1067830.0;283559.0;60.6;1.5;539615.0;6042277.0;10550261.0;1.2;1.9;2.7;44.7;-243.9;1.207
2013.0;23410108.0;3632012.0;2803082.0;1401462.0;1489272.0;1020855.0;1584.0;14625768.0;37647799.0;13700184.0;24095799.0;12889065.0;2600846.0;-3211978.0;506354.0;41482.0;506271.0;19778096.0;15.51;2230550.0;;;;;2230550.0;22008646.0;104692.0;24368.0;1172521.0;11.97;5.99;87809.0;6.36;585339.0;4.36;644.71;644.62;1583.0;;1823113.0;1647057.0;3470170.0;7980855.0;1820449.0;1354294.0;7269165.0;;;;7723937.0;;8028930.0;23022031.0;;2242718.0;7208387.0;165798.0;;4249078.0;7785431.0;;1470469.0;1139716.0;10395615.0;;;;421270.0;13463248.0;-377847.0;-617606.0;36984864.0;662935.0;37647799.0;;1020855.0;1172521.0;169768.0;;310844.0;-178524.0;53562.0;-222050.0;387113.0;-73142.0;-2094575.0;17205.0;-3620581.0;2831906.0;-345933.0;-2845746.0;;-45727.0;-201598.0;3599426.0;146260.0;1823113.0;1781631.0;;1.06;13934.21;607.64;301.34;120.0;1246.74;7671.86;1583.0;0.2;0.0;102.3;22064192.0;6.0;1105109.0;962163.0;39.3;4.4;872370.0;7337824.0;12148035.0;4.3;4.4;7.9;80.3;48.9;1.061
2014.0;24885185.0;4737202.0;3740162.0;2220140.0;2364430.0;1765873.0;1586.0;15224170.0;40136336.0;14219711.0;25395226.0;14014817.0;3531550.0;-4200090.0;890608.0;312735.0;936969.0;20147983.0;19.04;2517062.0;;;;;2517062.0;22665045.0;111786.0;19014.0;1211576.0;15.03;8.92;144290.0;9.5;743699.0;7.1;1114.47;1113.74;1584.0;;1977077.0;2157154.0;4134231.0;7764635.0;1835210.0;1490094.0;7401361.0;;;;8906104.0;;8604701.0;24912166.0;;2143723.0;7536176.0;576151.0;;4539813.0;8278537.0;;1754954.0;1142023.0;11175514.0;;;;384583.0;13673043.0;511577.0;-554386.0;39410042.0;726294.0;40136336.0;;1765873.0;1211576.0;-54512.0;;651832.0;-118098.0;-107339.0;63261.0;195517.0;-43220.0;-2594580.0;6396.0;-4589496.0;3215100.0;-237509.0;-2895071.0;8923.0;;-383595.0;4160351.0;90667.0;1977077.0;1664342.0;;0.97;16214.58;1150.6;610.51;249.94;1690.57;9131.71;1584.0;0.1;0.0;215.3;25691911.0;8.9;1250853.0;1823119.0;31.5;7.1;1037021.0;8546910.0;14469148.0;6.9;6.4;12.6;78.3;40.0;0.969
2015.0;22667292.0;4488465.0;3744312.0;2289294.0;2407701.0;1808869.0;1580.0;14928463.0;39725538.0;13675934.0;25037666.0;13972761.0;3067652.0;-3173968.0;254721.0;202571.0;273148.0;18178827.0;19.8;2199170.0;;;;;2199170.0;20377997.0;122450.0;19036.0;1172773.0;16.52;10.1;118406.0;10.62;743634.0;7.98;1145.28;1144.68;1579.0;;1901437.0;2439821.0;4341258.0;7323599.0;1779139.0;1484467.0;7736827.0;;;;8592321.0;;8467927.0;24797074.0;;2006332.0;7460314.0;290295.0;;4209287.0;8334981.0;;1913016.0;1113735.0;11361731.0;;;;330465.0;12977177.0;1229761.0;-564641.0;39010427.0;715110.0;39725538.0;;1808869.0;1172773.0;-22378.0;;161628.0;-57826.0;-142324.0;124893.0;66383.0;-53241.0;-2794504.0;;-2658611.0;2233062.0;46085.0;-2881620.0;;-289461.0;-461871.0;3887672.0;54165.0;1901437.0;1698866.0;;0.83;17243.42;1376.04;207.79;351.35;2125.83;10629.34;1579.0;0.1;0.0;271.0;27234521.0;10.1;1409075.0;2173338.0;30.9;8.0;1504901.0;10014395.0;16788131.0;7.0;6.6;12.9;74.5;275.1;0.832
2016.0;25227649.0;5149475.0;4309727.0;2534897.0;2649839.0;2054135.0;1572.0;16173725.0;42125192.0;14321742.0;26485405.0;14874628.0;3962133.0;-2826736.0;-376216.0;581656.0;356738.0;20078174.0;20.41;2614578.0;;;;;2614578.0;22692752.0;140213.0;31445.0;1444068.0;17.08;10.05;114942.0;10.5;780079.0;8.14;1316.95;1306.29;1556.0;;2610800.0;2259068.0;4869868.0;7429117.0;1831034.0;2043706.0;8651438.0;;;;8945427.0;;8354601.0;25951467.0;;2122367.0;7568430.0;304941.0;;4630944.0;8679548.0;;1817336.0;1666778.0;12163663.0;;;;352660.0;14916644.0;542484.0;-937160.0;41360032.0;765159.0;42125192.0;;2054135.0;1444068.0;29212.0;;431949.0;-22365.0;-61208.0;106922.0;264056.0;2769.0;-3605396.0;;-1951799.0;3033927.0;-303468.0;-3709303.0;421821.0;-691173.0;-627027.0;4229466.0;-177525.0;2610800.0;2029144.0;;0.89;18258.0;1486.64;258.18;453.8;2609.33;10765.21;1556.0;0.1;0.0;408.6;28403118.0;10.0;1625837.0;2312694.0;29.4;8.1;2085097.0;9772065.0;16746935.0;7.5;6.9;13.8;69.5;251.3;0.888
2017.0;24771240.0;4364900.0;3680440.0;1790148.0;1969177.0;1643603.0;1528.0;16007525.0;43758167.0;15545503.0;27437038.0;15721295.0;3064619.0;-2665817.0;-336748.0;49949.0;-114175.0;20406340.0;17.62;2574752.0;;;;;2574752.0;22981092.0;142703.0;26347.0;1445989.0;14.86;7.23;179029.0;7.95;564501.0;6.64;1086.94;1075.72;1504.0;;2688379.0;2606857.0;5295236.0;7853510.0;2144023.0;714756.0;9152925.0;;;;9447749.0;;9149968.0;27750642.0;;2303584.0;8297532.0;200680.0;;4944387.0;8896649.0;;1277936.0;1716950.0;11891535.0;;;;356392.0;15798720.0;575292.0;-1009109.0;43158333.0;599834.0;43758167.0;;1643603.0;1445989.0;-47841.0;;118480.0;-237670.0;-221102.0;131011.0;260486.0;-95611.0;-3178794.0;39740.0;-2259266.0;1706823.0;1025679.0;-3451769.0;;-631898.0;-572823.0;4319742.0;-12105.0;2688379.0;2638431.0;;0.9;18348.66;1217.46;-84.57;424.3;2354.61;11645.15;1504.0;0.1;0.0;369.7;27597193.0;7.2;1610950.0;1831109.0;28.7;6.6;514730.0;9911596.0;17514812.0;5.8;5.2;10.5;65.1;-1055.2;0.898
2018.0;27640243.0;5165328.0;4478216.0;2257790.0;2465300.0;2346339.0;1497.0;17078019.0;47330001.0;16743315.0;29050161.0;17626812.0;3960776.0;-3443415.0;-422546.0;53808.0;575113.0;22474915.0;18.69;2907538.0;;;;;2907538.0;25382453.0;168912.0;25953.0;1631378.0;16.2;8.17;207509.0;8.92;474545.0;8.49;1584.31;1566.96;1474.0;;2871575.0;2511563.0;5383138.0;8521019.0;2389433.0;784428.0;9659827.0;;;;10501435.0;;10090720.0;30251982.0;;2433527.0;8788192.0;434957.0;;5521597.0;9413997.0;;1051970.0;1840879.0;12306846.0;;;;373545.0;18320635.0;409906.0;-1477273.0;46676973.0;653028.0;47330001.0;;2346339.0;1631378.0;-223874.0;;452924.0;-99193.0;-161016.0;43886.0;398651.0;-245991.0;-3385664.0;-542.0;-2872183.0;2374145.0;440830.0;-4188760.0;;-421307.0;-589780.0;4777301.0;-41008.0;2871575.0;2817767.0;;0.94;19936.12;1692.35;414.81;425.39;2441.98;12713.72;1474.0;0.1;0.0;334.0;29379510.0;8.2;1734033.0;2493983.0;19.2;8.5;355765.0;10006374.0;18735982.0;7.7;6.1;13.3;74.9;175.8;0.941
2019.0;27263564.0;4910394.0;3935670.0;2225726.0;2061489.0;1698351.0;1459.0;17029072.0;46847128.0;16440698.0;28746570.0;17452033.0;3397470.0;-2432911.0;-487837.0;439162.0;24994.0;22353170.0;18.01;2684669.0;;;;;2684669.0;25037839.0;203396.0;25326.0;1616722.0;14.44;8.16;-164236.0;7.56;595269.0;6.23;1173.59;1163.78;1436.0;;3224383.0;2032668.0;5257051.0;8648972.0;2396069.0;726980.0;9638316.0;;;;9735871.0;;10443869.0;29818056.0;;2386678.0;8658509.0;289540.0;;5395511.0;9516952.0;;915396.0;1873524.0;12305872.0;;;;358139.0;19832739.0;-826818.0;-1912026.0;46198604.0;648524.0;46847128.0;;1698351.0;1616722.0;-78108.0;;-46714.0;-222654.0;-150546.0;85588.0;144095.0;207218.0;-3372476.0;4519.0;-1660000.0;2434316.0;160730.0;-4006893.0;;-495773.0;-581615.0;4596444.0;-37560.0;3343277.0;2904114.0;;0.9;21051.94;1311.41;19.3;449.1;2604.1;13475.83;1436.0;0.1;0.0;350.9;30225681.0;8.2;1792375.0;1882873.0;28.9;6.2;652299.0;10550945.0;19348152.0;5.5;5.0;9.7;65.8;4310.5;0.902
2020.0;27825914.0;5027472.0;4088089.0;2271135.0;2375018.0;1930227.0;1423.0;17331961.0;48977001.0;16643840.0;29697178.0;18650357.0;3338221.0;-2929355.0;369219.0;656066.0;-4172.0;22798442.0;18.07;2756336.0;;;;;2756336.0;25554778.0;216499.0;29952.0;1492525.0;14.69;8.16;103883.0;8.54;635385.0;6.94;1367.79;1356.43;1399.0;;3895925.0;1401012.0;5296937.0;8621962.0;2263743.0;1149318.0;9856238.0;;;;10665615.0;;11123187.0;31645040.0;;2263057.0;9166908.0;202783.0;;5213875.0;9941187.0;;969834.0;2142317.0;13053338.0;;;;369137.0;21780652.0;-1084284.0;-2415149.0;48347535.0;629466.0;48977001.0;;1930227.0;1492525.0;178639.0;;-291684.0;231398.0;-106075.0;-71038.0;127189.0;28514.0;-3342393.0;-13725.0;-1973021.0;2203766.0;196018.0;-4113851.0;;-442657.0;-585699.0;5511426.0;-122018.0;4102013.0;3445947.0;;0.93;21386.83;1483.56;-3.21;450.16;2568.94;14334.55;1399.0;0.1;0.0;344.0;29929992.0;8.2;1605383.0;2076183.0;26.8;6.9;740154.0;10692898.0;20060618.0;6.0;5.4;10.3;69.7;-24646.1;0.93
2021.0;24577499.0;4364116.0;4137957.0;1984786.0;2648209.0;2027695.0;1421.0;20569728.0;56233452.0;19380947.0;34298664.0;21136646.0;2462900.0;-4230278.0;2473748.0;905274.0;-939931.0;20213383.0;17.76;2379330.0;;;;;2379330.0;22592713.0;95367.0;38310.0;1484958.0;16.84;8.08;663423.0;10.77;586993.0;8.25;1450.79;1435.33;1398.0;;4606584.0;3806979.0;8413563.0;8875115.0;2608178.0;672872.0;10657750.0;;1001207.0;1001207.0;11961304.0;303644.0;11739819.0;35663724.0;;2667501.0;11028710.0;316880.0;;5684735.0;12144505.0;;1126364.0;1646848.0;14917717.0;;325921.0;;358576.0;21768481.0;-13155131.0;12164720.0;55435311.0;798142.0;56233452.0;;2027695.0;1484958.0;586993.0;;-960503.0;4540.0;-219245.0;;-76798.0;-676244.0;-3402831.0;;-2464714.0;1862118.0;-476317.0;-4891529.0;;;-564902.0;7930179.0;198903.0;4606584.0;3701310.0;;0.9;19471.76;1606.46;-744.67;447.55;2695.93;16745.71;1398.0;0.1;0.0;266.9;27214593.0;8.1;1644290.0;2245261.0;22.2;8.3;1316334.0;13447575.0;23404547.0;5.7;4.8;9.6;72.1;-60.1;0.903
