;Revenue;Gross Profit;EBITDA;Operating Income;Income Before Tax;Net Income;Weighted Avg. Shares Outs. Dil.;Total Current Assets;Total Assets;Total Current Liabilities;Total Liabilities;Total Stockholders Equity;Cash Provided by Operating Activities;Cash Used for Investing Activities;Cash Used/Provided by Financing Activities;Net Change In Cash;Free Cash Flow;COGS;Gross Profit Ratio;Operating Expenses;R&D Expenses;Selling, G&A Exp.;General and Admin. Exp.;Selling and Marketing Exp;Other Expenses;COGS and Expenses;Interest Income;Interest Expense;Depreciation and Amortization;EBITDA ratio;Operating Income ratio;Total Other Income Exp.(Gains);Income Before Tax ratio;Income Tax Expense (Gain);Net Income Ratio;EPS;EPS Diluted;Weighted Avg. Shares Outs.;I_SEC Link;Cash and Cash Equivalents;Short-Term Investments;Cash & Short-Term Investments;Net Receivables;Inventory;Other Current Assets;PP&E;Goodwill;Intangible Assets;Goodwill and Intangible Assets;Investments;Tax Assets;Other Non-Current Assets;Total Non-Current Assets;Other Assets;Accounts Payable;Short-Term Debt;Tax Payable;Deferred Revenue;Other Current Liabilities;Long-Term Debt;Deferred Revenue;Deferred Tax Liabilities;Other Non-Current Liabilities;Total Non-Current Liabilities;Other Liabilities;Capital Lease Obligations;Preferred Stock;Common Stock;Retained Earnings;Other Compreh. Income(Loss);Other Total Stockhold. Equity;Total Liab.&Stockhold. Equity;Minority Interest;Total Liabilities & Equity;B_SEC Link;Net_Income;Depreciation_and_Amortization;Deferred_Income_Tax;Stock Based Compensation;Change in Working Capital;Accounts Receivable;Inventory;Accounts Payable;Other Working Capital;Other Non-Cash Items;CAPEX;Acquisitions Net;Purchases of Investments;Sales/Maturities of Investments;Other Investing Activities;Debt Repayment;Common Stock Issued;Common Stock Repurchased;Dividends Paid;Other Financing Activities;Effect of Forex Changes on Cash;Cash at the End of Period;Cash at the Beginning of Period;C_SEC Link;Dunno
1996.0;113.0;;125.0;;47.0;31.0;31.0;;2327.0;;2068.0;259.0;66.0;-160.0;84.0;84.0;64.0;;;;;29.0;29.0;;;;172.0;73.0;4.0;109.88;;;41.62;17.0;26.9;1.0;1.0;31.0;;90.0;;90.0;14.0;;;34.0;;;;;;;;2327.0;;;;;;133.0;;;;133.0;2201.0;;;;184.0;;75.0;2327.0;;2327.0;;31.0;4.0;;;7.0;;;;;25.0;-2.0;;-255.0;243.0;-149.0;-414.0;;;-17.0;515.0;;;99.0;;
1997.0;126.0;;153.0;;62.0;41.0;30.0;;2700.0;;2420.0;279.0;33.0;-181.0;149.0;1.0;31.0;;;;;27.0;27.0;;;;190.0;85.0;6.0;121.51;;;49.72;22.0;32.59;1.37;1.35;30.0;;90.0;;90.0;16.0;;;40.0;;;;;;;;2700.0;;;;;;143.0;;;;143.0;2563.0;;;;166.0;;114.0;2700.0;;2700.0;;41.0;6.0;0.0;;-9.0;;;;;-5.0;-2.0;;-251.0;174.0;-104.0;-286.0;;;-20.0;455.0;;90.0;90.0;;
1998.0;212.0;;231.0;;62.0;44.0;43.0;;4568.0;110.0;4146.0;422.0;-100.0;-305.0;356.0;356.0;-107.0;;;;;70.0;70.0;;;;326.0;155.0;14.0;108.91;;;29.18;18.0;20.93;1.04;1.02;43.0;;141.0;;141.0;30.0;;;55.0;;;;;;;;4568.0;;110.0;;;;241.0;;;;241.0;4277.0;;;;220.0;;201.0;4568.0;;4568.0;;44.0;14.0;-3.0;;-15.0;;;;;-140.0;-7.0;;-405.0;483.0;-384.0;-227.0;;;-25.0;608.0;;;190.0;;
1999.0;231.0;;291.0;;105.0;70.0;44.0;;5069.0;5.0;4673.0;396.0;226.0;-674.0;466.0;19.0;226.0;;;;;60.0;60.0;;;;355.0;174.0;11.0;125.67;;;45.38;35.0;30.34;1.63;1.61;43.0;;160.0;;160.0;36.0;;;49.0;;;;;;;;5069.0;;5.0;;;;953.0;;;;953.0;5622.0;;;109.0;255.0;;32.0;5069.0;;5069.0;;70.0;11.0;-5.0;;;;;;;149.0;;;-1019.0;635.0;-290.0;-142.0;;;-35.0;643.0;;160.0;141.0;;
2000.0;214.0;;295.0;;88.0;59.0;42.0;;4905.0;4474.0;4474.0;431.0;1.0;217.0;-232.0;-15.0;1.0;;;;;53.0;53.0;;;;378.0;198.0;10.0;137.93;;;41.01;29.0;27.58;1.41;1.4;42.0;;144.0;;144.0;36.0;;;44.0;;;;;;;;4905.0;;;;;4474.0;711.0;;;;711.0;;;;108.0;279.0;;44.0;4905.0;;4905.0;;59.0;10.0;-6.0;;-3.0;;;;;-58.0;;;-439.0;695.0;-39.0;-698.0;;;-35.0;501.0;;145.0;160.0;;
2001.0;247.0;;303.0;;119.0;80.0;42.0;;5632.0;5116.0;5125.0;507.0;-57.0;-116.0;186.0;13.0;-61.0;;;;;61.0;61.0;;;;361.0;176.0;9.0;122.51;;;48.01;39.0;32.34;1.93;1.9;41.0;;158.0;;158.0;32.0;;;48.0;;;;;;;;5632.0;;;;;5116.0;751.0;;;-742.0;9.0;18.0;;;108.0;321.0;;77.0;5632.0;;5632.0;;80.0;9.0;-3.0;;9.0;;;;;-152.0;-4.0;;-735.0;643.0;-24.0;-47.0;;;-37.0;269.0;;158.0;145.0;;
2002.0;280.0;;267.0;;128.0;89.0;43.0;;5792.0;;5250.0;542.0;-97.0;61.0;54.0;18.0;-104.0;;;;;80.0;80.0;;;;339.0;133.0;6.0;95.22;;;45.77;39.0;31.72;2.09;2.06;43.0;;175.0;;175.0;28.0;;;49.0;;;;1285.0;;;;5792.0;;;;;;714.0;;;;714.0;5964.0;;;108.0;369.0;13.0;51.0;5792.0;;5792.0;;89.0;6.0;-5.0;;14.0;;;;;-201.0;-7.0;;-525.0;673.0;-87.0;-56.0;;;-40.0;149.0;;175.0;158.0;;
2003.0;297.0;;236.0;;113.0;79.0;43.0;4652.0;6379.0;22.0;5764.0;615.0;492.0;-359.0;-54.0;80.0;490.0;;;;;93.0;93.0;;;;298.0;104.0;19.0;79.48;;;37.93;34.0;26.55;1.87;1.85;42.0;;250.0;;250.0;27.0;;4376.0;46.0;;;170.0;1511.0;;;1727.0;8106.0;;22.0;;;;858.0;;;;858.0;6600.0;;;111.0;406.0;7.0;92.0;6379.0;;6379.0;;79.0;19.0;2.0;;-11.0;;;;;404.0;-2.0;-8.0;-1536.0;1419.0;-235.0;-404.0;;;-42.0;392.0;;255.0;175.0;;
2004.0;259.0;;234.0;;117.0;98.0;44.0;4717.0;6436.0;4.0;5804.0;632.0;137.0;-492.0;254.0;-101.0;134.0;;;;;57.0;57.0;;;;293.0;89.0;14.0;90.46;;;45.27;34.0;37.79;2.25;2.22;43.0;;153.0;;153.0;27.0;;4536.0;42.0;;;167.0;1510.0;;;1719.0;8155.0;;4.0;;;;759.0;;;;759.0;6559.0;;;111.0;459.0;4.0;58.0;6436.0;;6436.0;;98.0;14.0;7.0;;-10.0;;;;;29.0;-3.0;;-901.0;891.0;-483.0;-172.0;;;-44.0;471.0;;153.0;255.0;;
2005.0;273.0;;284.0;;147.0;100.0;43.0;5019.0;6728.0;4.0;6093.0;635.0;113.0;-262.0;204.0;54.0;110.0;;;;;59.0;59.0;;;;345.0;124.0;13.0;103.97;;;53.64;46.0;36.72;2.36;2.33;43.0;;199.0;;199.0;32.0;;4789.0;40.0;;;167.0;1502.0;;;1709.0;8438.0;;4.0;;;;813.0;;;;813.0;6902.0;;;111.0;515.0;-11.0;20.0;6728.0;;6728.0;;100.0;13.0;-1.0;;-6.0;;;;;6.0;-3.0;;-486.0;466.0;-241.0;-133.0;;;-44.0;381.0;;208.0;153.0;;
2006.0;269.0;;321.0;;130.0;89.0;42.0;5237.0;6718.0;4.0;6084.0;634.0;89.0;65.0;-103.0;51.0;86.0;;;;;62.0;62.0;;;;401.0;181.0;10.0;119.63;;;48.4;41.0;33.22;2.15;2.13;42.0;;240.0;;240.0;35.0;;4962.0;38.0;;;167.0;1275.0;;;1481.0;8199.0;;4.0;;;;619.0;;;;619.0;6699.0;;;111.0;559.0;-16.0;-20.0;6718.0;;6718.0;;89.0;10.0;10.0;;-1.0;;;;;-18.0;-3.0;;-278.0;506.0;-164.0;-255.0;;;-45.0;197.0;;259.0;208.0;;
2007.0;283.0;;350.0;;130.0;91.0;42.0;6226.0;7995.0;5.0;7234.0;761.0;81.0;-363.0;253.0;-28.0;78.0;;;;;65.0;65.0;;;;439.0;213.0;7.0;123.53;;;45.88;39.0;32.02;2.16;2.15;42.0;;213.0;;213.0;38.0;;5975.0;62.0;;;312.0;1395.0;;;1769.0;9763.0;;5.0;;;;1208.0;;;;1208.0;8437.0;;;111.0;602.0;-12.0;61.0;7995.0;;7995.0;;91.0;7.0;2.0;;-30.0;;;;;12.0;-3.0;-36.0;-769.0;685.0;-244.0;-316.0;;;-46.0;615.0;;231.0;259.0;;
2008.0;320.0;;308.0;;124.0;87.0;43.0;6439.0;8102.0;4.0;7365.0;737.0;114.0;-204.0;72.0;-17.0;112.0;;;;;90.0;90.0;;;;430.0;177.0;7.0;96.11;;;38.7;37.0;27.17;2.01;2.0;43.0;;205.0;;205.0;32.0;;6203.0;59.0;312.0;;312.0;1292.0;;;1663.0;9765.0;;4.0;;;;1065.0;;;;1065.0;8426.0;;;111.0;637.0;-76.0;65.0;8102.0;;8102.0;;87.0;7.0;-0.0;1.0;-13.0;;;;;33.0;-2.0;;-626.0;658.0;-233.0;-71.0;;-0.0;-50.0;194.0;;214.0;231.0;;
2009.0;299.0;;205.0;;78.0;67.0;43.0;6469.0;7805.0;3.0;7044.0;762.0;54.0;545.0;-363.0;236.0;49.0;;;;;101.0;101.0;;15.0;;366.0;120.0;7.0;68.61;;;26.13;11.0;22.47;1.55;1.55;43.0;;449.0;78.0;527.0;27.0;;5915.0;58.0;312.0;5.0;312.0;967.0;;;1337.0;9142.0;;3.0;;;;772.0;;;;772.0;7812.0;;;111.0;654.0;-68.0;66.0;7805.0;;7805.0;;67.0;7.0;-7.0;0.0;-66.0;;;;;51.0;-5.0;;-233.0;544.0;239.0;-80.0;;-1.0;-50.0;-231.0;;450.0;214.0;;
2010.0;310.0;;196.0;;104.0;72.0;44.0;5994.0;7156.0;2.0;6363.0;793.0;101.0;632.0;-721.0;12.0;98.0;;;;;101.0;101.0;;10.0;;323.0;85.0;7.0;63.31;;;33.66;32.0;23.19;1.65;1.65;44.0;;461.0;74.0;535.0;24.0;;5435.0;55.0;312.0;3.0;312.0;795.0;;;1162.0;8318.0;;2.0;;;;386.0;;;;386.0;6748.0;;;111.0;673.0;-61.0;70.0;7156.0;;7156.0;;72.0;7.0;7.0;1.0;0.0;;;;;14.0;-3.0;;-1236.0;1403.0;468.0;-385.0;;-0.0;-52.0;-284.0;;461.0;450.0;;
2011.0;332.0;;174.0;;110.0;76.0;47.0;7179.0;8451.0;;7483.0;969.0;119.0;158.0;-102.0;175.0;111.0;;;;;103.0;103.0;;20.0;;317.0;56.0;7.0;52.27;;;33.25;35.0;22.78;1.62;1.61;47.0;;635.0;;635.0;26.0;;6518.0;76.0;372.0;13.0;372.0;824.0;;;1272.0;9724.0;;;;;;345.0;;;;345.0;7828.0;;;127.0;692.0;-67.0;216.0;8451.0;;8451.0;;76.0;7.0;11.0;1.0;-19.0;;;;;43.0;-8.0;49.0;-1418.0;1495.0;41.0;-60.0;;-0.0;-54.0;12.0;;636.0;461.0;;
2012.0;343.0;;177.0;;121.0;83.0;50.0;7243.0;8420.0;315.0;7428.0;992.0;129.0;-208.0;-125.0;-204.0;124.0;;;;;111.0;111.0;;;;324.0;46.0;10.0;51.77;;;35.45;39.0;24.11;1.64;1.64;50.0;;431.0;626.0;1057.0;26.0;;6160.0;72.0;376.0;10.0;376.0;729.0;;;1177.0;9597.0;;315.0;;;;385.0;;;;385.0;7498.0;;;127.0;712.0;-66.0;219.0;8420.0;;8420.0;;83.0;10.0;0.0;2.0;25.0;0.0;;;;10.0;-5.0;;-1933.0;2026.0;-296.0;-55.0;0.0;-0.0;-62.0;-8.0;;432.0;636.0;;
2013.0;336.0;;173.0;;125.0;86.0;50.0;7401.0;8735.0;431.0;7694.0;1042.0;142.0;-373.0;215.0;-15.0;136.0;;;;;109.0;109.0;;;;306.0;36.0;12.0;51.45;;;37.18;39.0;25.46;1.7;1.7;50.0;;416.0;775.0;1191.0;27.0;;6183.0;70.0;376.0;8.0;376.0;889.0;;;1335.0;10070.0;;431.0;;;;791.0;;;;791.0;8054.0;;;127.0;735.0;-43.0;223.0;8735.0;;8735.0;;86.0;12.0;3.0;2.0;3.0;-0.0;;;;37.0;-6.0;;-886.0;728.0;-209.0;-54.0;0.0;-0.0;-62.0;332.0;;417.0;432.0;;
2014.0;446.0;;239.0;;195.0;130.0;68.0;10225.0;12329.0;436.0;10673.0;1656.0;145.0;-205.0;396.0;336.0;136.0;;;;;133.0;133.0;;;;419.0;43.0;2.0;53.62;;;43.67;65.0;29.1;1.93;1.92;67.0;;752.0;1180.0;1933.0;32.0;;8260.0;78.0;710.0;21.0;710.0;1316.0;;;2103.0;14432.0;;436.0;;;;1053.0;;;;1053.0;11290.0;;;173.0;776.0;-36.0;742.0;12329.0;;12329.0;;130.0;2.0;10.0;2.0;-8.0;2.0;;;;9.0;-9.0;97.0;-507.0;589.0;-375.0;-437.0;0.0;-0.0;-82.0;916.0;;753.0;417.0;;
2015.0;456.0;;244.0;;203.0;138.0;70.0;10590.0;12578.0;423.0;10865.0;1713.0;178.0;-190.0;116.0;104.0;173.0;;;;;138.0;138.0;;;;424.0;40.0;1.0;53.42;;;44.6;66.0;30.24;1.99;1.98;69.0;;857.0;1066.0;1923.0;36.0;;8632.0;73.0;710.0;18.0;710.0;1204.0;;;1988.0;14565.0;;423.0;;;;1074.0;;;;1074.0;11517.0;;;174.0;825.0;-38.0;752.0;12578.0;;12578.0;;138.0;1.0;2.0;2.0;16.0;-3.0;;;;19.0;-5.0;;-108.0;212.0;-288.0;-794.0;0.0;-0.0;-89.0;999.0;;857.0;753.0;;
2016.0;494.0;;259.0;;223.0;147.0;74.0;12166.0;14509.0;210.0;12273.0;2236.0;167.0;31.0;380.0;577.0;159.0;;;;;146.0;146.0;;;;470.0;45.0;-9.0;52.46;;;45.11;76.0;29.8;2.0;1.99;74.0;;1434.0;1259.0;2693.0;39.0;;9433.0;76.0;864.0;23.0;864.0;1404.0;;;2343.0;16852.0;;210.0;;;;1122.0;;;;1122.0;13186.0;;;203.0;873.0;-45.0;1205.0;14509.0;;14509.0;;147.0;-9.0;7.0;3.0;-11.0;-1.0;;;;29.0;-7.0;29.0;-577.0;584.0;2.0;-726.0;200.0;-0.0;-96.0;1002.0;;1435.0;857.0;;
2017.0;679.0;;338.0;;285.0;151.0;98.0;15404.0;19059.0;478.0;15818.0;3241.0;254.0;267.0;-289.0;232.0;240.0;;;;;229.0;229.0;;;;624.0;75.0;-22.0;49.8;;;41.96;134.0;22.18;1.54;1.54;98.0;;1665.0;1889.0;3554.0;53.0;;11797.0;105.0;1478.0;45.0;1478.0;2072.0;;;3655.0;22714.0;;478.0;;;;1514.0;;;;1514.0;16855.0;;;263.0;892.0;-42.0;2128.0;19059.0;;19059.0;;151.0;-22.0;61.0;4.0;20.0;-2.0;;;;41.0;-14.0;45.0;-1008.0;741.0;503.0;-845.0;;-0.0;-121.0;678.0;;1666.0;1435.0;;
2018.0;713.0;;435.0;;327.0;256.0;104.0;15134.0;19250.0;351.0;15999.0;3252.0;293.0;-872.0;-67.0;-646.0;287.0;;;;;236.0;236.0;;;;718.0;129.0;-21.0;61.07;;;45.91;71.0;35.97;2.46;2.45;104.0;;1020.0;2337.0;3357.0;61.0;;11716.0;95.0;1478.0;37.0;1478.0;2544.0;;;4117.0;23367.0;;351.0;;;;1674.0;;;;1674.0;17322.0;;;263.0;1013.0;-57.0;2033.0;19250.0;;19250.0;;256.0;-21.0;9.0;4.0;41.0;-8.0;;;;3.0;-6.0;;-976.0;482.0;-372.0;-755.0;;-101.0;-142.0;931.0;;1020.0;1666.0;;
2019.0;727.0;;489.0;;324.0;260.0;102.0;15360.0;19662.0;375.0;16298.0;3364.0;148.0;-379.0;48.0;-183.0;137.0;;;;;240.0;240.0;;;;763.0;185.0;-21.0;67.24;;;44.66;64.0;35.8;2.55;2.55;102.0;;837.0;2437.0;3274.0;58.0;;12028.0;154.0;1478.0;30.0;1478.0;2670.0;;;4302.0;23965.0;;375.0;;;;2149.0;;;;2149.0;18073.0;61.0;;264.0;1133.0;-35.0;2002.0;19662.0;;19662.0;;260.0;-21.0;14.0;5.0;-1.0;3.0;;;;-110.0;-11.0;;-902.0;806.0;-272.0;-1135.0;0.0;-36.0;-139.0;1358.0;;837.0;1020.0;;
2020.0;1031.0;;452.0;;360.0;289.0;120.0;20935.0;26184.0;142.0;21887.0;4298.0;140.0;138.0;1094.0;1372.0;121.0;;;;;369.0;369.0;;;;798.0;109.0;-16.0;43.83;;;34.89;71.0;28.03;2.4;2.4;120.0;;2208.0;2953.0;5162.0;67.0;;15706.0;245.0;1797.0;21.0;1818.0;3186.0;;;5249.0;31434.0;;142.0;;;;938.0;;;;938.0;22682.0;73.0;;335.0;1205.0;22.0;2735.0;26184.0;;26184.0;;289.0;-16.0;-0.0;6.0;39.0;1.0;;;;-177.0;-19.0;629.0;-736.0;859.0;-595.0;-1847.0;;-21.0;-163.0;3125.0;;2209.0;837.0;;
2021.0;1007.0;;523.0;;463.0;368.0;120.0;22844.0;29329.0;129.0;24610.0;4719.0;610.0;16.0;924.0;1549.0;594.0;;;;;374.0;374.0;;;;795.0;52.0;8.0;51.96;;;45.97;95.0;36.52;3.06;3.06;120.0;;3757.0;4043.0;7800.0;65.0;;14980.0;279.0;1886.0;23.0;1910.0;4296.0;;;6485.0;35813.0;;129.0;;;;904.0;;;;904.0;25386.0;87.0;;353.0;1391.0;-5.0;2979.0;29329.0;;29329.0;;368.0;8.0;3.0;8.0;32.0;3.0;;;;191.0;-15.0;39.0;-1559.0;745.0;806.0;-598.0;;-11.0;-181.0;1714.0;;3758.0;2209.0;;
