;Revenue;Gross Profit;EBITDA;Operating Income;Income Before Tax;Net Income;Weighted Avg. Shares Outs. Dil.;Total Current Assets;Total Assets;Total Current Liabilities;Total Liabilities;Total Stockholders Equity;Cash Provided by Operating Activities;Cash Used for Investing Activities;Cash Used/Provided by Financing Activities;Net Change In Cash;Free Cash Flow;COGS;Gross Profit Ratio;Operating Expenses;R&D Expenses;Selling, G&A Exp.;General and Admin. Exp.;Selling and Marketing Exp;Other Expenses;COGS and Expenses;Interest Income;Interest Expense;Depreciation and Amortization;EBITDA ratio;Operating Income ratio;Total Other Income Exp.(Gains);Income Before Tax ratio;Income Tax Expense (Gain);Net Income Ratio;EPS;EPS Diluted;Weighted Avg. Shares Outs.;I_SEC Link;Cash and Cash Equivalents;Short-Term Investments;Cash & Short-Term Investments;Net Receivables;Inventory;Other Current Assets;PP&E;Goodwill;Intangible Assets;Goodwill and Intangible Assets;Investments;Tax Assets;Other Non-Current Assets;Total Non-Current Assets;Other Assets;Accounts Payable;Short-Term Debt;Tax Payable;Deferred Revenue;Other Current Liabilities;Long-Term Debt;Deferred Revenue;Deferred Tax Liabilities;Other Non-Current Liabilities;Total Non-Current Liabilities;Other Liabilities;Capital Lease Obligations;Preferred Stock;Common Stock;Retained Earnings;Other Compreh. Income(Loss);Other Total Stockhold. Equity;Total Liab.&Stockhold. Equity;Minority Interest;Total Liabilities & Equity;B_SEC Link;Net_Income;Depreciation_and_Amortization;Deferred_Income_Tax;Stock Based Compensation;Change in Working Capital;Accounts Receivable;Inventory;Accounts Payable;Other Working Capital;Other Non-Cash Items;CAPEX;Acquisitions Net;Purchases of Investments;Sales/Maturities of Investments;Other Investing Activities;Debt Repayment;Common Stock Issued;Common Stock Repurchased;Dividends Paid;Other Financing Activities;Effect of Forex Changes on Cash;Cash at the End of Period;Cash at the Beginning of Period;C_SEC Link;Dunno;Revenue per share;Earnings per share;FCF per share;Dividends per share;CAPEX per share;Book Value per sh.;Comm.Shares outs.;Avg. annual P/E ratio;P/E to S&P500;Avg. annual div. yield;Revenue (m);Operating margin;Depreciation (m);Net profit (m);Income tax rate;Net profit margin;Working capital (m);Long-term debt (m);Equity (m);ROIC;Return on capital;Return on equity;Plowback ratio;Div.&Repurch./FCF;Forex (KRW/USD)
2009.0;;;;;;;325.0;;;;;;;;;;;;;;;;;;;;;;;111.46;29.83;;10.76;;8.38;;;325.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;26441.44;2214.59;11348.52;;574.98;53900.5;325.0;0.0;0.0;;8604215.0;29.8;431007.0;720641.0;22.4;8.4;213038867.0;44239637.0;17539568.0;2.9;3.6;4.1;100.0;-6.9;
2010.0;;;;;;;343.0;;;;;;;;;;;;;;;;;;;;;;;74.73;0.2;;-3.06;;-6.24;;;343.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;27486.31;-1714.48;12290.06;230.0;349.29;49548.39;343.0;-0.0;-0.0;514.2;9428600.0;0.2;359568.0;-588115.0;-105.4;-6.2;163098032.0;41506401.0;16996533.0;6.7;2.7;-3.5;113.4;;
2011.0;7959.0;;9360.0;;2935.0;2136.0;343.0;208134.0;249841.0;;229051.0;20626.0;-3606.0;620.0;4297.0;1340.0;-3937.0;;;;;3230.0;3230.0;;-124.0;;12561.0;6167.0;308.0;117.6;;;36.87;749.0;26.83;6.23;6.23;343.0;;8260.0;;8260.0;;;199873.0;2867.0;129.0;326.0;454.0;38385.0;;;41707.0;291548.0;;;530.0;;;39504.0;;199.0;;39703.0;268754.0;;;1739.0;4457.0;172.0;14258.0;249677.0;164.0;249841.0;;2136.0;308.0;;-7.0;-8002.0;;;;8076.0;1958.0;-331.0;;-19885.0;20599.0;142.0;-10446.0;;;-79.0;14823.0;30.0;4267.0;2926.0;;0.0;25779.51;6917.86;-12752.38;255.06;1070.6;66810.61;343.0;0.0;0.0;572.5;8843120.0;;342656.0;2373026.0;25.5;26.8;231259459.0;43893717.0;22917975.0;2.7;3.6;10.4;96.3;-2.0;0.001
2012.0;9843.0;;8659.0;2170.0;2035.0;1533.0;388.0;208516.0;253806.0;2337.0;231572.0;22059.0;7189.0;-2255.0;-3282.0;1641.0;6986.0;;;;;4661.0;4661.0;;-58.0;;12740.0;6336.0;296.0;87.97;22.05;-135.0;20.68;494.0;15.57;3.97;3.95;386.0;;10748.0;;10748.0;3890.0;;193879.0;2793.0;194.0;256.0;450.0;42046.0;;;45290.0;299096.0;;2337.0;348.0;;;35137.0;206.0;117.0;;35460.0;264695.0;;;1739.0;5740.0;324.0;14256.0;253631.0;175.0;253806.0;;1533.0;296.0;;12.0;2464.0;;;;2066.0;2884.0;-203.0;37.0;-23718.0;22374.0;-818.0;-11776.0;;;-250.0;8744.0;-12.0;5907.0;4267.0;;0.0;28308.59;4407.68;20091.3;720.0;584.25;63438.36;386.0;0.0;0.0;2104.0;10937072.0;22.0;328642.0;1702913.0;24.3;15.6;229087843.0;39041628.0;24509518.0;2.5;3.3;6.9;83.7;3.6;0.001
2013.0;8950.0;;7140.0;1824.0;1634.0;1134.0;388.0;218229.0;262654.0;2383.0;239567.0;23088.0;-5711.0;3761.0;1536.0;-376.0;-5910.0;;;;;4288.0;4288.0;;36.0;;11121.0;5251.0;258.0;79.77;20.38;-191.0;18.25;496.0;12.68;2.94;2.92;386.0;;14573.0;;14573.0;4063.0;;199593.0;2755.0;185.0;214.0;399.0;41272.0;;;44425.0;307080.0;;2383.0;291.0;;;36417.0;217.0;56.0;;36689.0;273873.0;;;1739.0;6777.0;303.0;14269.0;262654.0;;262654.0;;1134.0;258.0;;16.0;-9698.0;;;;1928.0;2579.0;-199.0;290.0;-20740.0;23108.0;1240.0;-7132.0;;;-209.0;8877.0;37.0;5552.0;5929.0;;0.0;25743.22;3263.0;-16999.8;600.07;573.54;66405.86;386.0;0.0;0.0;1748.5;9944700.0;20.4;286858.0;1260509.0;30.4;12.7;239828566.0;40463150.0;25652831.0;1.8;2.6;4.9;81.6;-3.5;0.001
2014.0;8623.0;;6631.0;1763.0;1711.0;1261.0;388.0;230561.0;277520.0;2593.0;252759.0;24584.0;2949.0;-1516.0;-680.0;765.0;2740.0;;;;;4333.0;4333.0;;-23.0;;10472.0;4698.0;235.0;76.9;20.45;-52.0;19.85;438.0;14.62;3.26;3.25;386.0;;15091.0;;15091.0;4194.0;;211276.0;2775.0;236.0;204.0;440.0;43745.0;;;46960.0;324480.0;;2593.0;304.0;;;39628.0;243.0;84.0;;39955.0;290120.0;;;1739.0;8160.0;416.0;14269.0;277342.0;178.0;277520.0;;1261.0;235.0;;10.0;-848.0;;;;9101.0;2291.0;-209.0;-240.0;-17533.0;17742.0;-1303.0;-39435.0;;;-174.0;38929.0;11.0;6317.0;5552.0;;0.0;24798.19;3625.51;7878.79;500.0;602.46;70700.07;386.0;0.0;0.0;1378.2;9580823.0;20.4;261197.0;1400722.0;25.6;14.6;253296746.0;44031443.0;27315092.0;1.7;2.3;5.1;86.2;6.3;0.001
2015.0;8964.0;;5909.0;1639.0;1948.0;1528.0;388.0;243958.0;296159.0;1882.0;270146.0;25813.0;1974.0;-4568.0;2930.0;395.0;1721.0;;;;;4563.0;4563.0;;148.0;;9338.0;3755.0;232.0;65.92;18.28;309.0;21.73;394.0;17.05;3.96;3.94;386.0;;15772.0;;15772.0;4356.0;;223830.0;2959.0;236.0;184.0;420.0;48822.0;;;52201.0;348360.0;;1882.0;131.0;;;42339.0;243.0;161.0;;42744.0;311008.0;;;1739.0;9418.0;387.0;14269.0;295959.0;200.0;296159.0;;1528.0;232.0;;16.0;-1860.0;;;;12245.0;2059.0;-253.0;;-23933.0;19520.0;52.0;-69356.0;;;-271.0;72557.0;59.0;6712.0;6317.0;;0.0;25780.65;4395.78;4949.62;780.0;728.19;74234.49;386.0;0.0;0.0;2388.2;9960397.0;18.3;257457.0;1698318.0;20.2;17.1;268973775.0;47043442.0;28680621.0;1.5;1.9;5.9;82.3;15.8;0.001
2016.0;8417.0;;5517.0;1425.0;2234.0;1822.0;386.0;251648.0;319323.0;12529.0;292750.0;26348.0;956.0;-3773.0;2704.0;-37.0;524.0;;;;;4307.0;4186.0;121.0;57.0;;8519.0;3076.0;246.0;65.55;16.93;809.0;26.55;373.0;21.65;4.75;4.73;384.0;;16251.0;;16251.0;4858.0;;230539.0;3083.0;223.0;331.0;554.0;64037.0;;;67674.0;386997.0;10030.0;2499.0;495.0;;;44560.0;316.0;88.0;;44963.0;325185.0;;;1777.0;10395.0;345.0;13832.0;319099.0;224.0;319323.0;;1822.0;246.0;;32.0;-2062.0;;;;9420.0;918.0;-432.0;328.0;-27451.0;23947.0;-259.0;-83712.0;;-609.0;-322.0;87347.0;76.0;6303.0;6339.0;;0.0;25811.86;5587.99;1606.29;986.94;1326.16;80801.03;384.0;0.0;0.0;3210.6;9902313.0;16.9;289438.0;2143744.0;16.7;21.6;281316902.0;52423183.0;30998044.0;1.4;1.7;6.9;82.3;177.8;0.001
2017.0;10734.0;;7834.0;3762.0;3878.0;3133.0;401.0;308665.0;409268.0;1217.0;377368.0;31894.0;-4531.0;-8179.0;13763.0;928.0;-4916.0;;;;;4395.0;4208.0;187.0;36.0;;10665.0;3441.0;516.0;72.99;35.05;115.0;36.13;745.0;29.19;7.78;7.74;399.0;;19709.0;;19709.0;7545.0;;281411.0;3937.0;256.0;2501.0;2758.0;93908.0;;;100603.0;509871.0;;1217.0;575.0;;;59165.0;420.0;499.0;;60085.0;436236.0;;;1959.0;14096.0;504.0;15335.0;409262.0;6.0;409268.0;;3133.0;516.0;;69.0;-10698.0;;;;13757.0;2450.0;-384.0;-380.0;-43656.0;35786.0;351.0;-121094.0;3.0;-174.0;-467.0;135494.0;-125.0;7875.0;6948.0;;0.0;28729.68;8385.38;-13157.66;1248.9;1028.93;85368.83;399.0;0.0;0.0;2623.2;11455242.0;35.1;550343.0;3343461.0;19.2;29.2;328119751.0;63142841.0;34038685.0;1.4;1.8;9.8;85.1;-13.0;0.001
2018.0;11253.0;;8759.0;;3863.0;2749.0;399.0;322279.0;430670.0;971.0;398600.0;32062.0;-8044.0;-4023.0;10546.0;-1582.0;-8563.0;;;;;4535.0;4340.0;195.0;-49.0;;12334.0;4337.0;560.0;77.84;;;34.33;1113.0;24.43;6.93;6.89;396.0;;19273.0;;19273.0;5790.0;;297216.0;3836.0;247.0;2228.0;2475.0;102081.0;;;108392.0;539062.0;;971.0;751.0;;;66759.0;508.0;442.0;;67710.0;465339.0;;;1877.0;15520.0;160.0;14505.0;430662.0;8.0;430670.0;;2749.0;560.0;;10.0;-13755.0;;;;14435.0;2392.0;-519.0;169.0;-66114.0;63249.0;-921.0;-121392.0;;-202.0;-689.0;132828.0;-61.0;5965.0;7548.0;;0.0;31605.67;7720.53;-24050.57;1933.74;1458.85;90047.72;396.0;0.0;0.0;3836.8;12531647.0;;623634.0;3061191.0;28.8;24.4;357803868.0;74342206.0;35703916.0;1.4;1.9;8.6;75.0;-10.4;0.001
2019.0;11457.0;;9484.0;;3926.0;2868.0;395.0;332764.0;449054.0;375.0;415177.0;33370.0;8141.0;-10682.0;1972.0;-450.0;7325.0;;;;;4317.0;4119.0;198.0;18.0;;12678.0;4713.0;846.0;82.78;;;34.27;1057.0;25.03;7.32;7.26;392.0;;19042.0;;19042.0;6471.0;;307251.0;4388.0;239.0;2132.0;2371.0;109531.0;;;116290.0;565344.0;;375.0;512.0;;;63767.0;582.0;674.0;;65022.0;479824.0;471.0;;1810.0;17068.0;301.0;14190.0;448547.0;507.0;449054.0;;2868.0;846.0;;43.0;2322.0;;;;23246.0;2062.0;-816.0;79.0;-79270.0;69863.0;-827.0;-83461.0;;-238.0;-658.0;86329.0;119.0;5303.0;5753.0;;0.0;33759.54;8451.0;21583.86;1938.67;2404.51;98329.42;392.0;0.0;0.0;5088.4;13229890.0;;976890.0;3311828.0;26.9;25.0;383821145.0;73633781.0;38533918.0;1.4;1.9;8.6;77.1;12.2;0.001
2020.0;13862.0;;9695.0;;4385.0;3182.0;395.0;408484.0;562429.0;;522493.0;39146.0;-10629.0;-10120.0;23267.0;2359.0;-11189.0;;;;;4985.0;4767.0;218.0;-43.0;;13341.0;4387.0;966.0;69.94;;;31.64;1160.0;22.96;8.11;8.01;390.0;;24602.0;56671.0;81273.0;11481.0;;315730.0;5004.0;703.0;2383.0;3086.0;145855.0;;;153945.0;716374.0;;;870.0;;;83212.0;812.0;1070.0;;85094.0;607587.0;515.0;;1925.0;20739.0;564.0;15918.0;561639.0;790.0;562429.0;;3182.0;966.0;;45.0;-18299.0;;;;15617.0;3477.0;-560.0;-1797.0;-98280.0;89819.0;529.0;-99465.0;;;-793.0;123524.0;-158.0;7999.0;5640.0;;0.0;38628.36;8867.68;-31179.02;2210.0;1559.72;109086.06;390.0;0.0;0.0;6739.9;15050934.0;;1048777.0;3455151.0;26.4;23.0;443521935.0;90349324.0;42503676.0;1.1;1.6;8.1;75.1;-7.1;0.001
2021.0;13798.0;;9331.0;;5115.0;3708.0;399.0;407117.0;558336.0;;517721.0;39914.0;-5635.0;-3243.0;9101.0;356.0;-6037.0;;;;;6056.0;6056.0;;-92.0;;12792.0;3348.0;847.0;67.62;;;37.07;1427.0;26.88;9.36;9.16;390.0;;26079.0;;26079.0;83.0;;380955.0;4407.0;;;2747.0;144065.0;;;151219.0;709555.0;;;557.0;;;104572.0;;1237.0;;105809.0;623530.0;;;1758.0;21591.0;887.0;15678.0;557636.0;701.0;558336.0;;3708.0;847.0;;86.0;-13990.0;;;;22831.0;3715.0;-402.0;315.0;-58193.0;54912.0;-36.0;-99039.0;;;-826.0;108965.0;133.0;7660.0;7304.0;;0.0;42109.15;11317.13;-18423.87;2520.0;1227.58;121808.01;390.0;0.0;0.0;5499.8;16407170.0;;1006688.0;4409543.0;27.9;26.9;484087175.0;124342562.0;47460582.0;1.1;1.5;9.3;77.7;-13.7;0.001
