;Revenue;Gross Profit;EBITDA;Operating Income;Income Before Tax;Net Income;Weighted Avg. Shares Outs. Dil.;Total Current Assets;Total Assets;Total Current Liabilities;Total Liabilities;Total Stockholders Equity;Cash Provided by Operating Activities;Cash Used for Investing Activities;Cash Used/Provided by Financing Activities;Net Change In Cash;Free Cash Flow;COGS;Gross Profit Ratio;Operating Expenses;R&D Expenses;Selling, G&A Exp.;General and Admin. Exp.;Selling and Marketing Exp;Other Expenses;COGS and Expenses;Interest Income;Interest Expense;Depreciation and Amortization;EBITDA ratio;Operating Income ratio;Total Other Income Exp.(Gains);Income Before Tax ratio;Income Tax Expense (Gain);Net Income Ratio;EPS;EPS Diluted;Weighted Avg. Shares Outs.;I_SEC Link;Cash and Cash Equivalents;Short-Term Investments;Cash & Short-Term Investments;Net Receivables;Inventory;Other Current Assets;PP&E;Goodwill;Intangible Assets;Goodwill and Intangible Assets;Investments;Tax Assets;Other Non-Current Assets;Total Non-Current Assets;Other Assets;Accounts Payable;Short-Term Debt;Tax Payable;Deferred Revenue;Other Current Liabilities;Long-Term Debt;Deferred Revenue;Deferred Tax Liabilities;Other Non-Current Liabilities;Total Non-Current Liabilities;Other Liabilities;Capital Lease Obligations;Preferred Stock;Common Stock;Retained Earnings;Other Compreh. Income(Loss);Other Total Stockhold. Equity;Total Liab.&Stockhold. Equity;Minority Interest;Total Liabilities & Equity;B_SEC Link;Net_Income;Depreciation_and_Amortization;Deferred_Income_Tax;Stock Based Compensation;Change in Working Capital;Accounts Receivable;Inventory;Accounts Payable;Other Working Capital;Other Non-Cash Items;CAPEX;Acquisitions Net;Purchases of Investments;Sales/Maturities of Investments;Other Investing Activities;Debt Repayment;Common Stock Issued;Common Stock Repurchased;Dividends Paid;Other Financing Activities;Effect of Forex Changes on Cash;Cash at the End of Period;Cash at the Beginning of Period;C_SEC Link;Dunno;Revenue per share;Earnings per share;FCF per share;Dividends per share;CAPEX per share;Book Value per sh.;Comm.Shares outs.;Avg. annual P/E ratio;P/E to S&P500;Avg. annual div. yield;Revenue (m);Operating margin;Depreciation (m);Net profit (m);Income tax rate;Net profit margin;Working capital (m);Long-term debt (m);Equity (m);ROIC;Return on capital;Return on equity;Plowback ratio;Div.&Repurch./FCF;Forex (ARS/USD)
2008.0;411.0;191.0;192.0;125.0;92.0;51.0;165.0;240.0;1457.0;104.0;568.0;890.0;169.0;-56.0;-51.0;62.0;105.0;220.0;46.46;66.0;;66.0;13.0;53.0;;286.0;5.0;41.0;59.0;46.8;30.4;-33.0;22.44;42.0;12.34;0.31;0.31;165.0;;78.0;107.0;185.0;51.0;4.0;;1208.0;;2.0;2.0;1.0;;7.0;1217.0;;54.0;4.0;8.0;;46.0;405.0;;;59.0;464.0;;;;;;-633.0;;1457.0;0.0;1457.0;;51.0;59.0;42.0;;-40.0;-5.0;1.0;5.0;-10.0;57.0;-64.0;;;;8.0;-55.0;;;-9.0;14.0;;175.0;113.0;;0.29;8.6;1.06;2.19;0.19;1.34;18.62;165.0;3.4;0.2;5.3;1419.0;30.4;205.0;175.0;45.0;12.3;471.0;1398.0;3073.0;5.4;9.1;5.7;81.7;8.9;0.289
2009.0;421.0;206.0;180.0;148.0;85.0;47.0;165.0;386.0;1478.0;160.0;631.0;847.0;135.0;-39.0;15.0;111.0;95.0;215.0;48.87;58.0;;57.0;17.0;40.0;1.0;273.0;4.0;40.0;55.0;42.64;35.08;-63.0;20.1;38.0;11.14;0.28;0.28;165.0;;116.0;154.0;270.0;111.0;3.0;2.0;1085.0;;2.0;2.0;0.0;0.0;5.0;1092.0;;71.0;4.0;44.0;;85.0;395.0;;;76.0;471.0;;;;510.0;337.0;-639.0;639.0;1478.0;0.0;1478.0;;47.0;55.0;38.0;;-47.0;-58.0;-0.0;20.0;-1.0;42.0;-39.0;;;;;-7.0;;;-8.0;30.0;;270.0;159.0;;0.26;9.7;1.08;2.2;0.18;0.9;19.52;165.0;2.3;0.0;7.3;1601.0;35.1;209.0;178.0;44.6;11.1;860.0;1502.0;3221.0;5.2;8.4;5.5;83.2;8.3;0.263
2010.0;416.0;200.0;137.0;92.0;51.0;26.0;165.0;371.0;1413.0;145.0;584.0;830.0;81.0;-36.0;-29.0;16.0;45.0;216.0;48.02;108.0;;78.0;20.0;58.0;31.0;325.0;4.0;32.0;54.0;33.0;21.98;-41.0;12.19;25.0;6.18;0.16;0.16;165.0;;118.0;156.0;274.0;93.0;3.0;;1023.0;;1.0;1.0;1.0;;19.0;1043.0;;74.0;4.0;25.0;;67.0;375.0;;;65.0;439.0;;;;489.0;288.0;-665.0;718.0;1413.0;0.0;1413.0;;26.0;54.0;25.0;;-86.0;15.0;-0.0;8.0;-43.0;62.0;-36.0;;;;0.0;-21.0;;;-8.0;;;274.0;258.0;;0.25;10.02;0.62;1.07;0.18;0.87;19.96;165.0;6.0;0.3;5.0;1653.0;22.0;215.0;102.0;49.2;6.2;898.0;1487.0;3293.0;3.3;5.9;3.1;70.3;17.2;0.252
2011.0;431.0;213.0;179.0;128.0;84.0;54.0;165.0;204.0;1167.0;134.0;713.0;454.0;102.0;-64.0;-210.0;-173.0;63.0;218.0;49.46;85.0;;85.0;20.0;64.0;;302.0;6.0;44.0;51.0;41.52;29.8;-45.0;19.39;30.0;12.44;0.32;0.32;165.0;;54.0;52.0;107.0;96.0;2.0;;932.0;;1.0;1.0;1.0;;29.0;963.0;;68.0;4.0;11.0;7.0;55.0;374.0;65.0;;140.0;580.0;;;;;;-668.0;;1167.0;0.0;1167.0;;54.0;51.0;30.0;;-98.0;-16.0;1.0;2.0;-36.0;66.0;-39.0;;;;-25.0;;;;-227.0;16.0;;81.0;253.0;;0.23;11.23;1.4;1.65;5.91;1.02;11.84;165.0;2.9;0.2;144.6;1854.0;29.8;221.0;231.0;35.8;12.4;304.0;1610.0;1953.0;7.9;10.9;11.8;-323.1;358.6;0.232
2012.0;524.0;249.0;159.0;144.0;75.0;49.0;165.0;297.0;1132.0;169.0;716.0;415.0;109.0;-44.0;5.0;70.0;65.0;275.0;47.5;108.0;;105.0;19.0;86.0;3.0;383.0;7.0;36.0;48.0;30.34;27.41;-68.0;14.35;27.0;9.29;0.29;0.29;165.0;;18.0;151.0;169.0;109.0;11.0;7.0;814.0;;1.0;1.0;1.0;0.0;20.0;835.0;;74.0;1.0;26.0;5.0;89.0;377.0;57.0;;114.0;548.0;;;;;;-625.0;;1132.0;0.0;1132.0;;49.0;48.0;27.0;;-35.0;-21.0;-9.0;16.0;-7.0;21.0;-44.0;;;;;;;;;5.0;;141.0;71.0;;0.2;15.6;1.45;1.94;;1.31;12.38;165.0;1.5;0.1;;2575.0;27.4;235.0;239.0;35.3;9.3;632.0;1854.0;2043.0;7.5;9.8;11.7;100.0;;0.203
2013.0;439.0;195.0;98.0;108.0;27.0;16.0;165.0;277.0;932.0;207.0;621.0;310.0;134.0;-74.0;-37.0;31.0;97.0;245.0;44.32;86.0;;88.0;18.0;70.0;-2.0;331.0;23.0;34.0;37.0;22.33;24.66;-82.0;6.05;10.0;3.75;0.1;0.1;165.0;;137.0;39.0;176.0;78.0;1.0;21.0;609.0;;;;3.0;0.0;43.0;655.0;;59.0;95.0;22.0;4.0;49.0;286.0;48.0;81.0;;415.0;;;;206.0;15.0;89.0;;932.0;0.0;932.0;;16.0;37.0;10.0;;3.0;-0.0;7.0;0.0;4.0;67.0;-36.0;;-38.0;;;-1.0;;;-40.0;5.0;8.0;137.0;106.0;;0.15;17.36;0.65;3.85;1.6;1.43;12.26;165.0;3.0;0.2;81.5;2865.0;24.7;243.0;108.0;38.0;3.8;455.0;1862.0;2023.0;5.2;6.5;5.3;-145.3;41.5;0.153
2014.0;503.0;203.0;85.0;109.0;20.0;12.0;165.0;229.0;721.0;146.0;503.0;218.0;119.0;-23.0;-115.0;-12.0;78.0;300.0;40.39;94.0;;95.0;19.0;76.0;-1.0;394.0;26.0;35.0;30.0;16.82;21.67;-89.0;3.94;8.0;2.44;0.07;0.07;165.0;;92.0;17.0;109.0;99.0;3.0;18.0;477.0;;;;4.0;;12.0;492.0;;64.0;32.0;18.0;3.0;47.0;252.0;44.0;60.0;0.0;357.0;;;;157.0;12.0;49.0;;721.0;0.0;721.0;;12.0;30.0;8.0;;-8.0;-5.0;-3.0;17.0;3.0;77.0;-41.0;;;;18.0;-90.0;;;-25.0;-0.0;6.0;92.0;104.0;;0.12;26.08;0.64;4.05;1.29;2.12;11.32;165.0;4.4;0.2;46.1;4304.0;21.7;254.0;105.0;38.2;2.4;707.0;2160.0;1868.0;5.9;7.6;5.6;-102.4;31.8;0.117
2015.0;327.0;113.0;23.0;53.0;-22.0;-13.0;165.0;172.0;514.0;102.0;383.0;131.0;38.0;-19.0;-23.0;6.0;7.0;213.0;34.7;35.0;;34.0;16.0;19.0;1.0;248.0;6.0;25.0;20.0;6.98;16.28;-75.0;-6.76;-9.0;-4.07;-0.08;-0.08;165.0;;67.0;2.0;69.0;85.0;1.0;17.0;326.0;;;;4.0;;12.0;341.0;;34.0;32.0;17.0;2.0;34.0;223.0;26.0;32.0;0.0;280.0;;;;104.0;-13.0;40.0;;514.0;0.0;514.0;;-13.0;20.0;-9.0;;-50.0;-36.0;2.0;-7.0;-5.0;90.0;-31.0;;;12.0;;-23.0;;;;;11.0;67.0;61.0;;0.08;25.61;-1.04;0.53;;2.44;10.27;165.0;-4.5;-0.2;;4227.0;16.3;261.0;-172.0;39.8;-4.1;910.0;2888.0;1695.0;0.4;0.5;-10.2;100.0;;0.077
2016.0;466.0;187.0;135.0;141.0;89.0;59.0;165.0;211.0;562.0;120.0;403.0;159.0;135.0;-34.0;-64.0;43.0;97.0;279.0;40.07;46.0;;42.0;20.0;22.0;4.0;326.0;6.0;27.0;18.0;28.88;30.15;-51.0;19.18;31.0;12.57;0.35;0.35;165.0;;98.0;4.0;102.0;95.0;7.0;6.0;336.0;;;;11.0;;5.0;352.0;;61.0;7.0;34.0;2.0;50.0;237.0;20.0;26.0;;283.0;;53.0;;85.0;59.0;16.0;;562.0;0.0;562.0;;59.0;18.0;31.0;;-16.0;-33.0;-7.0;31.0;12.0;43.0;-38.0;;;;4.0;-58.0;;;-6.0;;6.0;98.0;55.0;;0.06;44.86;5.64;9.34;0.6;3.61;15.31;165.0;1.2;0.1;9.2;7402.0;30.2;287.0;931.0;34.5;12.6;1444.0;3772.0;2526.0;17.3;20.7;36.8;89.3;6.5;0.063
2017.0;657.0;307.0;267.0;253.0;223.0;150.0;165.0;384.0;733.0;247.0;448.0;285.0;189.0;-136.0;-2.0;59.0;119.0;350.0;46.73;56.0;;48.0;22.0;27.0;8.0;406.0;5.0;25.0;19.0;40.62;38.51;-30.0;33.87;73.0;22.81;0.91;0.91;165.0;;142.0;89.0;232.0;125.0;6.0;21.0;348.0;;;;1.0;0.0;1.0;350.0;;78.0;69.0;81.0;4.0;96.0;170.0;16.0;15.0;;201.0;;48.0;;72.0;150.0;63.0;;733.0;0.0;733.0;;150.0;19.0;73.0;;-44.0;-50.0;1.0;18.0;0.0;-9.0;-70.0;;;;-66.0;-2.0;;;;-0.0;8.0;142.0;83.0;;0.05;74.22;16.93;13.42;;7.93;32.24;165.0;1.0;0.0;;12247.0;38.5;358.0;2793.0;32.7;22.8;2547.0;3170.0;5320.0;34.3;33.8;52.5;100.0;;0.054
2018.0;904.0;474.0;407.0;378.0;303.0;303.0;164.0;615.0;1643.0;190.0;822.0;821.0;339.0;-126.0;54.0;338.0;124.0;429.0;52.47;92.0;;72.0;26.0;47.0;20.0;522.0;36.0;44.0;59.0;45.0;41.86;-75.0;33.55;0.0;33.51;1.85;1.85;164.0;;442.0;0.0;442.0;107.0;10.0;56.0;1026.0;;;;2.0;0.0;0.0;1029.0;;82.0;12.0;80.0;3.0;92.0;535.0;39.0;59.0;;633.0;;44.0;;487.0;318.0;54.0;-38.0;1643.0;0.0;1643.0;;303.0;59.0;0.0;;-8.0;-39.0;-6.0;43.0;16.0;-15.0;-216.0;;;;90.0;-160.0;;-38.0;-115.0;367.0;177.0;442.0;104.0;;0.03;208.02;69.72;28.54;26.44;49.61;188.98;164.0;0.2;0.0;156.0;34063.0;41.9;2223.0;11416.0;0.1;33.5;16017.0;20154.0;30945.0;23.9;21.2;36.9;62.1;123.1;0.027
2019.0;811.0;404.0;377.0;330.0;281.0;214.0;155.0;350.0;1597.0;133.0;794.0;803.0;225.0;-278.0;-189.0;-265.0;-41.0;407.0;49.8;74.0;;66.0;16.0;51.0;7.0;481.0;12.0;34.0;62.0;46.52;40.69;-49.0;34.66;67.0;26.37;1.38;1.38;155.0;;163.0;17.0;181.0;138.0;5.0;26.0;1245.0;;;;1.0;0.0;0.0;1247.0;;69.0;29.0;17.0;4.0;32.0;532.0;49.0;80.0;;661.0;;40.0;;473.0;227.0;128.0;-25.0;1597.0;0.0;1597.0;;214.0;62.0;67.0;;-73.0;-62.0;1.0;2.0;12.0;-45.0;-266.0;;;;-12.0;-0.0;;-43.0;-163.0;18.0;62.0;163.0;428.0;;0.02;312.85;82.49;-15.67;62.88;102.64;309.77;155.0;0.1;0.0;546.3;48561.0;40.7;3696.0;12805.0;23.9;26.4;12988.0;31861.0;48083.0;16.4;19.8;26.6;23.8;-507.7;0.017
2020.0;664.0;337.0;205.0;245.0;91.0;39.0;152.0;188.0;1529.0;96.0;744.0;785.0;339.0;-358.0;-60.0;-103.0;247.0;328.0;50.66;54.0;;49.0;13.0;35.0;5.0;382.0;6.0;40.0;73.0;30.8;36.94;-154.0;13.76;52.0;5.88;0.26;0.26;152.0;;55.0;25.0;81.0;84.0;7.0;17.0;1176.0;;;;165.0;0.0;0.0;1341.0;;33.0;11.0;23.0;4.0;48.0;510.0;48.0;89.0;;648.0;;34.0;;440.0;39.0;363.0;-57.0;1529.0;0.0;1529.0;;39.0;73.0;52.0;;8.0;-4.0;-3.0;2.0;5.0;166.0;-92.0;;;;-265.0;-16.0;;;-0.0;-44.0;9.0;55.0;158.0;;0.01;366.43;21.55;136.05;0.0;50.96;433.03;152.0;0.2;0.0;0.0;55871.0;36.9;6161.0;3286.0;57.3;5.9;7690.0;42933.0;66027.0;3.9;8.6;5.0;100.0;0.0;0.012
2021.0;867.0;402.0;465.0;332.0;328.0;204.0;152.0;346.0;2028.0;197.0;853.0;1175.0;295.0;-295.0;-9.0;-25.0;201.0;464.0;46.43;70.0;;72.0;25.0;47.0;-1.0;535.0;8.0;44.0;94.0;53.66;38.31;-4.0;37.84;124.0;23.52;1.34;1.34;152.0;;43.0;129.0;172.0;128.0;11.0;34.0;1463.0;;;;219.0;0.0;0.0;1682.0;;59.0;11.0;106.0;5.0;122.0;501.0;55.0;100.0;;656.0;;29.0;;545.0;204.0;497.0;-70.0;2028.0;0.0;2028.0;;204.0;94.0;124.0;;-68.0;-54.0;-6.0;26.0;0.0;-59.0;-94.0;;;;-201.0;;;;;-9.0;3.0;43.0;68.0;;0.01;583.55;137.28;135.45;;63.28;790.9;152.0;0.0;0.0;;88976.0;38.3;9611.0;20931.0;37.8;23.5;15232.0;51399.0;120593.0;12.6;18.3;17.4;100.0;;0.01
