;Revenue;Gross Profit;EBITDA;Operating Income;Income Before Tax;Net Income;Weighted Avg. Shares Outs. Dil.;Total Current Assets;Total Assets;Total Current Liabilities;Total Liabilities;Total Stockholders Equity;Cash Provided by Operating Activities;Cash Used for Investing Activities;Cash Used/Provided by Financing Activities;Net Change In Cash;Free Cash Flow;COGS;Gross Profit Ratio;Operating Expenses;R&D Expenses;Selling, G&A Exp.;General and Admin. Exp.;Selling and Marketing Exp;Other Expenses;COGS and Expenses;Interest Income;Interest Expense;Depreciation and Amortization;EBITDA ratio;Operating Income ratio;Total Other Income Exp.(Gains);Income Before Tax ratio;Income Tax Expense (Gain);Net Income Ratio;EPS;EPS Diluted;Weighted Avg. Shares Outs.;I_SEC Link;Cash and Cash Equivalents;Short-Term Investments;Cash & Short-Term Investments;Net Receivables;Inventory;Other Current Assets;PP&E;Goodwill;Intangible Assets;Goodwill and Intangible Assets;Investments;Tax Assets;Other Non-Current Assets;Total Non-Current Assets;Other Assets;Accounts Payable;Short-Term Debt;Tax Payable;Deferred Revenue;Other Current Liabilities;Long-Term Debt;Deferred Revenue;Deferred Tax Liabilities;Other Non-Current Liabilities;Total Non-Current Liabilities;Other Liabilities;Capital Lease Obligations;Preferred Stock;Common Stock;Retained Earnings;Other Compreh. Income(Loss);Other Total Stockhold. Equity;Total Liab.&Stockhold. Equity;Minority Interest;Total Liabilities & Equity;B_SEC Link;Net_Income;Depreciation_and_Amortization;Deferred_Income_Tax;Stock Based Compensation;Change in Working Capital;Accounts Receivable;Inventory;Accounts Payable;Other Working Capital;Other Non-Cash Items;CAPEX;Acquisitions Net;Purchases of Investments;Sales/Maturities of Investments;Other Investing Activities;Debt Repayment;Common Stock Issued;Common Stock Repurchased;Dividends Paid;Other Financing Activities;Effect of Forex Changes on Cash;Cash at the End of Period;Cash at the Beginning of Period;C_SEC Link;Dunno;Revenue per share;Earnings per share;FCF per share;Dividends per share;CAPEX per share;Book Value per sh.;Comm.Shares outs.;Avg. annual P/E ratio;P/E to S&P500;Avg. annual div. yield;Revenue (m);Operating margin;Depreciation (m);Net profit (m);Income tax rate;Net profit margin;Working capital (m);Long-term debt (m);Equity (m);ROIC;Return on capital;Return on equity;Plowback ratio;Div.&Repurch./FCF;Forex (CNY/USD)
2011.0;17.0;11.0;-42.0;-61.0;-56.0;-45.0;1.0;186.0;259.0;50.0;60.0;201.0;-43.0;-7.0;-3.0;-55.0;-57.0;6.0;63.23;76.0;34.0;42.0;28.0;14.0;;82.0;;;3.0;-249.62;-361.01;5.0;-333.03;0.0;-267.29;-54.3;-54.3;1.0;;170.0;;170.0;2.0;;14.0;10.0;2.0;37.0;39.0;12.0;;12.0;73.0;;7.0;;1.0;7.0;36.0;;;1.0;10.0;10.0;;;;0.0;-139.0;-1.0;340.0;261.0;-2.0;259.0;;-45.0;3.0;;8.0;-1.0;0.0;;-3.0;1.0;-9.0;-14.0;;-5.0;4.0;-3.0;;;;;-3.0;-2.0;170.0;225.0;;0.16;127.88;-341.8;-434.6;;108.96;1518.0;1.0;-0.5;-0.0;;106.0;-361.0;19.0;-284.0;-0.0;-267.3;857.0;;1263.0;-21.4;-17.3;-22.5;100.0;;0.159
2012.0;25.0;14.0;-77.0;-95.0;-90.0;-82.0;1.0;107.0;179.0;51.0;58.0;126.0;-79.0;-4.0;-1.0;-83.0;-84.0;11.0;55.05;106.0;48.0;57.0;27.0;30.0;;117.0;;;5.0;-311.56;-383.59;5.0;-362.5;;-332.83;-101.02;-101.02;1.0;;89.0;0.0;89.0;5.0;;12.0;10.0;2.0;37.0;38.0;13.0;;10.0;72.0;;9.0;;1.0;6.0;36.0;;;1.0;6.0;7.0;;;;0.0;-223.0;3.0;345.0;184.0;-6.0;179.0;;-82.0;5.0;;6.0;-2.0;-1.0;;-0.0;1.0;-5.0;-6.0;1.0;-2.0;5.0;-2.0;;;-0.0;;-1.0;0.0;89.0;172.0;;0.16;189.15;-629.54;-642.04;;42.89;962.03;1.0;-0.3;-0.0;;154.0;-383.6;33.0;-514.0;;-332.8;347.0;;785.0;-61.9;-44.8;-65.4;100.0;;0.161
2013.0;17.0;-1.0;-80.0;-88.0;-93.0;-87.0;1.0;36.0;90.0;55.0;59.0;43.0;-59.0;-0.0;-6.0;-66.0;-60.0;18.0;-2.89;81.0;35.0;46.0;27.0;19.0;;99.0;;;7.0;-460.3;-506.08;-5.0;-537.26;;-502.27;-112.55;-112.55;1.0;;26.0;;26.0;3.0;;7.0;8.0;2.0;33.0;35.0;8.0;;3.0;54.0;;11.0;;0.0;6.0;37.0;;;1.0;3.0;4.0;;;;0.0;-316.0;3.0;356.0;102.0;-12.0;90.0;;-87.0;7.0;;5.0;6.0;-1.0;;1.0;2.0;10.0;-1.0;1.0;-2.0;1.0;-0.0;;;-5.0;;-2.0;0.0;26.0;92.0;;0.17;135.63;-681.25;-472.66;;9.78;337.5;1.0;-0.1;-0.0;;105.0;-506.1;44.0;-526.0;;-502.3;-112.0;;261.0;-183.3;-85.3;-201.9;100.0;;0.165
2014.0;10.0;-3.0;-6.0;-26.0;-21.0;-14.0;1.0;41.0;83.0;48.0;52.0;16.0;-43.0;32.0;16.0;4.0;-44.0;14.0;-33.46;51.0;25.0;26.0;18.0;8.0;;65.0;;;7.0;-62.51;-250.22;5.0;-200.6;;-134.76;-22.47;-22.47;1.0;;29.0;;29.0;9.0;;3.0;6.0;2.0;27.0;29.0;6.0;;1.0;42.0;;6.0;;0.0;6.0;35.0;;;1.0;3.0;4.0;;;;0.0;-322.0;3.0;334.0;67.0;16.0;83.0;;-14.0;7.0;;1.0;0.0;1.0;;-1.0;1.0;-38.0;-1.0;26.0;;5.0;1.0;;;;;16.0;-1.0;29.0;25.0;;0.16;83.24;-112.18;-354.03;;5.53;126.95;1.0;-0.7;-0.0;;64.0;-250.2;46.0;-87.0;;-134.8;-41.0;;98.0;-70.8;-20.7;-88.4;100.0;;0.161
2015.0;7.0;-3.0;-41.0;-50.0;-53.0;-47.0;1.0;12.0;83.0;66.0;92.0;-30.0;-27.0;-32.0;40.0;-20.0;-29.0;10.0;-45.96;47.0;21.0;25.0;20.0;5.0;1.0;58.0;0.0;1.0;5.0;-572.73;-703.49;-2.0;-735.1;;-656.8;-76.46;-76.46;1.0;;8.0;;8.0;3.0;;2.0;5.0;2.0;23.0;24.0;41.0;;0.0;71.0;;6.0;;0.0;6.0;54.0;26.0;;1.0;;27.0;;;;0.0;-355.0;4.0;320.0;62.0;21.0;83.0;;-47.0;5.0;;5.0;11.0;1.0;;0.0;-0.0;-2.0;-2.0;2.0;-34.0;;2.0;-11.0;;;;51.0;-1.0;8.0;28.0;;0.15;59.92;-393.57;-240.44;;13.74;-254.82;1.0;-0.1;-0.0;;46.0;-703.5;33.0;-305.0;;-656.8;-351.0;167.0;-197.0;1205.2;-74.0;154.5;100.0;;0.154
2016.0;8.0;1.0;-75.0;-43.0;-81.0;-85.0;1.0;13.0;50.0;83.0;116.0;-49.0;-26.0;-1.0;27.0;-1.0;-27.0;7.0;13.67;33.0;11.0;22.0;19.0;3.0;;40.0;0.0;8.0;3.0;-932.39;-526.0;-38.0;-1001.14;-1.0;-1056.56;-122.34;-122.34;1.0;;6.0;;6.0;4.0;;3.0;4.0;;10.0;10.0;23.0;;1.0;38.0;;5.0;15.0;0.0;6.0;56.0;33.0;;;;33.0;;;;0.0;-417.0;4.0;363.0;67.0;-17.0;50.0;;-85.0;3.0;;4.0;-2.0;-0.0;;-1.0;0.0;55.0;-1.0;;;;-1.0;-5.0;;;;32.0;-1.0;6.0;7.0;;0.14;70.62;-746.14;-237.9;;10.47;-426.76;1.0;-0.1;-0.0;;56.0;-526.0;19.0;-594.0;1.1;-1056.6;-486.0;232.0;-340.0;501.5;-116.5;174.8;100.0;;0.144
2017.0;11.0;8.0;-4.0;-17.0;-26.0;-18.0;1.0;28.0;50.0;126.0;173.0;-73.0;-13.0;25.0;7.0;16.0;-13.0;4.0;67.49;25.0;7.0;18.0;17.0;1.0;-0.0;29.0;0.0;13.0;1.0;-36.94;-154.9;-9.0;-232.0;;-161.54;-24.16;-24.16;1.0;;22.0;;22.0;1.0;;5.0;13.0;;10.0;;7.0;;1.0;22.0;;6.0;57.0;0.0;8.0;55.0;;;;47.0;47.0;;;;1.0;-464.0;2.0;388.0;100.0;-50.0;50.0;;-18.0;1.0;;6.0;-5.0;1.0;;0.0;2.0;2.0;-0.0;;-1.0;26.0;-0.0;-11.0;;;;17.0;1.0;22.0;6.0;;0.15;65.65;-106.05;-78.18;;0.41;-425.23;1.0;-0.3;-0.0;;73.0;-154.9;7.0;-118.0;;-161.5;-636.0;;-474.0;20.4;-5.3;24.9;100.0;;0.154
2018.0;3.0;0.0;-16.0;-15.0;-34.0;-32.0;2.0;5.0;24.0;132.0;182.0;-103.0;-15.0;-3.0;-3.0;-20.0;-15.0;2.0;5.72;17.0;4.0;13.0;13.0;0.0;-0.0;19.0;0.0;15.0;1.0;-612.36;-601.0;-19.0;-1348.06;;-1245.38;-18.09;-18.09;2.0;;1.0;;1.0;1.0;;3.0;3.0;;9.0;9.0;7.0;;1.0;19.0;;6.0;71.0;0.0;6.0;50.0;;;;50.0;50.0;;;;1.0;-470.0;3.0;363.0;78.0;-54.0;24.0;;-32.0;1.0;;1.0;-3.0;0.0;;0.0;-1.0;19.0;-0.0;;-1.0;;-2.0;-4.0;;;;2.0;-0.0;1.0;21.0;;0.15;8.42;-104.85;-48.99;;0.11;-343.7;2.0;-0.2;-0.0;;17.0;-601.0;6.0;-217.0;;-1245.4;-875.0;;-712.0;30.3;-20.9;30.5;100.0;;0.145
2019.0;0.0;-0.0;-20.0;-24.0;-28.0;-26.0;4.0;22.0;26.0;152.0;203.0;-120.0;-8.0;9.0;6.0;1.0;-8.0;0.0;-293.06;19.0;2.0;17.0;16.0;0.0;-0.0;19.0;0.0;5.0;1.0;-40725.09;-47941.16;-4.0;-56610.34;;-52063.77;-7.71;-7.71;4.0;;1.0;;1.0;1.0;;20.0;2.0;;;;1.0;;1.0;4.0;;5.0;77.0;0.0;14.0;56.0;1.0;;;50.0;51.0;;1.0;;1.0;-490.0;3.0;365.0;82.0;-56.0;26.0;;-26.0;1.0;;3.0;1.0;0.0;;0.0;-0.0;13.0;-0.0;-5.0;;5.0;8.0;-1.0;;;;7.0;0.0;1.0;1.0;;0.14;0.1;-50.13;-15.5;;0.22;-236.56;4.0;-0.3;-0.0;;0.0;-47941.2;4.0;-178.0;;-52063.8;-904.0;6.0;-839.0;29.6;-24.9;21.2;100.0;;0.144
2020.0;0.0;-0.0;63.0;52.0;62.0;61.0;5.0;6.0;7.0;56.0;110.0;-44.0;-16.0;67.0;-48.0;3.0;-16.0;0.0;-30.16;17.0;0.0;17.0;17.0;0.0;-0.0;17.0;0.0;1.0;0.0;65479.5;53831.3;10.0;64392.09;1.0;63611.67;11.12;11.12;5.0;;5.0;;5.0;0.0;;1.0;1.0;;;;;;;1.0;;5.0;1.0;0.0;6.0;44.0;0.0;;;53.0;54.0;;1.0;;3.0;-458.0;-1.0;413.0;66.0;-58.0;7.0;;61.0;0.0;;8.0;-8.0;0.0;;-0.0;-0.0;-77.0;-0.0;68.0;-1.0;;1.0;-55.0;7.0;;;1.0;0.0;5.0;2.0;;0.15;0.11;72.96;-19.55;;0.07;-52.76;5.0;0.1;0.0;;1.0;53831.3;0.0;398.0;1.8;63611.7;-322.0;2.0;-288.0;629.9;95.6;-138.3;100.0;44.5;0.153
