;Revenue;Gross Profit;EBITDA;Operating Income;Income Before Tax;Net Income;Weighted Avg. Shares Outs. Dil.;Total Current Assets;Total Assets;Total Current Liabilities;Total Liabilities;Total Stockholders Equity;Cash Provided by Operating Activities;Cash Used for Investing Activities;Cash Used/Provided by Financing Activities;Net Change In Cash;Free Cash Flow;COGS;Gross Profit Ratio;Operating Expenses;R&D Expenses;Selling, G&A Exp.;General and Admin. Exp.;Selling and Marketing Exp;Other Expenses;COGS and Expenses;Interest Income;Interest Expense;Depreciation and Amortization;EBITDA ratio;Operating Income ratio;Total Other Income Exp.(Gains);Income Before Tax ratio;Income Tax Expense (Gain);Net Income Ratio;EPS;EPS Diluted;Weighted Avg. Shares Outs.;I_SEC Link;Cash and Cash Equivalents;Short-Term Investments;Cash & Short-Term Investments;Net Receivables;Inventory;Other Current Assets;PP&E;Goodwill;Intangible Assets;Goodwill and Intangible Assets;Investments;Tax Assets;Other Non-Current Assets;Total Non-Current Assets;Other Assets;Accounts Payable;Short-Term Debt;Tax Payable;Deferred Revenue;Other Current Liabilities;Long-Term Debt;Deferred Revenue;Deferred Tax Liabilities;Other Non-Current Liabilities;Total Non-Current Liabilities;Other Liabilities;Capital Lease Obligations;Preferred Stock;Common Stock;Retained Earnings;Other Compreh. Income(Loss);Other Total Stockhold. Equity;Total Liab.&Stockhold. Equity;Minority Interest;Total Liabilities & Equity;B_SEC Link;Net_Income;Depreciation_and_Amortization;Deferred_Income_Tax;Stock Based Compensation;Change in Working Capital;Accounts Receivable;Inventory;Accounts Payable;Other Working Capital;Other Non-Cash Items;CAPEX;Acquisitions Net;Purchases of Investments;Sales/Maturities of Investments;Other Investing Activities;Debt Repayment;Common Stock Issued;Common Stock Repurchased;Dividends Paid;Other Financing Activities;Effect of Forex Changes on Cash;Cash at the End of Period;Cash at the Beginning of Period;C_SEC Link;Dunno;Revenue per share;Earnings per share;FCF per share;Dividends per share;CAPEX per share;Book Value per sh.;Comm.Shares outs.;Avg. annual P/E ratio;P/E to S&P500;Avg. annual div. yield;Revenue (m);Operating margin;Depreciation (m);Net profit (m);Income tax rate;Net profit margin;Working capital (m);Long-term debt (m);Equity (m);ROIC;Return on capital;Return on equity;Plowback ratio;Div.&Repurch./FCF;Forex (ZAR/USD)
2004.0;9436.0;3372.0;2209.0;1402.0;1392.0;860.0;616.0;3322.0;11033.0;2787.0;5573.0;5402.0;1555.0;-1553.0;-277.0;-288.0;207.0;6064.0;35.73;1970.0;;;;;1970.0;8034.0;29.0;59.0;780.0;23.41;14.86;-10.0;14.75;510.0;9.12;1.41;1.4;610.0;;227.0;;227.0;1668.0;1277.0;150.0;6373.0;;365.0;365.0;;42.0;931.0;7711.0;;666.0;1158.0;;;964.0;1459.0;;765.0;562.0;2786.0;;;;478.0;5949.0;-440.0;-585.0;10975.0;58.0;11033.0;;860.0;780.0;-48.0;;-182.0;;-17.0;;;144.0;-1348.0;;;1.0;-206.0;;18.0;-5.0;-441.0;151.0;-12.0;227.0;515.0;;0.16;;;;;;;;;;;;;;;;;;;;;;;;;
2005.0;10114.0;3474.0;2292.0;2240.0;2211.0;1468.0;627.0;3637.0;12064.0;2535.0;5886.0;6142.0;2138.0;-1783.0;-219.0;141.0;615.0;6640.0;34.35;1234.0;;;;;1234.0;7874.0;17.0;50.0;;22.66;22.15;-29.0;21.86;774.0;14.52;2.38;2.34;616.0;;352.0;;352.0;1745.0;1447.0;93.0;6988.0;;299.0;299.0;;64.0;1075.0;8427.0;;777.0;843.0;;;916.0;1858.0;;889.0;604.0;3351.0;;;;504.0;6601.0;-416.0;-548.0;12028.0;36.0;12064.0;;1468.0;;;;;;;;;670.0;-1523.0;;;;-260.0;;47.0;;-438.0;172.0;6.0;352.0;211.0;;0.15;;;;;;;;;;;;;;;;;;;;;;;;;
2006.0;7949.0;4140.0;2762.0;2658.0;2667.0;1452.0;579.0;4373.0;12062.0;2592.0;5515.0;6509.0;2425.0;-1511.0;-799.0;108.0;1167.0;3808.0;52.09;1482.0;;;;;1482.0;5291.0;34.0;26.0;455.0;34.74;33.44;9.0;33.55;829.0;18.26;2.55;2.51;570.0;;361.0;;361.0;1432.0;987.0;1593.0;6161.0;113.0;;113.0;;112.0;1304.0;7690.0;;602.0;336.0;;;1654.0;1695.0;;750.0;479.0;2923.0;;;;;6577.0;-166.0;;12024.0;38.0;12062.0;;1452.0;455.0;;;-426.0;;-207.0;;-36.0;944.0;-1257.0;;-249.0;;-5.0;;56.0;;-471.0;-384.0;-7.0;361.0;253.0;;0.14;99.98;18.26;14.68;5.92;15.81;81.87;570.0;2.0;0.1;16.2;56980.0;33.4;3259.0;10406.0;31.1;18.3;12764.0;12149.0;46660.0;16.9;19.2;22.3;67.6;35.5;0.14
2007.0;14199.0;5517.0;4252.0;3707.0;3719.0;2464.0;642.0;5554.0;17229.0;3454.0;8074.0;8916.0;2287.0;-1525.0;-420.0;339.0;545.0;8682.0;38.86;1810.0;;;;;1810.0;10492.0;112.0;37.0;571.0;29.94;26.11;12.0;26.19;1180.0;17.36;3.88;3.84;635.0;;866.0;13.0;879.0;2426.0;2084.0;165.0;10871.0;85.0;91.0;176.0;;122.0;506.0;11675.0;;844.0;948.0;;6.0;1655.0;1941.0;;1202.0;1478.0;4620.0;;;;;8677.0;-275.0;;16990.0;239.0;17229.0;;2464.0;571.0;;;-179.0;;-292.0;;-2.0;-569.0;-1742.0;;-12.0;;229.0;;48.0;-531.0;;63.0;-3.0;881.0;542.0;;0.14;157.47;27.33;6.04;;19.32;98.88;635.0;1.4;0.1;;99922.0;26.1;4017.0;17342.0;31.7;17.4;14784.0;13657.0;62744.0;18.6;21.7;27.6;100.0;88.6;0.142
2008.0;15576.0;6630.0;4796.0;4053.0;4034.0;2820.0;602.0;6571.0;16795.0;3297.0;7325.0;9168.0;2152.0;-1300.0;-1008.0;-117.0;847.0;8946.0;42.57;2577.0;;;;;2577.0;11523.0;88.0;138.0;624.0;30.79;26.02;-19.0;25.9;1214.0;18.11;4.75;4.69;601.0;;532.0;9.0;541.0;3026.0;2408.0;597.0;9345.0;105.0;116.0;220.0;;175.0;484.0;10224.0;;1761.0;529.0;;20.0;987.0;1880.0;;1012.0;1136.0;4028.0;;;;;;9168.0;;16493.0;302.0;16795.0;;2820.0;624.0;;;-1126.0;;-511.0;;-116.0;-167.0;-1306.0;;-5.0;;11.0;;688.0;-875.0;;-822.0;38.0;520.0;636.0;;0.13;202.96;36.75;11.03;;17.01;119.45;601.0;1.3;0.1;;121977.0;26.0;4889.0;22087.0;30.1;18.1;25640.0;14722.0;71790.0;22.1;25.3;30.8;100.0;22.0;0.128
2009.0;17822.0;6378.0;4254.0;3189.0;3128.0;1765.0;614.0;6851.0;18857.0;3390.0;7709.0;10840.0;3987.0;-1619.0;-154.0;2102.0;1961.0;11444.0;35.79;4359.0;;1170.0;1170.0;;3189.0;15803.0;231.0;327.0;807.0;23.87;17.9;-61.0;17.55;1355.0;9.9;2.96;2.95;596.0;;2512.0;21.0;2533.0;2203.0;1886.0;228.0;10973.0;104.0;138.0;242.0;355.0;153.0;283.0;12006.0;;2098.0;626.0;87.0;60.0;606.0;1760.0;38.0;1185.0;1335.0;4319.0;;;;;9682.0;-7653.0;;18549.0;308.0;18857.0;;1765.0;807.0;;;1341.0;922.0;536.0;;63.0;74.0;-2026.0;;-12.0;1.0;402.0;-894.0;134.0;-149.0;-75.0;830.0;-112.0;2663.0;561.0;;0.13;231.23;22.9;25.44;0.98;26.29;140.64;596.0;1.5;0.0;2.8;137836.0;17.9;6245.0;13648.0;43.3;9.9;26769.0;13615.0;83835.0;12.9;18.6;16.3;95.7;4.6;0.129
2010.0;15930.0;5612.0;4137.0;3119.0;3045.0;2077.0;616.0;7000.0;20390.0;2980.0;7719.0;12343.0;2023.0;-2177.0;-352.0;-521.0;-75.0;10318.0;35.23;2493.0;;2209.0;1363.0;846.0;284.0;12811.0;174.0;275.0;875.0;25.97;19.58;-74.0;19.12;910.0;13.04;3.48;3.46;598.0;;1938.0;10.0;1948.0;2658.0;2146.0;248.0;12014.0;96.0;155.0;252.0;542.0;143.0;440.0;13390.0;;2265.0;216.0;72.0;35.0;464.0;1839.0;36.0;1356.0;1509.0;4739.0;;;;;11136.0;18.0;;20063.0;327.0;20390.0;;2077.0;875.0;;;-446.0;;-327.0;;;-482.0;-2099.0;;-169.0;2.0;83.0;-631.0;;;-41.0;321.0;-16.0;2162.0;2683.0;;0.13;204.58;26.68;-0.97;0.53;26.95;158.52;598.0;1.5;0.1;1.3;122256.0;19.6;6712.0;15941.0;29.9;13.0;30854.0;14111.0;94730.0;13.4;16.3;16.8;98.0;-54.9;0.13
2011.0;20947.0;7643.0;5619.0;4404.0;4326.0;2911.0;615.0;8791.0;26173.0;4011.0;9946.0;15831.0;3797.0;-3598.0;42.0;179.0;758.0;13304.0;36.49;3238.0;;2603.0;1603.0;999.0;635.0;16542.0;146.0;267.0;1088.0;26.82;21.03;-79.0;20.65;1352.0;13.9;4.85;4.83;600.0;;2164.0;11.0;2175.0;3408.0;2722.0;486.0;16029.0;110.0;186.0;296.0;552.0;162.0;342.0;17381.0;;3082.0;266.0;107.0;130.0;533.0;2111.0;73.0;1805.0;1946.0;5935.0;;;;;14499.0;-279.0;;25777.0;396.0;26173.0;;2911.0;1088.0;;;-350.0;-512.0;-360.0;;-10.0;147.0;-3039.0;;-24.0;10.0;-564.0;-311.0;;;-62.0;415.0;-62.0;2619.0;2440.0;;0.15;237.24;32.97;8.58;0.7;34.42;179.3;600.0;1.5;0.1;1.4;142436.0;21.0;7400.0;19794.0;31.3;13.9;32507.0;14356.0;107649.0;14.3;17.6;18.4;97.9;8.1;0.147
2012.0;20740.0;7149.0;5754.0;4499.0;4407.0;2887.0;616.0;8014.0;24939.0;3781.0;9234.0;15329.0;3430.0;-3380.0;-126.0;3.0;-139.0;13592.0;34.47;2679.0;;2249.0;1429.0;820.0;430.0;16271.0;97.0;248.0;1181.0;27.74;21.69;-92.0;21.25;1438.0;13.92;4.79;4.77;603.0;;1560.0;52.0;1612.0;3161.0;2530.0;711.0;15846.0;96.0;149.0;245.0;424.0;185.0;226.0;16926.0;;1510.0;403.0;110.0;90.0;1778.0;1570.0;56.0;1694.0;2133.0;5453.0;;;;;13776.0;262.0;;24562.0;377.0;24939.0;;2887.0;1181.0;;59.0;-278.0;-63.0;-182.0;;-76.0;-419.0;-3569.0;;-15.0;0.0;198.0;-263.0;;;;137.0;79.0;2183.0;2180.0;;0.12;280.91;39.1;-1.88;;48.34;207.62;603.0;1.2;0.1;;169446.0;21.7;9651.0;23583.0;32.6;13.9;34582.0;12828.0;125234.0;14.8;18.6;18.8;100.0;;0.122
2013.0;18254.0;9234.0;5326.0;4091.0;4006.0;2646.0;607.0;9023.0;25124.0;3638.0;9689.0;15067.0;3872.0;-3227.0;881.0;1423.0;620.0;9019.0;50.59;4608.0;;3492.0;2951.0;541.0;1116.0;13628.0;69.0;200.0;1211.0;29.18;22.41;-85.0;21.94;1269.0;14.5;4.37;4.36;606.0;;2545.0;154.0;2698.0;2862.0;2422.0;1040.0;15036.0;87.0;154.0;241.0;348.0;233.0;243.0;16101.0;;1473.0;247.0;521.0;118.0;1800.0;2251.0;31.0;1629.0;2141.0;6052.0;;;;2891.0;12893.0;875.0;-1592.0;24757.0;368.0;25124.0;;2646.0;1211.0;-1118.0;38.0;-147.0;-320.0;-220.0;260.0;30.0;1242.0;-3251.0;;-32.0;28.0;20.0;-523.0;;;;1404.0;128.0;3219.0;1796.0;;0.1;299.27;43.38;10.17;;53.31;247.03;606.0;1.1;0.1;;181269.0;22.4;12030.0;26278.0;31.7;14.5;53477.0;22357.0;149625.0;13.3;16.6;17.6;100.0;;0.101
2014.0;19046.0;9392.0;5606.0;3916.0;4239.0;2780.0;621.0;9150.0;26336.0;3664.0;9913.0;16067.0;4132.0;-3553.0;85.0;702.0;488.0;9654.0;49.31;4700.0;;3748.0;3207.0;541.0;952.0;14355.0;111.0;175.0;1270.0;29.43;20.56;323.0;22.26;1381.0;14.59;4.56;4.54;609.0;;3491.0;39.0;3531.0;2815.0;2514.0;289.0;15295.0;61.0;177.0;237.0;1037.0;295.0;322.0;17186.0;;1514.0;283.0;420.0;9.0;1857.0;2201.0;28.0;1715.0;2306.0;6249.0;;;;2733.0;13544.0;1251.0;-1461.0;25980.0;356.0;26336.0;;2780.0;1270.0;-1329.0;25.0;-217.0;81.0;-353.0;75.0;-30.0;1604.0;-3644.0;;-26.0;22.0;87.0;-442.0;;;;527.0;43.0;3573.0;2871.0;;0.09;332.81;48.57;8.53;;63.68;280.75;609.0;1.1;0.1;;202683.0;20.6;13516.0;29580.0;32.6;14.6;58377.0;23419.0;170977.0;13.1;16.7;17.3;100.0;;0.094
2015.0;15218.0;7518.0;4915.0;3824.0;3745.0;2441.0;610.0;8763.0;26580.0;3396.0;10441.0;15739.0;3362.0;-3457.0;1073.0;1233.0;-343.0;7699.0;49.4;3658.0;;2750.0;2254.0;496.0;909.0;11358.0;101.0;174.0;1114.0;32.29;25.13;-79.0;24.61;1185.0;16.04;4.0;4.0;610.0;;3970.0;10.0;3980.0;2342.0;1901.0;540.0;16247.0;48.0;140.0;188.0;1043.0;144.0;196.0;17818.0;;1059.0;300.0;399.0;33.0;2005.0;3226.0;35.0;1854.0;1931.0;7045.0;;;;2401.0;13231.0;1343.0;-1236.0;26180.0;400.0;26580.0;;2441.0;1114.0;;41.0;469.0;129.0;309.0;-52.0;28.0;-703.0;-3705.0;;-18.0;22.0;238.0;-324.0;;;;1397.0;254.0;4356.0;3123.0;;0.08;303.66;48.71;-6.83;;73.93;314.06;610.0;0.7;0.0;;185266.0;25.1;13567.0;29716.0;31.7;16.0;65336.0;39269.0;191610.0;11.4;14.5;15.5;100.0;;0.082
2016.0;11741.0;5788.0;2747.0;1646.0;1610.0;898.0;611.0;7341.0;26526.0;2824.0;12105.0;14053.0;2304.0;-4822.0;1981.0;-58.0;-2476.0;5953.0;49.3;3381.0;;2480.0;2011.0;469.0;900.0;9334.0;122.0;148.0;1111.0;23.4;14.02;-35.0;13.71;590.0;7.65;1.47;1.47;611.0;;3393.0;3.0;3396.0;2051.0;1616.0;278.0;17588.0;32.0;150.0;182.0;955.0;230.0;230.0;19184.0;;827.0;145.0;302.0;12.0;1841.0;5296.0;43.0;1608.0;2332.0;9280.0;;;;1988.0;11196.0;1970.0;-1101.0;26158.0;368.0;26526.0;;898.0;1111.0;;8.0;157.0;207.0;76.0;-126.0;-110.0;129.0;-4780.0;;-15.0;12.0;-40.0;-441.0;;;;2421.0;480.0;3543.0;3600.0;;0.07;283.19;21.66;-59.72;;115.29;338.95;611.0;1.3;0.1;;172942.0;14.0;16367.0;13225.0;36.6;7.6;66531.0;78015.0;206997.0;4.4;6.3;6.4;100.0;;0.068
2017.0;13198.0;6489.0;3679.0;2427.0;2297.0;1560.0;612.0;6733.0;30539.0;3994.0;13910.0;16206.0;2180.0;-4339.0;654.0;-1750.0;-2439.0;6709.0;49.17;3977.0;;2835.0;2345.0;490.0;1141.0;10686.0;116.0;229.0;1240.0;27.88;18.39;-130.0;17.41;650.0;11.82;2.55;2.55;611.0;;2116.0;210.0;2326.0;2223.0;1942.0;241.0;22162.0;;181.0;181.0;980.0;236.0;248.0;23806.0;;914.0;753.0;467.0;22.0;2305.0;5689.0;70.0;1980.0;2178.0;9916.0;;;;2242.0;13527.0;1598.0;-1161.0;30116.0;423.0;30539.0;;1560.0;1240.0;-763.0;35.0;-401.0;-26.0;-246.0;107.0;-235.0;508.0;-4619.0;;-7.0;2.0;281.0;-289.0;;;;943.0;-245.0;2245.0;3994.0;;0.08;282.31;33.36;-52.17;;98.81;346.67;611.0;0.9;0.0;;172407.0;18.4;16204.0;20374.0;28.3;11.8;35781.0;74312.0;211711.0;6.7;8.1;9.6;100.0;;0.077
2018.0;13214.0;6439.0;2477.0;2195.0;1144.0;636.0;616.0;5917.0;31985.0;4366.0;15338.0;16238.0;1919.0;-3931.0;1048.0;-895.0;-1968.0;6775.0;48.73;4244.0;;3223.0;2709.0;514.0;1021.0;11019.0;87.0;240.0;1196.0;18.74;16.61;-1051.0;8.65;405.0;4.81;1.04;1.03;612.0;;1103.0;118.0;1221.0;2345.0;2138.0;213.0;24236.0;;;196.0;870.0;298.0;469.0;26068.0;;984.0;1078.0;492.0;16.0;2289.0;7041.0;64.0;1887.0;1980.0;10972.0;;530.0;;1149.0;13425.0;1957.0;-293.0;31576.0;409.0;31985.0;;636.0;1196.0;;275.0;-116.0;-203.0;-249.0;178.0;158.0;-72.0;-3887.0;;-9.0;8.0;-45.0;-860.0;;;;1907.0;69.0;1241.0;2135.0;;0.07;296.41;14.26;-44.15;;87.2;364.24;612.0;2.5;0.1;;181461.0;16.6;16425.0;8729.0;35.4;4.8;21301.0;96691.0;222985.0;3.0;4.1;3.9;100.0;;0.073
2019.0;14450.0;6744.0;1842.0;2068.0;655.0;305.0;620.0;5538.0;33358.0;3485.0;17331.0;15609.0;2267.0;-4004.0;1642.0;-87.0;-1693.0;7705.0;46.67;4677.0;;3222.0;2665.0;556.0;1455.0;12382.0;53.0;37.0;1275.0;12.75;14.31;-1412.0;4.53;224.0;2.11;0.49;0.49;617.0;;1127.0;45.0;1172.0;1979.0;2104.0;282.0;25646.0;;;238.0;789.0;608.0;540.0;27821.0;;1118.0;273.0;90.0;15.0;2080.0;9568.0;66.0;1958.0;2255.0;13846.0;;528.0;;702.0;12897.0;1981.0;29.0;32941.0;418.0;33358.0;;305.0;1275.0;;118.0;171.0;;-59.0;;91.0;398.0;-3961.0;;-16.0;10.0;-39.0;-5091.0;;;;6733.0;11.0;1123.0;1209.0;;0.07;330.16;6.97;-38.69;;90.5;356.65;617.0;3.5;0.1;;203576.0;14.3;17968.0;4298.0;34.2;2.1;28917.0;134795.0;219910.0;1.3;1.7;2.0;100.0;;0.071
